index,steps,rules,atoms,variables,sccs,t_solve_list,t_ground_list,t_parse_list,mem_start_bytes_list,mem_solve_bytes_list,ground_file_bytes_list
-129,5,608059,24523,45552,6,0.001s;0.058s;0.078s;0.172s;0.375s;0.62s,0.019s;0.119s;0.169s;0.224s;0.286s;0.345s,0.007s;0.007s;0.007s;0.007s;0.008s;0.007s,27213824;28364800;37945344;40103936;42258432;44470272,27541504;28377088;37945344;40103936;42258432;46256128,253617;4120135;6363956;8619691;10876250;13371015
-130,3,25581,7938,8091,2,0s;0s;0.001s;0.026s,0.012s;0.03s;0.035s;0.039s,0.004s;0.008s;0.007s;0.007s,34336768;34353152;35061760;36835328,34349056;34373632;35061760;39923712,216477;426151;551989;677979
-131,30,0,0,0,0,0.001s;0.012s;0.022s;0.033s;0.045s;0.058s;0.068s;0.079s;0.091s;0.104s;0.115s;0.125s;0.141s;0.151s;0.169s;0.175s;0.185s;0.196s;0.213s;0.222s;0.235s;0.247s;0.257s;0.274s;0.279s;0.294s;0.311s;0.324s;0.334s;0.345s;0.357s,0.017s;0.164s;0.268s;0.369s;0.479s;0.59s;0.705s;0.798s;1.103s;1.061s;1.204s;1.344s;1.498s;1.644s;1.786s;1.935s;2.137s;2.303s;2.463s;2.634s;2.82s;2.972s;3.232s;3.371s;3.561s;3.76s;4.086s;4.146s;4.459s;4.649s;4.79s,0.005s;0.007s;0.006s;0.007s;0.007s;0.007s;0.007s;0.008s;0.007s;0.006s;0.006s;0.008s;0.008s;0.005s;0.006s;0.008s;0.006s;0.007s;0.008s;0.007s;0.008s;0.006s;0.007s;0.007s;0.007s;0.009s;0.007s;0.008s;0.008s;0.006s;0.008s,27316224;28618752;40968192;45215744;49471488;53739520;58109952;62427136;66703360;71024640;75599872;80162816;84729856;89292800;93851648;98414592;102977536;107540480;112103424;116719616;121282560;125845504;130510848;135086080;139661312;144236544;148815872;153391104;157966336;162541568;167186432,27643904;28635136;40968192;45215744;49471488;53739520;58109952;62427136;66703360;71024640;75599872;80162816;84729856;89292800;93851648;98414592;102977536;107540480;112103424;116719616;121282560;125845504;130510848;135086080;139661312;144236544;148815872;153391104;157966336;162541568;167186432,313885;7437672;11868488;16298585;20751925;25298674;29750739;34210821;38718047;43462924;48209576;52956399;57703353;62450041;67196852;71943688;76690633;81437381;86184128;90930964;95677774;100526007;105286414;110045627;114806205;119567248;124326607;129086433;133845696;138675159;143531303
-132,3,28362,7956,8669,5,0s;0.014s;0.017s;0.08s,0.01s;0.031s;0.033s;0.036s,0.006s;0.006s;0.006s;0.006s,27230208;28053504;29696000;32034816,27578368;28258304;29696000;47833088,218288;453081;580258;709867
-133,30,0,0,0,0,0s;0.016s;0.031s;0.044s;0.059s;0.076s;0.089s;0.106s;0.122s;0.135s;0.152s;0.166s;0.182s;0.193s;0.208s;0.223s;0.24s;0.255s;0.27s;0.312s;0.301s;0.32s;0.335s;0.348s;0.37s;0.383s;0.397s;0.416s;0.428s;0.449s;0.464s,0.019s;0.194s;0.34s;0.478s;0.617s;0.766s;0.894s;1.03s;1.19s;1.337s;1.488s;1.567s;1.713s;1.904s;2.049s;2.234s;2.426s;2.628s;2.805s;3.101s;3.259s;3.592s;3.793s;4.028s;4.249s;4.442s;4.797s;4.95s;5.182s;5.451s;5.708s,0.005s;0.007s;0.008s;0.008s;0.009s;0.008s;0.007s;0.006s;0.007s;0.009s;0.007s;0.007s;0.007s;0.007s;0.006s;0.007s;0.008s;0.008s;0.006s;0.006s;0.007s;0.008s;0.007s;0.007s;0.007s;0.006s;0.006s;0.008s;0.006s;0.008s;0.008s,45498368;45592576;55324672;61071360;66842624;72593408;78647296;84901888;91156480;97411072;103669760;109932544;116199424;122470400;128749568;135032832;141283328;147415040;153554944;159809536;166019072;172212224;178421760;184868864;191119360;197427200;203833344;210386944;216977408;223584256;230232064,45522944;45592576;55324672;61071360;66842624;72593408;78647296;84901888;91156480;97411072;103669760;109932544;116199424;122470400;128749568;135032832;141283328;147415040;153554944;159809536;166019072;172212224;178421760;184868864;191119360;197427200;203833344;210386944;216977408;223584256;230232064,321982;10206589;16205353;22231984;28235410;34544732;41049480;47556380;54065661;60577867;67095710;73617655;80144417;86676744;93215248;99721639;106106437;112499735;119012736;125476909;131925744;138389121;145094973;151601519;158166652;164831299;171639218;178488341;185354289;192260432;199175974
-134,6,14497,7655,7815,2,0s;0.001s;0s;0.006s;0.008s;0.009s;0.013s,0.012s;0.028s;0.026s;0.028s;0.029s;0.034s;0.036s,0.004s;0.007s;0.009s;0.009s;0.008s;0.006s;0.007s,27525120;28880896;29749248;29757440;30105600;30113792;30179328,27877376;29052928;29749248;29765632;30105600;30113792;30228480,212776;264909;295801;327536;360469;395026;431704
-135,30,0,0,0,0,0s;0.005s;0.009s;0.013s;0.018s;0.023s;0.029s;0.033s;0.037s;0.043s;0.049s;0.052s;0.058s;0.063s;0.07s;0.083s;0.077s;0.082s;0.086s;0.09s;0.097s;0.101s;0.106s;0.111s;0.117s;0.121s;0.127s;0.132s;0.135s;0.143s;0.148s,0.021s;0.105s;0.156s;0.193s;0.231s;0.269s;0.309s;0.358s;0.401s;0.451s;0.512s;0.567s;0.627s;0.688s;0.749s;0.822s;0.894s;0.98s;1.039s;1.113s;1.189s;1.277s;1.354s;1.431s;1.504s;1.593s;1.681s;1.896s;1.846s;1.925s;2.029s,0.005s;0.007s;0.008s;0.007s;0.007s;0.007s;0.008s;0.006s;0.007s;0.007s;0.007s;0.006s;0.007s;0.008s;0.009s;0.006s;0.009s;0.006s;0.007s;0.006s;0.007s;0.006s;0.007s;0.007s;0.006s;0.008s;0.006s;0.008s;0.008s;0.008s;0.008s,30355456;30359552;38141952;39878656;41644032;43405312;45154304;47116288;48975872;50769920;52568064;54370304;56303616;58269696;60239872;62103552;63967232;65835008;67715072;69603328;71499776;73486336;75505664;77537280;79585280;81649664;83730432;85831680;87953408;90099712;92266496,30355456;30359552;38141952;39878656;41644032;43405312;45154304;47116288;48975872;50769920;52568064;54370304;56303616;58269696;60239872;62103552;63967232;65835008;67715072;69603328;71499776;73486336;75505664;77537280;79585280;81649664;83730432;85831680;87953408;90099712;92266496,244662;3332375;5153801;6999179;8842591;10677240;12724478;14666470;16547808;18430009;20317880;22333356;24384214;26440624;28387309;30337815;32292504;34255925;36229331;38214456;40285730;42390167;44509025;46643552;48795048;50964865;53154407;55365130;57598542;59856203;62088461
-136,30,0,0,0,0,0s;0.003s;0.006s;0.008s;0.011s;0.013s;0.015s;0.021s;0.02s;0.025s;0.028s;0.031s;0.036s;0.041s;0.046s;0.051s;0.059s;0.066s;0.07s;0.079s;0.088s;0.097s;0.117s;0.118s;0.131s;0.147s;0.161s;0.181s;0.201s;0.22s;0.249s,0.018s;0.075s;0.105s;0.132s;0.165s;0.196s;0.225s;0.273s;0.314s;0.354s;0.409s;0.457s;0.512s;0.587s;0.619s;0.689s;0.761s;0.839s;0.911s;0.985s;1.078s;1.169s;1.272s;1.423s;1.508s;1.652s;1.76s;1.891s;2.052s;2.23s;2.416s,0.005s;0.007s;0.006s;0.008s;0.008s;0.008s;0.009s;0.008s;0.008s;0.008s;0.008s;0.007s;0.008s;0.007s;0.008s;0.006s;0.006s;0.007s;0.009s;0.009s;0.006s;0.007s;0.006s;0.006s;0.007s;0.008s;0.008s;0.008s;0.008s;0.008s;0.008s,27652096;28639232;35606528;36515840;37466112;38400000;39358464;40316928;41283584;42274816;43294720;44355584;45449216;46592000;47865856;49209344;50606080;52039680;53575680;55226368;57012224;58961920;61059072;63348736;65843200;68571136;71553024;74817536;78438400;82395136;86728704,27860992;28647424;35606528;36515840;37466112;38400000;39358464;40316928;41283584;42274816;43294720;44355584;45449216;46592000;47865856;49209344;50606080;52039680;53575680;55226368;57012224;58961920;61059072;63348736;65843200;68571136;71553024;74817536;78438400;82395136;86728704,275617;1742467;2684385;3641829;4615843;5599889;6596163;7605569;8636509;9695632;10783790;11914286;13099096;14422090;15812556;17253463;18741037;20332570;22043054;23889646;25907763;28081943;30449003;33031732;35853961;38938933;42315476;46053225;50144473;54617481;59506318
-137,30,215894,21672,76250,2,0.001s;0s;0.001s;0.001s;0.012s;0.015s;0.017s;0.022s;0.026s;0.031s;0.036s;0.044s;0.053s;0.067s;0.083s;0.105s;0.135s;0.17s;0.215s;0.285s;0.349s;0.434s;0.556s;0.69s;0.854s;1.051s;1.329s;1.609s;1.922s;2.299s;2.961s,0.013s;0.031s;0.035s;0.04s;0.043s;0.049s;0.055s;0.061s;0.068s;0.075s;0.089s;0.091s;0.103s;0.11s;0.12s;0.131s;0.142s;0.156s;0.17s;0.187s;0.204s;0.225s;0.231s;0.251s;0.266s;0.29s;0.314s;0.34s;0.354s;0.38s;0.419s,0.005s;0.007s;0.007s;0.006s;0.007s;0.007s;0.007s;0.006s;0.007s;0.007s;0.007s;0.008s;0.007s;0.008s;0.008s;0.007s;0.01s;0.007s;0.006s;0.007s;0.009s;0.007s;0.008s;0.008s;0.007s;0.008s;0.007s;0.008s;0.007s;0.009s;0.008s,27344896;28413952;29528064;29736960;31924224;35143680;37388288;39137280;41086976;43180032;44240896;44347392;44466176;44584960;44711936;44847104;44994560;45150208;45326336;45514752;45715456;45936640;46178304;46448640;46731264;47042560;47378432;47742976;48164864;48599040;49065984,27725824;28418048;29528064;29741056;31924224;35143680;37388288;39137280;41086976;43180032;44240896;44347392;44466176;44584960;44711936;44847104;44994560;45150208;45326336;45514752;45715456;45936640;46178304;46448640;46731264;47042560;47378432;47742976;48164864;48603136;49070080,216805;373732;459938;546987;635234;725105;817097;911778;1009787;1112586;1223446;1343690;1467348;1599305;1740657;1892995;2057471;2235861;2429441;2639546;2867823;3115975;3385827;3679210;3998075;4344478;4720501;5127985;5569939;6047933;6564996
-138,30,1,-1,-1,-1,0.002s;0.084s;0.154s;0.235s;0.308s;0.387s;0.462s;0.546s;0.624s;0.71s;0.795s;0.885s;0.957s;1.061s;1.129s;1.209s;1.308s;1.381s;1.469s;1.561s;1.659s;1.773s;1.838s;1.936s;2.02s;2.129s;2.204s;2.296s;2.449s;2.496s;-1,0.027s;0.738s;1.356s;1.968s;2.557s;3.148s;3.825s;4.427s;5.038s;5.701s;6.464s;7.321s;7.995s;8.763s;9.474s;10.357s;11.43s;12.385s;12.87s;13.868s;14.901s;15.874s;16.56s;17.579s;18.613s;19.554s;22.173s;22.503s;23.162s;23.959s;-1,0.005s;0.006s;0.008s;0.008s;0.008s;0.007s;0.008s;0.006s;0.006s;0.007s;0.006s;0.008s;0.007s;0.008s;0.007s;0.006s;0.008s;0.01s;0.008s;0.008s;0.007s;0.006s;0.007s;0.006s;0.008s;0.007s;0.007s;0.007s;0.008s;0.006s;-1,27332608;29204480;71471104;96268288;122036224;147763200;173441024;198545408;223674368;248885248;274059264;299732992;326307840;352337920;378707968;405037056;431640576;458039296;484876288;511541248;537980928;564228096;590835712;617115648;643809280;670863360;697274368;724078592;750784512;777506816;-1,27709440;29204480;71475200;96268288;122036224;147763200;173441024;198545408;223674368;248885248;274059264;299732992;326307840;352337920;378707968;405037056;431640576;458039296;484876288;511541248;537980928;564228096;590835712;617115648;643809280;670863360;697274368;724078592;750784512;777506816;-1,468157;39372865;65134461;91884650;118569113;145184305;171274928;197388491;223583179;249739560;276386761;303946715;330962505;358318715;385633249;413220550;440605553;468428304;496081125;523506421;550742051;578340177;605608865;633291953;661333548;688731435;716528913;744227987;771942686;799654121;-1
-139,30,0,0,0,0,0.001s;0.008s;0.015s;0.023s;0.031s;0.037s;0.045s;0.051s;0.059s;0.066s;0.075s;0.081s;0.09s;0.097s;0.106s;0.112s;0.124s;0.128s;0.138s;0.144s;0.153s;0.162s;0.17s;0.18s;0.19s;0.199s;0.207s;0.223s;0.23s;0.238s;0.251s,0.021s;0.142s;0.21s;0.28s;0.346s;0.435s;0.496s;0.576s;0.653s;0.734s;0.853s;0.937s;1.029s;1.141s;1.245s;1.342s;1.478s;1.61s;1.764s;1.846s;1.965s;2.099s;2.234s;2.418s;2.55s;2.695s;2.882s;3.027s;3.159s;3.337s;3.666s,0.006s;0.007s;0.007s;0.009s;0.007s;0.008s;0.008s;0.007s;0.006s;0.007s;0.007s;0.006s;0.009s;0.008s;0.008s;0.007s;0.007s;0.007s;0.008s;0.009s;0.008s;0.008s;0.008s;0.009s;0.006s;0.008s;0.006s;0.008s;0.006s;0.007s;0.006s,27422720;28901376;39505920;42582016;45916160;49115136;52482048;55623680;58912768;62087168;65265664;68472832;71749632;75182080;78454784;81727488;85020672;88338432;91684864;95055872;98463744;101904384;105394176;109039616;112730112;116539392;120340480;124530688;128503808;132546560;136667136,27750400;28905472;39505920;42586112;45916160;49115136;52482048;55623680;58912768;62087168;65265664;68472832;71749632;75182080;78454784;81727488;85020672;88338432;91684864;95055872;98463744;101904384;105394176;109039616;112730112;116539392;120340480;124530688;128503808;132546560;136667136,253878;5628755;8810138;12096371;15438762;18924436;22205557;25641637;28959630;32281037;35619823;39042115;42620803;46037114;49456841;52897097;56361625;59852428;63372932;66926497;70516319;74159373;77953100;81793719;85755569;89712324;94055794;98183820;102385217;106664995;111027728
-140,4,8343566,81262,721906,8,0.001s;9.382s;17.187s;3.111s;5.661s,0.033s;1.069s;1.889s;2.743s;3.534s,0.005s;0.008s;0.008s;0.007s;0.007s,27246592;30121984;100917248;143265792;185307136,27590656;30142464;100917248;143265792;200933376,501096;69595363;113653222;157436350;200311527
-141,9,1284460,43767,170238,9,0.001s;0.008s;0.013s;0.021s;0.028s;0.035s;2.828s;3.704s;4.621s;5.816s,0.019s;0.135s;0.21s;0.286s;0.379s;0.46s;0.523s;0.615s;0.716s;0.817s,0.006s;0.007s;0.008s;0.008s;0.008s;0.008s;0.006s;0.007s;0.008s;0.006s,27176960;28622848;38617088;41639936;44650496;47804416;50987008;54251520;57524224;60895232,27557888;28639232;38617088;41639936;44650496;47804416;50999296;54251520;57524224;65183744,303833;5354483;8488242;11628095;14889816;18062613;21265371;24662734;28167331;31623575
-142,11,503007,28657,64947,6,0.001s;0.003s;0.004s;0.006s;0.008s;0.011s;0.546s;0.677s;0.86s;1.07s;1.364s;1.673s,0.014s;0.069s;0.09s;0.113s;0.155s;0.18s;0.203s;0.226s;0.261s;0.301s;0.335s;0.384s,0.005s;0.007s;0.008s;0.008s;0.007s;0.009s;0.008s;0.008s;0.006s;0.006s;0.007s;0.008s,36417536;36421632;38285312;39206912;40128512;41058304;42008576;42954752;43905024;44863488;45834240;46825472,36417536;36421632;38285312;39206912;40128512;41058304;42008576;42954752;43905024;44863488;45834240;57667584,249754;1870882;2819623;3780218;4753051;5730230;6715733;7709189;8711449;9727106;10761457;11816816
-143,30,8329292,175999,1217930,8,0.001s;1.128s;2.227s;4.205s;5.554s;7.746s;10.495s;1.477s;1.801s;2.176s;2.44s;2.576s;2.904s;3.02s;3.322s;3.708s;3.908s;4.405s;4.544s;5.138s;5.428s;5.768s;6.171s;6.541s;6.982s;7.275s;7.811s;8.266s;8.637s;9.138s;9.706s,0.02s;0.251s;0.366s;0.517s;0.659s;0.832s;0.989s;1.136s;1.335s;1.514s;1.731s;1.968s;2.129s;2.35s;2.604s;2.845s;3.139s;3.367s;3.591s;3.931s;4.205s;4.505s;4.893s;5.135s;5.44s;5.806s;6.152s;6.534s;6.842s;7.222s;7.699s,0.004s;0.008s;0.006s;0.006s;0.007s;0.006s;0.008s;0.007s;0.008s;0.007s;0.008s;0.007s;0.006s;0.008s;0.007s;0.008s;0.007s;0.009s;0.008s;0.008s;0.006s;0.006s;0.006s;0.007s;0.007s;0.008s;0.007s;0.007s;0.008s;0.008s;0.007s,42438656;42442752;52146176;58114048;64131072;70492160;76578816;82681856;88838144;95186944;101703680;108265472;114880512;121544704;128270336;135073792;141955072;148934656;156147712;163713024;171134976;178708480;186445824;194433024;202616832;211083264;219815936;228790272;238039040;247582720;257417216,42438656;42442752;52146176;58114048;64131072;70504448;76578816;82681856;88838144;95186944;101703680;108265472;114880512;121544704;128270336;135073792;141955072;148934656;156147712;163713024;171134976;178708480;186445824;194433024;202616832;211083264;219815936;228790272;238039040;247582720;257417216,353762;10170458;16392560;22662789;29279108;35607754;41969239;48378242;54984905;61759478;68577489;75444120;82367690;89356765;96420769;103569535;110813707;118293926;126131427;133824863;141673844;149690612;157958742;166430399;175187457;184213151;193485573;203037137;212887752;223037222;233543050
-144,30,0,0,0,0,0.001s;0.01s;0.016s;0.025s;0.032s;0.04s;0.049s;0.056s;0.064s;0.072s;0.078s;0.087s;0.094s;0.101s;0.11s;0.121s;0.124s;0.132s;0.14s;0.148s;0.155s;0.163s;0.169s;0.181s;0.187s;0.195s;0.205s;0.209s;0.218s;0.227s;0.236s,0.017s;0.138s;0.225s;0.308s;0.407s;0.493s;0.58s;0.675s;0.775s;0.886s;1.005s;1.112s;1.231s;1.348s;1.505s;1.573s;1.733s;1.872s;1.978s;2.103s;2.216s;2.37s;2.53s;2.722s;2.884s;3.014s;3.21s;3.36s;3.579s;3.752s;3.92s,0.006s;0.008s;0.008s;0.007s;0.006s;0.006s;0.006s;0.008s;0.008s;0.008s;0.008s;0.008s;0.007s;0.008s;0.007s;0.009s;0.008s;0.007s;0.007s;0.009s;0.008s;0.007s;0.008s;0.008s;0.008s;0.009s;0.008s;0.007s;0.008s;0.007s;0.006s,27492352;28876800;39825408;43352064;46886912;50483200;54124544;57671680;61222912;64765952;68431872;72237056;76042240;79847424;83652608;87461888;91267072;95072256;98877440;102682624;106487808;110292992;114098176;118001664;121819136;125636608;129458176;133275648;137093120;140910592;144764928,27820032;28884992;39825408;43352064;46886912;50483200;54124544;57671680;61222912;64765952;68431872;72237056;76042240;79847424;83652608;87461888;91267072;95072256;98877440;102682624;106487808;110292992;114098176;118001664;121819136;125636608;129458176;133275648;137093120;140910592;144764928,269246;6287068;9961753;13648684;17326449;21125785;24824585;28533724;32234521;36058095;40020069;43981940;47943979;51906009;55867963;59829990;63791940;67753979;71716051;75677976;79639982;83601983;87663849;91638770;95613577;99588661;103563809;107538751;111513792;115527311;119568771
-145,30,0,0,0,0,0s;0.003s;0.003s;0.004s;0.005s;0.007s;0.008s;0.009s;0.012s;0.011s;0.013s;0.013s;0.015s;0.017s;0.021s;0.022s;0.023s;0.026s;0.028s;0.03s;0.032s;0.036s;0.042s;0.04s;0.043s;0.051s;0.05s;0.054s;0.061s;0.06s;0.064s,0.023s;0.057s;0.072s;0.094s;0.103s;0.131s;0.134s;0.146s;0.169s;0.189s;0.223s;0.236s;0.259s;0.287s;0.309s;0.338s;0.37s;0.403s;0.429s;0.459s;0.499s;0.521s;0.564s;0.608s;0.646s;0.691s;0.717s;0.775s;0.814s;0.877s;0.93s,0.008s;0.007s;0.007s;0.007s;0.007s;0.008s;0.007s;0.007s;0.008s;0.008s;0.007s;0.009s;0.007s;0.007s;0.008s;0.007s;0.006s;0.008s;0.007s;0.008s;0.007s;0.007s;0.008s;0.007s;0.007s;0.007s;0.009s;0.007s;0.008s;0.007s;0.009s,33943552;33951744;35131392;35667968;36212736;36757504;37306368;37863424;38428672;38989824;39559168;40136704;40792064;41390080;42000384;42622976;43257856;43909120;44642304;45395968;46170112;46936064;47706112;48504832;49336320;50200576;51097600;52035584;53010432;54034432;55103488,33943552;33951744;35131392;35667968;36212736;36757504;37306368;37863424;38428672;38989824;39559168;40136704;40792064;41390080;42000384;42622976;43257856;43909120;44642304;45395968;46170112;46936064;47706112;48504832;49336320;50200576;51097600;52035584;53010432;54034432;55103488,232910;1238913;1802462;2370782;2940930;3518632;4099279;4686775;5275119;5872210;6474017;7156261;7781569;8419596;9068931;9731740;10410520;11170938;11952714;12756386;13553768;14353457;15183086;16043907;16938241;17869082;18839754;19851666;20909468;22015114;23191478
-146,6,1,-1,-1,-1,0.003s;13.132s;3.239s;5.109s;11.072s;17.386s;-1,0.044s;1.049s;1.942s;2.789s;3.618s;4.521s;-1,0.006s;0.007s;0.007s;0.008s;0.007s;0.006s;-1,27623424;32247808;97103872;136441856;174956544;213577728;-1,27832320;32268288;97107968;136441856;174956544;213577728;-1,694370;64134767;104974509;145005687;185159267;225568856;-1
-147,25,1,-1,-1,-1,0s;0.003s;0.005s;0.004s;0.005s;0.006s;0.056s;0.092s;0.12s;0.158s;0.202s;0.245s;0.288s;0.358s;0.434s;0.542s;0.718s;0.961s;1.258s;2.003s;2.689s;4.394s;6.693s;11.463s;18.815s;-1,0.013s;0.05s;0.066s;0.078s;0.095s;0.114s;0.134s;0.153s;0.179s;0.203s;0.227s;0.255s;0.283s;0.32s;0.36s;0.406s;0.447s;0.5s;0.565s;0.641s;0.696s;0.777s;0.867s;0.959s;1.066s;-1,0.006s;0.01s;0.007s;0.008s;0.009s;0.008s;0.008s;0.008s;0.007s;0.007s;0.009s;0.007s;0.009s;0.007s;0.008s;0.009s;0.007s;0.007s;0.008s;0.007s;0.008s;0.009s;0.009s;0.007s;0.008s;-1,35880960;35926016;36999168;37494784;37998592;38526976;39047168;39587840;40144896;40722432;41328640;41967616;42655744;43397120;44212224;45113344;46104576;47214592;48467968;49864704;51441664;53223424;55238656;57516032;60092416;-1,35885056;35926016;36999168;37494784;37998592;38526976;39047168;39587840;40144896;40722432;41328640;41967616;42655744;43397120;44212224;45113344;46104576;47214592;48467968;49864704;51441664;53223424;55238656;57520128;60092416;-1,235787;1110106;1628046;2154414;2686829;3233773;3797091;4375094;4978115;5608085;6277899;6993409;7766835;8614190;9545413;10577629;11729405;13020738;14473022;16111613;17961894;20054280;22418511;25089511;28104080;-1
-148,30,0,0,0,0,0s;0s;0s;0.001s;0s;0.001s;0s;0.001s;0.001s;0.001s;0.001s;0.002s;0.002s;0.001s;0.002s;0.002s;0.003s;0.002s;0.002s;0.002s;0.002s;0.002s;0.003s;0.002s;0.003s;0.002s;0.003s;0.002s;0.003s;0.003s;0.003s,0.01s;0.021s;0.023s;0.024s;0.029s;0.029s;0.033s;0.04s;0.042s;0.045s;0.052s;0.055s;0.064s;0.064s;0.07s;0.081s;0.084s;0.104s;0.092s;0.102s;0.109s;0.119s;0.117s;0.128s;0.132s;0.14s;0.152s;0.166s;0.17s;0.187s;0.186s,0.004s;0.006s;0.007s;0.008s;0.005s;0.007s;0.007s;0.006s;0.006s;0.007s;0.007s;0.006s;0.006s;0.007s;0.006s;0.009s;0.007s;0.011s;0.008s;0.006s;0.007s;0.007s;0.008s;0.008s;0.008s;0.008s;0.007s;0.006s;0.006s;0.007s;0.006s,27774976;28270592;28884992;29065216;29970432;30195712;30240768;30257152;30289920;30900224;31469568;32677888;33308672;34652160;35389440;36769792;39034880;39837696;40800256;40865792;42577920;42790912;43773952;44797952;44867584;44867584;44929024;45985792;46018560;46051328;46084096,27951104;28475392;28884992;29069312;29970432;30195712;30240768;30257152;30289920;30900224;31469568;32677888;33308672;34652160;35389440;36769792;39034880;39837696;40800256;40865792;42577920;42790912;43773952;44797952;44867584;44867584;44929024;45985792;46018560;46051328;46084096,206379;266388;299679;332970;366261;399552;432843;466134;499425;532716;566120;599524;632928;666332;699736;733140;766854;800635;834547;868526;902551;936459;970199;1004002;1037779;1071602;1105523;1139621;1173938;1208171;1242385
-149,5,161062,14077,24519,3,0.001s;0.003s;0.004s;0.138s;0.185s;0.305s,0.014s;0.054s;0.072s;0.095s;0.113s;0.133s,0.005s;0.008s;0.008s;0.007s;0.007s;0.007s,27320320;28524544;34840576;35438592;36040704;36646912,27709440;28528640;34840576;35438592;36040704;45547520,251943;1289108;1902409;2521906;3147766;3784343
-150,9,633304,28657,60574,5,0s;0.004s;0.006s;0.106s;0.217s;0.331s;0.442s;0.573s;0.693s;1.592s,0.016s;0.078s;0.113s;0.153s;0.188s;0.225s;0.254s;0.3s;0.341s;0.395s,0.005s;0.007s;0.007s;0.006s;0.006s;0.007s;0.007s;0.007s;0.007s;0.007s,40206336;40292352;43679744;45047808;46436352;47833088;49242112;50642944;52047872;53473280,40235008;40292352;43679744;45047808;46436352;47833088;49242112;50642944;52047872;157851648,277118;2761223;4189166;5639566;7097087;8554085;10017561;11490951;12981445;14482808
-151,30,0,0,0,0,0.002s;0.074s;0.136s;0.198s;0.263s;0.326s;0.391s;0.455s;0.527s;0.584s;0.651s;0.717s;0.784s;0.851s;0.918s;0.99s;1.054s;1.125s;1.188s;1.257s;1.323s;1.396s;1.462s;1.534s;1.616s;1.677s;1.744s;1.817s;1.906s;1.965s;2.033s,0.044s;0.717s;1.289s;1.837s;2.399s;2.994s;3.523s;4.085s;4.699s;5.286s;5.933s;6.619s;7.369s;8.185s;8.994s;9.684s;10.713s;11.294s;12.04s;12.804s;13.823s;14.835s;15.494s;16.427s;17.271s;18.193s;19.178s;20.047s;21.654s;22.292s;23.609s,0.005s;0.007s;0.007s;0.007s;0.008s;0.006s;0.009s;0.008s;0.007s;0.006s;0.007s;0.007s;0.007s;0.007s;0.008s;0.007s;0.006s;0.007s;0.006s;0.008s;0.009s;0.007s;0.006s;0.008s;0.006s;0.006s;0.007s;0.008s;0.008s;0.006s;0.01s,27582464;33603584;69619712;92626944;116531200;139976704;163811328;187637760;211468288;235298816;258961408;282673152;306122752;329764864;354189312;378478592;404058112;428834816;453529600;478314496;503005184;527724544;552509440;577253376;602066944;626909184;651874304;676577280;701624320;726306816;751239168,27848704;33800192;69619712;92626944;116531200;139976704;163811328;187637760;211468288;235298816;258961408;282673152;306122752;329764864;354189312;378478592;404058112;428834816;453529600;478314496;503005184;527724544;552509440;577253376;602066944;626909184;651874304;676577280;701624320;726306816;751239168,795108;37748359;61642472;85419187;109757627;134474118;159192409;183912661;208635351;233189549;257595142;281939512;306472751;331788731;356967531;383440549;409096268;434684889;460361087;485947384;511557881;537236509;562875306;588582040;614319783;640179659;665775336;691704106;717284125;743111370;768929994
-152,8,91864,12608,13360,2,0s;0.001s;0.002s;0.002s;0.002s;0.003s;0.003s;0.032s;0.19s,0.015s;0.044s;0.054s;0.062s;0.069s;0.075s;0.088s;0.096s;0.107s,0.005s;0.006s;0.007s;0.006s;0.006s;0.008s;0.006s;0.007s;0.008s,27672576;28631040;31645696;34975744;38129664;39313408;39542784;39747584;39956480,28028928;28909568;31645696;34975744;38129664;39313408;39542784;39747584;72196096,216754;602543;815670;1028949;1242418;1456918;1672979;1889108;2105568
