index,steps,rules,atoms,variables,sccs,t_solve_list,t_ground_list,t_parse_list,mem_start_bytes_list,mem_solve_bytes_list,ground_file_bytes_list
-335,10,3345789,72195,459515,8,0.002s;0.019s;0.037s;0.054s;4.504s;6.761s;1.429s;2.167s;2.442s;3.776s;5.718s,0.023s;0.267s;0.422s;0.591s;0.774s;0.946s;1.134s;1.323s;1.507s;1.717s;1.95s,0.005s;0.008s;0.007s;0.008s;0.008s;0.009s;0.008s;0.008s;0.008s;0.008s;0.008s,56344576;56348672;69324800;77004800;84537344;92631040;100511744;108244992;116027392;123871232;131801088,56344576;56348672;69324800;77004800;84537344;92631040;100511744;108244992;116027392;123871232;202313728,374826;12532874;20521700;28361286;36761400;44951432;52997909;61087455;69246473;77490940;85840192
-336,5,458593,22842,38912,1,0s;0.004s;0.008s;0.011s;0.016s;0.353s,0.02s;0.106s;0.161s;0.205s;0.248s;0.29s,0.007s;0.006s;0.008s;0.008s;0.006s;0.006s,29515776;30982144;39997440;41652224;43315200;44974080,29917184;30986240;39997440;41652224;43315200;54202368,243507;3106517;4830588;6572156;8310641;10052269
-337,9,1,-1,-1,-1,0.001s;2.267s;5.42s;9.17s;2.002s;2.762s;4.495s;8.807s;11.124s;-1,0.028s;0.363s;0.636s;0.881s;1.172s;1.4s;1.672s;1.933s;2.236s;-1,0.006s;0.006s;0.007s;0.008s;0.007s;0.009s;0.008s;0.006s;0.008s;-1,43560960;43839488;60567552;71426048;82034688;92762112;103890944;115179520;126496768;-1,43560960;43839488;60567552;71426048;82034688;92762112;103890944;115179520;126496768;-1,544531;17497365;28786509;39819072;50974233;62528305;74243076;85991309;97780856;-1
-338,30,0,0,0,0,0s;0.018s;0.036s;0.054s;0.073s;0.094s;0.113s;0.132s;0.149s;0.168s;0.192s;0.209s;0.235s;0.256s;0.275s;0.298s;0.323s;0.331s;0.363s;0.382s;0.399s;0.429s;0.45s;0.478s;0.495s;0.518s;0.554s;0.574s;0.603s;0.63s;0.662s,0.022s;0.256s;0.446s;0.629s;0.808s;1.002s;1.196s;1.414s;1.588s;1.81s;2.046s;2.291s;2.511s;2.834s;3.01s;3.295s;3.603s;3.821s;4.096s;4.467s;4.807s;5.105s;5.482s;5.649s;6.141s;6.447s;6.946s;7.211s;7.501s;7.756s;8.341s,0.005s;0.007s;0.007s;0.008s;0.009s;0.008s;0.007s;0.009s;0.007s;0.008s;0.009s;0.007s;0.008s;0.007s;0.008s;0.007s;0.007s;0.007s;0.008s;0.011s;0.007s;0.006s;0.007s;0.006s;0.007s;0.008s;0.007s;0.008s;0.006s;0.009s;0.007s,43851776;43970560;54091776;60563456;67534848;74207232;80822272;87666688;94715904;101789696;108793856;115638272;122490880;129372160;136318976;143396864;150396928;157630464;164933632;172466176;179929088;187494400;195457024;203358208;211382272;219447296;227581952;235810816;244830208;254091264;262815744,43876352;43970560;54091776;60563456;67534848;74207232;80822272;87666688;94715904;101789696;108793856;115638272;122490880;129372160;136318976;143396864;150396928;157630464;164933632;172466176;179929088;187494400;195457024;203358208;211382272;219447296;227581952;235810816;244830208;254091264;262815744,338936;10598127;17334275;24566854;31491538;38372740;45483605;52796740;60124121;67392927;74506440;81629348;88780145;95965723;103300440;110571698;118077730;125652646;133461220;141199128;149014148;157256040;165438700;173746559;182094622;190515735;199033752;208342893;217896398;226918461;236114048
-339,6,2530314,49877,285953,9,0.001s;1.889s;3.477s;5.565s;8.208s;11.461s;3.213s,0.025s;0.304s;0.481s;0.668s;0.857s;1.066s;1.275s,0.004s;0.008s;0.007s;0.007s;0.006s;0.006s;0.007s,29564928;31956992;52277248;60887040;69627904;78942208;87793664,29966336;32129024;52281344;60887040;69627904;78942208;125607936,383490;14985047;23955599;33059499;42737150;51923842;61091411
-340,11,3823152,75513,616926,12,0.002s;1.852s;3.673s;6.236s;9.349s;1.735s;2.347s;3.751s;4.221s;6.296s;9.31s;25.039s,0.037s;0.3s;0.498s;0.687s;0.871s;1.069s;1.26s;1.46s;1.689s;1.986s;2.228s;2.524s,0.005s;0.006s;0.008s;0.01s;0.007s;0.007s;0.007s;0.006s;0.008s;0.007s;0.009s;0.007s,56352768;56430592;70303744;78286848;86114304;94097408;102469632;110895104;119377920;127938560;136597504;145301504,56352768;56430592;70303744;78286848;86114304;94097408;102469632;110895104;119377920;127938560;136597504;326291456,677563;13456956;21763661;29912462;38219635;46909750;55650877;64456992;73344750;82332026;91366752;100587184
-341,9,469070,27079,51442,5,0s;0.003s;0.005s;0.007s;0.195s;0.326s;0.423s;0.539s;0.666s;0.823s,0.016s;0.068s;0.092s;0.115s;0.137s;0.164s;0.199s;0.22s;0.253s;0.282s,0.005s;0.008s;0.008s;0.006s;0.007s;0.008s;0.007s;0.007s;0.007s;0.008s,30015488;31182848;37113856;40009728;41005056;42008576;43044864;44695552;45719552;46796800,30359552;31354880;37113856;40009728;41005056;42008576;43044864;44695552;45719552;47308800,226255;2036315;3069042;4114459;5165434;6221563;7279237;8352196;9477184;10554976
-342,30,0,0,0,0,0.001s;0.001s;0.001s;0.003s;0.003s;0.004s;0.004s;0.005s;0.005s;0.008s;0.008s;0.008s;0.01s;0.01s;0.013s;0.014s;0.017s;0.02s;0.023s;0.026s;0.032s;0.039s;0.046s;0.056s;0.062s;0.072s;0.083s;0.095s;0.111s;0.128s;0.143s,0.013s;0.039s;0.049s;0.057s;0.065s;0.074s;0.09s;0.099s;0.114s;0.131s;0.15s;0.165s;0.187s;0.209s;0.228s;0.257s;0.283s;0.314s;0.356s;0.38s;0.424s;0.472s;0.523s;0.575s;0.63s;0.696s;0.793s;0.86s;0.943s;1.049s;1.187s,0.005s;0.008s;0.008s;0.007s;0.008s;0.008s;0.006s;0.008s;0.009s;0.008s;0.007s;0.007s;0.008s;0.006s;0.007s;0.006s;0.007s;0.007s;0.006s;0.007s;0.009s;0.007s;0.006s;0.006s;0.006s;0.007s;0.007s;0.009s;0.008s;0.008s;0.006s,38334464;38338560;40128512;42622976;42659840;42889216;44142592;44388352;44646400;44920832;45207552;45514752;45850624;46211072;46608384;47046656;47538176;48095232;48713728;49414144;50204672;51101696;52117504;53272576;54575104;56049664;57708544;59580416;61685760;64045056;60608512,38338560;38338560;40128512;42622976;42659840;42889216;44142592;44388352;44646400;44920832;45207552;45514752;45850624;46211072;46608384;47046656;47538176;48095232;48713728;49414144;50204672;51101696;52117504;53272576;54575104;56049664;57708544;59580416;61685760;64045056;60608512,241765;614046;851920;1091568;1334308;1584620;1843492;2112383;2396287;2694850;3014085;3360747;3735384;4148529;4604859;5114163;5684836;6326732;7051543;7871749;8800466;9854409;11049118;12399387;13926102;15648724;17588628;19769487;22216030;24955188;28014434
-343,30,0,0,0,0,0.001s;0.009s;0.015s;0.026s;0.036s;0.041s;0.051s;0.06s;0.069s;0.078s;0.087s;0.096s;0.106s;0.121s;0.124s;0.134s;0.144s;0.152s;0.16s;0.17s;0.18s;0.19s;0.202s;0.208s;0.223s;0.232s;0.241s;0.253s;0.263s;0.272s;0.281s,0.019s;0.145s;0.204s;0.279s;0.371s;0.424s;0.495s;0.572s;0.658s;0.737s;0.826s;0.936s;1.052s;1.137s;1.263s;1.364s;1.481s;1.635s;1.741s;1.874s;1.978s;2.139s;2.302s;2.412s;2.557s;2.758s;2.884s;3.048s;3.198s;3.341s;3.574s,0.005s;0.007s;0.006s;0.008s;0.008s;0.007s;0.008s;0.01s;0.007s;0.007s;0.008s;0.008s;0.008s;0.008s;0.007s;0.008s;0.009s;0.007s;0.007s;0.008s;0.008s;0.007s;0.008s;0.007s;0.009s;0.006s;0.009s;0.006s;0.008s;0.007s;0.007s,29437952;30556160;42201088;45293568;48398336;51486720;54988800;58597376;61902848;65118208;68341760;71573504;74981376;78430208;81719296;85004288;88289280;91590656;94920704;98267136;101736448;105218048;108720128;112230400;115765248;119246848;122789888;126275584;129781760;133529600;137105408,29708288;30752768;42201088;45293568;48398336;51486720;54988800;58597376;61902848;65118208;68341760;71573504;74981376;78430208;81719296;85004288;88289280;91590656;94920704;98267136;101736448;105218048;108720128;112230400;115765248;119246848;122789888;126275584;129781760;133529600;137105408,254789;5782704;9018761;12248626;15484677;19100383;22741672;26197812;29563416;32932028;36307345;39846805;43443433;46883804;50317980;53753109;57202434;60656506;64153375;67773315;71406145;75053064;78715314;82400238;86030606;89727008;93363899;97024229;100863972;104593292;108353327
-344,7,2770815,56377,459528,8,0.001s;1.697s;4.015s;6.873s;1.825s;2.051s;3.4s;5.408s,0.024s;0.31s;0.538s;0.753s;0.98s;1.203s;1.436s;1.697s,0.006s;0.007s;0.007s;0.008s;0.01s;0.009s;0.008s;0.009s,36999168;37830656;52047872;60899328;69939200;79433728;88915968;98435072,36999168;37830656;52047872;60899328;69939200;79433728;88915968;98435072,421255;14468313;23676110;33075451;42928411;52766475;62615594;72348301
-345,30,0,0,0,0,0s;0.003s;0.005s;0.007s;0.01s;0.014s;0.017s;0.019s;0.023s;0.028s;0.03s;0.034s;0.039s;0.047s;0.048s;0.054s;0.059s;0.065s;0.071s;0.077s;0.086s;0.095s;0.104s;0.112s;0.12s;0.133s;0.143s;0.159s;0.171s;0.188s;0.203s,0.016s;0.075s;0.122s;0.14s;0.181s;0.204s;0.256s;0.286s;0.34s;0.379s;0.43s;0.484s;0.542s;0.595s;0.675s;0.727s;0.798s;0.859s;0.943s;1.031s;1.121s;1.199s;1.303s;1.43s;1.496s;1.655s;1.708s;1.855s;1.967s;2.081s;2.254s,0.006s;0.008s;0.008s;0.008s;0.008s;0.008s;0.008s;0.007s;0.008s;0.007s;0.009s;0.007s;0.008s;0.008s;0.008s;0.008s;0.008s;0.007s;0.008s;0.011s;0.008s;0.007s;0.007s;0.007s;0.013s;0.012s;0.009s;0.007s;0.01s;0.009s;0.008s,38268928;38268928;40144896;41172992;34390016;41922560;43012096;44109824;45215744;46342144;47497216;48701440;49930240;51204096;52551680;54034432;55586816;57212928;58925056;60731392;62644224;64614400;66727936;68956160;71335936;73875456;76591104;79499264;82608128;85934080;89497600,38268928;38268928;40144896;41172992;34594816;41922560;43012096;44109824;45215744;46342144;47497216;48701440;49930240;51204096;52551680;54034432;55586816;57212928;58925056;60731392;62644224;64614400;66727936;68956160;71335936;73875456;76591104;79499264;82608128;85934080;89497600,267024;1964839;3037887;4132644;5244833;6363465;7497989;8650131;9822455;11024706;12276385;13555373;14878397;16276715;17810099;19413008;21094024;22862366;24727746;26700353;28734601;30913928;33209981;35659160;38274045;41068100;44055363;47249799;50665871;54323711;58231160
-346,30,0,0,0,0,0s;0s;0.001s;0s;0.001s;0s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0s;0.001s;0.001s;0.001s;0.002s;0.001s;0.001s;0.002s;0.002s;0.001s;0.001s;0.002s;0.001s;0.002s;0.002s;0.002s;0.002s,0.01s;0.019s;0.019s;0.023s;0.023s;0.026s;0.026s;0.029s;0.03s;0.033s;0.036s;0.039s;0.043s;0.045s;0.051s;0.049s;0.054s;0.057s;0.06s;0.064s;0.067s;0.072s;0.076s;0.08s;0.083s;0.088s;0.092s;0.095s;0.109s;0.109s;0.111s,0.005s;0.007s;0.007s;0.006s;0.006s;0.006s;0.008s;0.006s;0.007s;0.006s;0.007s;0.006s;0.006s;0.007s;0.008s;0.008s;0.006s;0.006s;0.007s;0.007s;0.007s;0.006s;0.006s;0.006s;0.006s;0.007s;0.01s;0.008s;0.008s;0.006s;0.008s,29810688;30752768;31268864;31289344;31330304;31666176;31682560;32092160;32108544;32157696;32595968;32612352;32681984;32759808;33587200;33624064;34594816;35528704;35586048;36175872;36196352;37249024;37801984;38989824;40693760;41295872;41922560;42536960;43294720;43991040;44699648,30134272;30924800;31268864;31289344;31334400;31666176;31682560;32092160;32108544;32157696;32595968;32612352;32681984;32759808;33587200;33624064;34594816;35528704;35586048;36175872;36196352;37249024;37801984;38989824;40693760;41295872;41922560;42536960;43294720;43991040;44699648,207786;235426;250940;266454;281968;297482;312996;328510;344024;359538;375123;390708;406293;421878;437463;453048;468633;484218;499803;515388;530973;546558;562143;577728;593313;608898;624483;640452;656301;672090;687850
-347,30,0,0,0,0,0s;0.006s;0.01s;0.017s;0.024s;0.029s;0.036s;0.041s;0.049s;0.057s;0.065s;0.07s;0.076s;0.084s;0.09s;0.097s;0.105s;0.115s;0.121s;0.13s;0.139s;0.148s;0.157s;0.166s;0.175s;0.198s;0.198s;0.205s;0.216s;0.225s;0.237s,0.015s;0.105s;0.164s;0.223s;0.282s;0.336s;0.403s;0.463s;0.547s;0.592s;0.69s;0.754s;0.836s;0.899s;0.99s;1.096s;1.167s;1.28s;1.39s;1.869s;1.679s;1.719s;1.784s;1.927s;2.015s;2.155s;2.316s;2.442s;2.559s;2.715s;2.832s,0.006s;0.007s;0.007s;0.008s;0.008s;0.009s;0.007s;0.008s;0.007s;0.007s;0.007s;0.006s;0.007s;0.007s;0.009s;0.007s;0.008s;0.008s;0.009s;0.01s;0.008s;0.008s;0.009s;0.007s;0.008s;0.007s;0.009s;0.007s;0.007s;0.008s;0.008s,29863936;30613504;40472576;42569728;44687360;46792704;48906240;51019776;53149696;55341056;57688064;59973632;62197760;64434176;66682880;68960256;71262208;73605120;76091392;78614528;81174528;83783680;86446080;89161728;91947008;94789632;97705984;100679680;103686144;106864640;110764032,30064640;30875648;40472576;42569728;44687360;46792704;48906240;51019776;53149696;55341056;57688064;59973632;62197760;64434176;66682880;68960256;71262208;73605120;76091392;78614528;81174528;83783680;86446080;89161728;91947008;94789632;97705984;100679680;103686144;106864640;110764032,260661;3673760;5861112;8051691;10248910;12451164;14655514;16874243;19157374;21594214;23970882;26286666;28606623;30948073;33315793;35711468;38149654;40724132;43338291;45996187;48702159;51460854;54276999;57155614;60101842;63121177;66195887;69308575;72594497;76604789;80169759
-348,30,0,0,0,0,0.001s;0.002s;0.001s;0.001s;0.001s;0.002s;0.002s;0.002s;0.003s;0.004s;0.003s;0.004s;0.003s;0.004s;0.004s;0.004s;0.005s;0.005s;0.006s;0.006s;0.007s;0.008s;0.008s;0.013s;0.008s;0.011s;0.011s;0.013s;0.016s;0.015s;0.016s,0.013s;0.035s;0.037s;0.041s;0.045s;0.048s;0.056s;0.063s;0.064s;0.071s;0.077s;0.083s;0.091s;0.101s;0.108s;0.118s;0.13s;0.137s;0.146s;0.156s;0.164s;0.188s;0.191s;0.201s;0.219s;0.237s;0.251s;0.267s;0.278s;0.3s;0.32s,0.005s;0.006s;0.008s;0.007s;0.007s;0.007s;0.006s;0.006s;0.007s;0.006s;0.006s;0.007s;0.008s;0.007s;0.007s;0.006s;0.006s;0.007s;0.006s;0.008s;0.008s;0.007s;0.007s;0.008s;0.007s;0.008s;0.008s;0.006s;0.009s;0.008s;0.007s,29462528;30412800;32092160;34041856;36413440;39051264;42782720;45510656;46850048;45895680;47017984;47128576;47251456;47374336;47501312;47632384;47775744;47923200;48078848;48246784;48422912;48611328;48816128;49049600;49278976;49528832;49795072;50081792;50388992;50733056;51085312,29810688;30584832;32092160;34041856;36413440;39051264;42782720;45510656;46850048;45895680;47017984;47128576;47251456;47374336;47501312;47632384;47775744;47923200;48078848;48246784;48422912;48611328;48816128;49049600;49278976;49528832;49795072;50081792;50388992;50733056;51085312,211964;388118;488093;588616;689927;792314;896113;1002296;1111284;1225622;1342064;1462723;1588619;1720755;1859503;2005439;2159101;2321405;2494293;2677652;2873523;3083448;3306677;3546508;3802140;4076758;4370758;4686835;5024843;5387023;5774680
-349,8,77768,12310,14625,2,0.001s;0s;0.001s;0.001s;0.001s;0.022s;0.03s;0.038s;0.06s,0.013s;0.033s;0.041s;0.047s;0.054s;0.072s;0.065s;0.077s;0.086s,0.005s;0.007s;0.006s;0.006s;0.006s;0.006s;0.008s;0.007s;0.007s,29376512;30466048;34365440;38658048;42287104;42459136;43769856;43958272;44146688,29753344;30638080;34365440;38658048;42287104;42459136;43769856;43958272;46686208,221807;546358;735140;924402;1114384;1305655;1500909;1697031;1895936
-350,30,0,0,0,0,0s;0.003s;0.004s;0.006s;0.007s;0.009s;0.011s;0.013s;0.015s;0.016s;0.018s;0.02s;0.023s;0.026s;0.029s;0.031s;0.034s;0.036s;0.038s;0.04s;0.043s;0.045s;0.048s;0.049s;0.051s;0.054s;0.057s;0.06s;0.063s;0.064s;0.066s,0.015s;0.07s;0.094s;0.116s;0.139s;0.174s;0.199s;0.23s;0.249s;0.289s;0.32s;0.36s;0.408s;0.445s;0.518s;0.54s;0.582s;0.637s;0.701s;0.739s;0.788s;0.855s;0.923s;0.967s;1.037s;1.104s;1.162s;1.248s;1.298s;1.374s;1.432s,0.005s;0.007s;0.008s;0.007s;0.008s;0.006s;0.006s;0.006s;0.007s;0.007s;0.008s;0.008s;0.006s;0.008s;0.007s;0.006s;0.008s;0.008s;0.007s;0.008s;0.006s;0.005s;0.006s;0.006s;0.008s;0.007s;0.008s;0.006s;0.008s;0.008s;0.006s,43286528;43286528;44892160;45678592;46465024;47263744;48070656;48873472;49668096;50475008;51273728;52076544;52899840;53796864;54697984;55599104;56500224;57401344;58269696;59101184;59936768;60768256;61599744;62459904;63352832;64200704;65040384;65875968;66711552;67551232;68386816,43286528;43286528;44892160;45678592;46465024;47263744;48070656;48873472;49668096;50475008;51273728;52076544;52899840;53796864;54697984;55599104;56500224;57401344;58269696;59101184;59936768;60768256;61599744;62459904;63352832;64200704;65040384;65875968;66711552;67551232;68386816,233786;1687685;2511889;3339020;4176736;5016164;5855134;6690684;7536757;8374581;9214130;10075700;11015099;11954556;12894014;13833470;14772924;15680226;16551995;17425181;18296412;19167611;20067848;20997754;21886430;22762188;23637350;24514832;25390295;26266188;27141403
