index,t_solve_list,t_ground_list,ground_file_bytes_list
-391,0.001s;7.503s;1.844s;3.252s;5.28s;6.282s;10.205s;12.113s;16.99s;-1,0.059s;0.856s;1.43s;2.04s;2.711s;3.346s;3.97s;4.628s;5.261s;-1,508112;45439762;74339882;104129226;133876855;163637072;192874344;222282073;251633451;-1
-392,0s;0.005s;0.006s;0.008s;0.026s,0.01s;0.021s;0.023s;0.025s;0.028s,211138;271976;306283;341198;376873
-393,0s;0.071s;0.123s;0.193s;0.279s;0.364s;0.503s;0.667s;0.861s;1.146s;3.072s,0.021s;0.083s;0.106s;0.129s;0.156s;0.187s;0.222s;0.257s;0.301s;0.349s;0.393s,247345;1899971;2862909;3843806;4852176;5880951;6948546;8078697;9284701;10522417;11836212
-394,0.19s;-1,1.924s;-1,34213972;-1
-395,0s;0.019s;0.019s;0.028s;0.764s;1.734s;2.405s;3.173s;3.968s;4.839s;5.796s;1.384s;1.338s;1.477s;1.621s;1.748s;1.957s;2.002s;2.11s;2.317s;2.429s;2.592s;2.798s;2.906s;3.1s;3.353s;3.754s;3.75s;4.017s;3.995s;4.213s,0.019s;0.188s;0.251s;0.34s;0.429s;0.531s;0.617s;0.714s;0.809s;0.915s;1.041s;1.23s;1.305s;1.447s;1.653s;1.734s;1.881s;2.015s;2.178s;2.371s;2.568s;2.721s;2.887s;3.054s;3.274s;3.451s;3.665s;3.882s;4.521s;4.318s;4.5s,303023;6386722;10139811;13911778;17935104;21974331;25840170;29711121;33624998;37641997;41795843;45909345;49914576;53942021;57995228;62080893;66217283;70380373;74677149;79071226;83519559;88027239;92684887;97339945;102120801;107335169;112307093;117381898;122566728;127869196;133327985
-396,0s;0.005s;0.012s;0.011s;0.016s;0.019s;0.023s;0.027s;0.032s;0.036s;0.043s;0.049s;0.055s;0.061s;0.068s;0.075s;0.084s;0.092s;0.103s;0.113s;0.124s;0.139s;0.154s;0.175s;0.186s;0.224s;0.228s;0.257s;0.287s;0.316s;0.344s,0.015s;0.086s;0.135s;0.167s;0.207s;0.253s;0.308s;0.364s;0.417s;0.478s;0.538s;0.635s;0.756s;0.819s;0.88s;0.989s;1.093s;1.176s;1.315s;1.463s;1.53s;1.671s;1.78s;1.943s;2.122s;2.308s;2.443s;2.76s;2.906s;3.154s;3.341s,285422;3190280;4899156;6643917;8391052;10152600;11932537;13739055;15577858;17458798;19393275;21421493;23632059;25930554;28331546;30851069;33506464;36316786;39240894;42335012;45654209;49241175;53158861;57379324;61933422;66853895;72175471;77934896;84170964;90924599;98238883
-397,0.001s;0.014s;0.026s;0.039s;0.051s;0.064s;0.078s;0.089s;0.102s;0.119s;0.128s;0.142s;0.157s;0.175s;0.186s;0.202s;0.213s;0.227s;0.245s;0.262s;0.276s;0.298s;0.307s;0.322s;0.335s;0.357s;0.378s;0.394s;0.42s;0.436s;0.47s,0.024s;0.19s;0.315s;0.413s;0.519s;0.643s;0.76s;0.877s;1.034s;1.179s;1.321s;1.482s;1.652s;1.863s;1.999s;2.187s;2.336s;2.561s;2.748s;3.031s;3.247s;3.367s;3.636s;3.812s;4.078s;4.293s;4.488s;4.823s;5.025s;5.361s;5.615s,321240;9851650;15496427;21252050;26926147;32598965;38479829;44587485;50709418;56848535;63010385;69196632;75411408;81658849;87943983;94271378;100646750;107075403;113497796;119913975;126475652;133052134;140081317;146924535;153971861;161140877;168435333;176048064;183719587;191562443;199578827
-398,0.001s;4.195s;1.741s;-1,0.04s;0.566s;1.025s;-1,778053;23551662;40177648;-1
-399,0.001s;0.031s;0.051s;0.2s,0.018s;0.066s;0.085s;0.113s,338108;1374461;1971255;2574259
-400,0.003s;0.012s;0.024s;0.035s;1.954s;2.995s;4.17s;5.651s;1.376s;2.168s;2.035s;2.618s;2.996s;4.478s;6.09s;13.743s,0.024s;0.194s;0.317s;0.458s;0.605s;0.681s;0.798s;0.923s;1.154s;1.348s;1.497s;1.549s;1.708s;1.935s;2.189s;2.373s,532624;7407712;12404162;17233147;22012033;26818876;31721718;36558888;41421124;46310959;51300558;56373221;61497727;66683833;71942297;77285002
-401,0.003s;1.543s;3.044s;1.905s;3.208s;4.589s;6.644s;7.573s;13.146s;-1,0.053s;0.843s;1.475s;2.153s;2.817s;3.471s;4.17s;4.935s;5.538s;-1,984984;44829340;73400034;101791838;130198022;158608314;187217158;216424883;245491337;-1
-402,0.001s;0.014s;0.029s;0.045s;0.061s;0.078s;0.092s;0.109s;0.126s;0.141s;0.156s;0.173s;0.19s;0.212s;0.223s;0.237s;0.255s;0.391s;0.287s;0.307s;0.321s;0.336s;0.359s;0.375s;0.396s;0.407s;0.426s;0.441s;0.465s;0.48s;0.497s,0.027s;0.215s;0.35s;0.486s;0.63s;0.772s;0.928s;1.089s;1.255s;1.452s;1.619s;1.802s;2.068s;2.23s;2.422s;2.697s;2.878s;3.289s;3.396s;3.657s;3.879s;4.11s;4.446s;4.641s;5.027s;5.325s;5.608s;5.764s;6.095s;6.932s;6.705s,505539;7536189;12485151;17635546;22774469;27907705;33043605;38147394;43198032;48250212;53308462;58370359;63436845;68561762;73796162;78914681;84024196;89204843;94395621;99724038;104952012;110194215;115510171;120794337;126097360;131519241;137045096;142574629;148105224;153681849;159258106
-403,0.001s;0.008s;0.012s;0.019s;0.024s;0.031s;0.037s;0.044s;0.051s;0.057s;0.065s;0.074s;0.078s;0.085s;0.091s;0.097s;0.104s;0.11s;0.117s;0.124s;0.133s;0.138s;0.145s;0.151s;0.16s;0.164s;0.177s;0.177s;0.186s;0.191s;0.2s,0.019s;0.114s;0.164s;0.226s;0.281s;0.334s;0.384s;0.448s;0.495s;0.577s;0.634s;0.716s;0.799s;0.891s;0.965s;1.043s;1.14s;1.256s;1.319s;1.429s;1.511s;1.632s;1.718s;1.872s;1.958s;2.04s;2.178s;2.307s;2.43s;2.536s;2.672s,287186;4989328;7649070;10314592;13362273;16200514;18955321;21709551;24469477;27225897;29984642;32824224;35653340;38424424;41193529;43967855;46742553;49631598;52520620;55409629;58298673;61187724;64076789;66965842;69854895;72743977;75632994;78523840;81418579;84327223;87223441
-404,0.003s;0.094s;0.18s;0.26s;0.345s;0.43s;0.524s;0.611s;0.706s;0.793s;0.88s;0.968s;1.064s;1.16s;1.231s;1.318s;1.41s;1.495s;1.605s;1.692s;1.774s;1.878s;1.977s;2.069s;2.172s;-1,0.046s;0.965s;1.725s;2.487s;3.284s;4.159s;4.801s;5.611s;6.539s;7.431s;8.422s;9.399s;10.45s;11.449s;12.71s;13.737s;14.962s;16.133s;17.541s;18.459s;19.799s;21.175s;22.381s;23.703s;25.152s;-1,843127;50507244;82663270;115102275;147539680;180185601;213167795;246457084;279507032;312937085;346841782;380732152;414504204;448612977;482635423;516575713;550567917;584560551;618559818;652595686;686744060;720599986;754524756;788444747;822594071;-1
-405,0s;0.033s;0.06s;0.091s;0.126s;0.155s;0.181s;0.21s;0.244s;0.274s;0.307s;0.333s;0.362s;0.395s;0.431s;0.46s;0.489s;0.527s;0.558s;0.587s;0.626s;0.662s;0.694s;0.727s;0.763s;0.799s;0.832s;0.86s;0.896s;0.926s;0.964s,0.025s;0.323s;0.505s;0.698s;0.898s;1.076s;1.29s;1.494s;1.685s;1.946s;2.17s;2.437s;2.683s;2.984s;3.258s;3.756s;3.817s;4.185s;4.485s;4.77s;5.088s;5.495s;5.933s;6.254s;6.578s;6.816s;7.696s;7.636s;8.109s;8.408s;8.922s,361057;16453975;26851723;36756579;46620591;56527506;66776300;77081568;87386875;97646165;107686714;117723251;127757204;137839005;147945493;158000569;168062827;178173420;188681879;199305016;209923716;220514804;231139845;241725489;252361109;262981904;273614513;284239174;294854021;305490068;316076553
-406,0.001s;0.002s;0.003s;0.004s;0.005s;0.007s;0.007s;0.008s;0.01s;0.011s;0.013s;0.014s;0.017s;0.019s;0.021s;0.024s;0.027s;0.029s;0.034s;0.039s;0.046s;0.052s;0.057s;0.064s;0.071s;0.079s;0.092s;0.098s;0.109s;0.121s;0.134s,0.014s;0.06s;0.07s;0.086s;0.101s;0.12s;0.155s;0.175s;0.194s;0.228s;0.278s;0.322s;0.344s;0.398s;0.436s;0.485s;0.53s;0.59s;0.654s;0.717s;0.794s;0.851s;0.935s;1.014s;1.107s;1.196s;1.296s;1.403s;1.525s;1.654s;1.788s,286578;1145652;1637345;2136863;2646638;3168192;3702380;4255181;4828393;5426457;6057703;6723771;7432206;8189702;9003359;9928817;10929034;12009349;13151602;14377443;15711238;17164017;18745550;20467936;22342313;24380821;26596302;29022947;31662731;34520203;37609870
-407,0.245s;-1,2.705s;-1,47732850;-1
-408,0.001s;0.012s;0.011s;0.018s;0.296s;0.52s;0.835s,0.018s;0.128s;0.166s;0.215s;0.273s;0.321s;0.375s,298824;4354688;6736682;9132927;11519356;13916958;16422285
-409,0.001s;0.004s;0.006s;0.008s;0.102s;0.243s,0.018s;0.083s;0.11s;0.143s;0.173s;0.206s,301231;2252028;3421440;4613291;5807992;6995246
-410,0s;0.013s;0.024s;0.035s;0.733s,0.022s;0.179s;0.315s;0.426s;0.532s,435925;7755117;12524289;17312037;22159320
-411,0.001s;0.006s;0.01s;0.018s;0.022s;0.027s;0.034s;0.039s;0.045s;0.052s;0.058s;0.065s;0.073s;0.075s;0.081s;0.088s;0.095s;0.104s;0.106s;0.114s;0.119s;0.127s;0.132s;0.137s;0.144s;0.148s;0.16s;0.164s;0.17s;0.176s;0.179s,0.018s;0.121s;0.182s;0.25s;0.297s;0.361s;0.419s;0.503s;0.594s;0.659s;0.725s;0.989s;0.918s;1.019s;1.126s;1.253s;1.359s;1.441s;1.554s;1.68s;1.798s;1.922s;2.074s;2.159s;2.271s;2.446s;2.599s;2.752s;2.871s;3.031s;3.214s,329368;4002217;6261189;8523024;10977535;13278072;15580628;17956408;20387293;22711059;25035759;27359617;29708542;32035434;34484166;36931983;39380068;41828248;44276605;46725149;49173837;51622742;54071739;56520944;58970303;61419871;63846106;66233367;68620478;71007123;73483303
-412,0s;0.001s;0.001s;0.002s;0.001s;0.002s;0.003s;0.003s;0.004s;0.005s;0.005s;0.006s;0.006s;0.006s;0.007s;0.007s;0.007s;0.008s;0.009s;0.009s;0.009s;0.009s;0.01s;0.01s;0.011s;0.011s;0.012s;0.013s;0.014s;0.014s;0.015s,0.013s;0.039s;0.046s;0.053s;0.061s;0.074s;0.09s;0.095s;0.109s;0.124s;0.143s;0.158s;0.173s;0.19s;0.208s;0.233s;0.244s;0.268s;0.289s;0.314s;0.332s;0.359s;0.378s;0.41s;0.426s;0.456s;0.477s;0.523s;0.537s;0.562s;0.606s,249099;655968;874887;1093806;1312962;1533260;1753974;1974385;2195834;2417779;2640542;2863492;3085567;3308748;3532426;3754382;3976366;4199385;4421917;4644033;4866178;5088167;5310181;5532225;5754970;5977687;6221248;6467907;6714562;6961231;7207882
-413,0.001s;0.033s;0.062s;0.097s;0.124s;0.22s;0.191s;0.219s;0.255s;0.282s;0.327s;0.349s;0.381s;0.418s;0.458s;0.49s;0.529s;0.563s;0.597s;0.636s;0.674s;0.718s;0.766s;0.816s;0.874s;0.912s;0.975s;1.013s;1.076s;1.124s;1.199s,0.026s;0.362s;0.692s;0.893s;1.169s;1.555s;1.713s;1.987s;2.292s;2.606s;2.961s;3.347s;3.781s;4.089s;4.42s;4.907s;5.188s;5.615s;6.139s;6.44s;6.939s;7.396s;8.008s;8.474s;8.922s;9.408s;9.988s;10.565s;11.74s;11.887s;12.525s,538475;15675254;26302378;36671470;47025967;57659991;68466861;79297014;90156385;101052853;111997379;122996974;134062072;145362395;156655041;168128176;179532279;191096288;203075387;215651635;228477993;241290161;254453035;267976327;281793444;296010534;310604780;325650226;341165605;357203822;373802744
-414,0.003s;0.227s;0.402s;0.585s;0.775s;0.968s;1.163s;1.368s;1.559s;1.759s;1.981s;2.255s;2.405s;2.626s;-1,0.052s;1.994s;3.532s;5.111s;6.652s;8.268s;9.762s;11.51s;13.116s;14.959s;16.919s;18.901s;20.921s;23.448s;-1,902938;140725094;226467841;312450605;398666015;484771112;572171343;660669195;748625665;835727101;923418615;1010472670;1097879329;1185867693;-1
-415,0.001s;0.011s;0.019s;0.027s;0.042s;0.05s;0.06s;0.071s;0.081s;0.092s;0.103s;0.111s;0.124s;0.134s;0.145s;0.167s;0.174s;0.181s;0.197s;0.208s;0.226s;0.239s;0.257s;0.276s;0.291s;0.311s;0.335s;0.359s;0.387s;0.414s;0.441s,0.017s;0.198s;0.266s;0.369s;0.465s;0.574s;0.667s;0.768s;0.872s;1.038s;1.187s;1.367s;1.508s;1.666s;1.824s;2.271s;2.205s;2.363s;2.547s;2.74s;2.974s;3.226s;3.426s;3.634s;3.904s;4.124s;4.418s;4.753s;4.935s;5.245s;5.623s,318560;6406614;10245716;14201283;18082375;22011640;26210782;30332077;34346648;38355688;42390564;46492992;50684312;54997313;59360273;63782218;68273082;72843917;77506883;82275293;87192406;92226813;97414376;102898807;109350671;115295569;121750612;128176980;135046803;142183653;149802569
-416,0.002s;0.012s;0.023s;0.71s;1.64s;2.5s;3.485s;4.605s;5.775s;1.613s;1.877s;1.849s;2.328s;3.467s;3.056s;3.105s;3.799s;5.296s;3.387s;3.315s;7.107s;6.987s;4.646s;6.525s;6.408s;5.785s;9.563s;11.882s;8.156s;11.403s;10.093s,0.018s;0.179s;0.283s;0.401s;0.538s;0.638s;0.764s;0.871s;1.044s;1.177s;1.329s;1.52s;1.633s;1.834s;2.008s;2.243s;2.408s;2.604s;2.854s;3.015s;3.608s;3.478s;3.65s;3.888s;4.091s;4.307s;4.653s;4.885s;5.128s;5.369s;5.561s,410274;7540930;12144619;16761654;21469296;26439318;31417906;36232446;41007588;45787414;50672631;55588226;60615695;65668858;70751422;75866904;81019701;86213704;91453738;96744468;102090868;107503043;113030204;118586871;124627806;130410178;136291428;142277979;148376294;154764692;161254257
-417,0s;0.107s;0.218s;0.453s;0.81s;1.294s,0.017s;0.117s;0.188s;0.267s;0.328s;0.419s,338792;4913751;7751653;10597242;13440268;16383797
-418,0.002s;0.218s;0.411s;0.604s;0.857s;1.048s;1.248s;1.419s;1.618s;1.923s;2.051s;2.256s;2.554s;-1,0.032s;2.142s;4.007s;5.886s;8.01s;10.225s;11.628s;13.556s;15.276s;17.299s;19.319s;21.483s;24.74s;-1,647631;125493044;204234384;282977083;361825975;441400021;523921072;605837581;688206755;770191384;851838571;933739337;1016036699;-1
-419,0s;0.007s;0.01s;0.015s;0.044s,0.01s;0.023s;0.026s;0.042s;0.031s,232886;326070;378372;432042;487422
-420,0.001s;0.003s;0.002s;0.002s;0.003s;0.003s;0.004s;0.005s;0.006s;0.007s;0.007s;0.007s;0.008s;0.009s;0.009s;0.012s;0.011s;0.013s;0.018s;0.013s;0.015s;0.014s;0.018s;0.019s;0.017s;0.018s;0.018s;0.019s;0.022s;0.023s;0.023s,0.015s;0.053s;0.06s;0.066s;0.072s;0.089s;0.1s;0.109s;0.133s;0.139s;0.158s;0.167s;0.183s;0.199s;0.222s;0.243s;0.266s;0.275s;0.292s;0.311s;0.323s;0.346s;0.383s;0.402s;0.431s;0.452s;0.486s;0.482s;0.538s;0.565s;0.571s,245806;763939;1051667;1340114;1629978;1919976;2213835;2506953;2801791;3095651;3390819;3684463;3977635;4270781;4565086;4858538;5151681;5459294;5791952;6124634;6457297;6775170;7075909;7376670;7676967;7977213;8277707;8578269;8880441;9180774;9481099
-421,0s;0.013s;0.025s;0.035s;0.049s;0.989s;1.616s;2.235s,0.021s;0.182s;0.328s;0.428s;0.578s;0.667s;0.781s;0.893s,383757;8054968;13039598;17895913;22743330;27637688;32796685;37852672
-422,0.001s;0.004s;0.01s;0.197s;0.399s;0.598s;0.827s;0.995s;1.285s;1.673s;2.036s;2.766s;-1,0.014s;0.08s;0.123s;0.153s;0.201s;0.238s;0.305s;0.319s;0.352s;0.442s;0.455s;0.537s;-1,284273;2886065;4462736;6061342;7675477;9291543;10926136;12584961;14276414;15997763;17877350;19828131;-1
-423,0.002s;0.17s;0.321s;0.488s;0.637s;0.804s;0.992s;1.153s;1.311s;1.475s;1.667s;1.858s;2.048s;2.246s;2.417s;2.908s;2.841s;-1,0.037s;1.517s;2.753s;4.092s;5.075s;6.435s;7.619s;9.043s;9.901s;11.204s;12.682s;14.215s;15.795s;17.405s;19.212s;21.592s;22.963s;-1,500010;93401082;151787827;210830198;269854793;329214106;388881684;449596925;510571459;570940050;631772208;692874707;753056188;813910287;874661984;934878502;995213435;-1
-424,0s;0.006s;0.009s;0.426s;0.759s;1.031s;1.348s;1.698s;2.075s;2.473s;2.974s;3.472s;4.02s;4.59s;5.235s;5.952s;6.619s;7.139s;8.284s;9.287s;9.708s;11.22s;12.096s;1.862s;3.16s;2.199s;2.293s;2.195s;2.468s;2.592s;2.888s,0.018s;0.095s;0.141s;0.195s;0.238s;0.301s;0.33s;0.377s;0.436s;0.505s;0.586s;0.632s;0.699s;0.785s;0.861s;0.966s;1.028s;1.12s;1.232s;1.259s;1.331s;1.459s;1.553s;1.707s;1.76s;1.929s;1.942s;2.028s;2.164s;2.276s;2.45s,316034;3653921;5637884;7635619;9625493;11626028;13621859;15627409;17821122;20019263;22223942;24434905;26653145;28879796;31086107;33230522;35387468;37556546;39740624;41941036;44198297;46439346;48701781;50988441;53345594;55753832;58191727;60661474;63165339;65705650;68284822
-425,0.001s;0.041s;0.076s;0.109s;0.143s;0.181s;0.215s;0.252s;0.287s;0.326s;0.371s;0.403s;0.445s;0.48s;0.522s;0.571s;0.614s;0.657s;0.708s;0.743s;0.823s;0.882s;0.936s;0.998s;1.061s;1.125s;1.195s;1.269s;1.365s;1.463s;1.59s,0.024s;0.414s;0.722s;1.029s;1.328s;1.644s;1.937s;2.254s;2.583s;2.961s;3.317s;3.756s;4.148s;4.774s;4.935s;5.496s;5.929s;6.395s;6.858s;7.389s;7.829s;8.489s;9.241s;9.905s;10.58s;11.337s;12.06s;12.807s;13.313s;14.246s;15.119s,453442;22577011;37033619;51899256;66721545;81224351;95690548;110183927;124911203;139525924;154464506;169709276;185063904;200676600;216307160;232359509;248799062;265472260;282451143;299772168;317263281;335287788;353638226;372651086;395950810;416360701;437857347;459891966;482782798;506477348;531207524
-426,0.001s;0.006s;0.01s;0.014s;0.02s;0.025s;0.031s;0.037s;0.042s;0.051s;0.061s;0.061s;0.069s;0.074s;0.08s;0.083s;0.091s;0.101s;0.101s;0.109s;0.128s;0.127s;0.164s;0.134s;0.143s;0.145s;0.153s;0.161s;0.167s;0.18s;0.201s,0.02s;0.119s;0.162s;0.221s;0.272s;0.323s;0.37s;0.428s;0.494s;0.562s;0.613s;0.696s;0.755s;0.835s;0.906s;1.007s;1.099s;1.204s;1.222s;1.31s;1.435s;1.515s;1.65s;1.765s;1.809s;1.911s;1.962s;2.062s;2.194s;2.227s;2.421s,368598;3606118;5639173;7684271;9791699;11847080;13960436;16183447;18274611;20366310;22460553;24558503;26661401;28796245;31019318;33249598;35488006;37735455;39993015;42261498;44542235;46836188;49144664;51468870;53810125;56169845;58549236;60949947;63373377;65821134;68294914
-427,0.194s;-1,2.367s;-1,42343361;-1
-428,0.002s;0.205s;0.366s;0.532s;0.701s;0.875s;1.058s;1.248s;1.415s;1.592s;1.837s;1.981s;2.161s;2.352s;2.538s;-1,0.039s;1.783s;3.104s;4.601s;5.985s;7.344s;8.879s;10.268s;11.788s;13.44s;15.308s;17.39s;18.95s;20.855s;22.982s;-1,714565;125642841;202135040;279227365;356338004;432773737;509914069;587999405;668890579;747661674;827145534;907002945;986549764;1066201412;1146404029;-1
-429,0s;0.007s;0.012s;0.018s;0.024s;0.034s;0.498s;0.626s;0.791s;0.942s;1.114s;1.305s;1.455s;1.625s;2.265s,0.018s;0.111s;0.164s;0.225s;0.282s;0.338s;0.418s;0.48s;0.539s;0.61s;0.703s;0.771s;0.842s;0.947s;1.013s,371023;3923427;6207454;8509641;10794762;13169188;15475972;17791170;20114618;22455824;24933694;27421486;29920706;32433298;34961016
-430,0s;0.003s;0.004s;0.005s;0.007s;0.01s;0.012s;0.015s;0.015s;0.019s;0.021s;0.023s;0.026s;0.029s;0.032s;0.035s;0.038s;0.042s;0.046s;0.049s;0.053s;0.059s;0.061s;0.066s;0.071s;0.077s;0.081s;0.092s;0.097s;0.104s;0.115s,0.016s;0.065s;0.09s;0.111s;0.135s;0.161s;0.191s;0.221s;0.262s;0.29s;0.321s;0.364s;0.417s;0.444s;0.519s;0.548s;0.587s;0.644s;0.707s;0.75s;0.83s;0.867s;0.939s;1.004s;1.103s;1.146s;1.229s;1.324s;1.402s;1.479s;1.582s,265294;1674532;2515465;3367290;4230780;5096031;5965203;6841221;7728731;8627591;9590333;10619601;11667858;12676194;13691619;14734580;15809183;16924272;18074474;19268302;20511093;21807696;23159918;24574969;26070715;27672097;29352177;31116764;32971884;34923772;36978901
-431,0s;0.014s;0.03s;0.049s;0.066s;0.085s;0.108s;0.12s;0.138s;0.156s;0.18s;0.193s;0.209s;0.228s;0.247s;0.266s;0.281s;0.311s;0.322s;0.348s;0.362s;0.381s;0.398s;0.41s;0.437s;0.457s;0.48s;0.491s;0.515s;0.536s;0.548s,0.023s;0.193s;0.308s;0.414s;0.53s;0.646s;0.763s;0.876s;0.983s;1.174s;1.435s;1.447s;1.601s;1.773s;1.959s;2.161s;2.309s;2.495s;2.653s;2.859s;3.051s;3.161s;3.387s;3.581s;3.711s;3.973s;4.186s;4.371s;4.712s;4.861s;5.021s,306038;7806610;12695450;17507595;22718732;27648920;32551608;37464479;42375001;47396334;52523704;57661245;62810273;67972819;73150476;78345514;83559917;88796030;94173771;99514357;104864112;110248596;115670312;121135982;126647692;132397570;138157093;144031038;149915516;155915191;161930922
-432,0s;0.001s;0.001s;0.002s;0.002s;0.002s;0.002s;0.003s;0.004s;0.004s;0.004s;0.004s;0.005s;0.007s;0.007s;0.008s;0.008s;0.01s;0.013s;0.016s;0.016s;0.019s;0.024s;0.027s;0.033s;0.035s;0.038s;0.041s;0.041s;0.052s;0.05s,0.012s;0.041s;0.036s;0.04s;0.046s;0.059s;0.057s;0.066s;0.08s;0.083s;0.088s;0.1s;0.11s;0.129s;0.141s;0.149s;0.172s;0.193s;0.213s;0.227s;0.259s;0.27s;0.298s;0.32s;0.351s;0.375s;0.397s;0.423s;0.47s;0.501s;0.532s,241087;473067;608496;745904;886251;1030800;1185322;1345472;1515848;1697812;1894493;2107813;2340560;2593886;2873626;3181161;3522665;3897844;4312605;4771585;5277828;5837347;6454018;7132666;7878997;8698514;9597341;10580208;11653569;12824044;14097235
-433,0.031s;2.418s;3.834s;13.076s;-1,0.359s;1.211s;2.054s;2.676s;-1,5990634;28979349;47800503;66904041;-1
-434,0s;0.006s;0.01s;0.014s;0.02s;0.026s;0.03s;0.038s;0.042s;0.051s;0.055s;0.061s;0.067s;0.074s;0.076s;0.082s;0.087s;0.095s;0.098s;0.106s;0.124s;0.123s;0.127s;0.133s;0.135s;0.142s;0.155s;0.157s;0.162s;0.169s;0.174s,0.02s;0.102s;0.159s;0.211s;0.263s;0.315s;0.361s;0.415s;0.467s;0.538s;0.613s;0.693s;0.747s;0.815s;0.892s;0.948s;1.04s;1.116s;1.189s;1.261s;1.392s;1.533s;1.561s;1.603s;1.719s;1.798s;1.919s;1.983s;2.11s;2.205s;2.307s,368089;3398803;5326963;7270771;9206885;11238847;13192896;15153476;17113844;19141721;21241527;23345539;25454329;27568637;29689231;31816982;33952768;36097498;38252165;40417757;42544832;44671916;46813399;48972881;51147958;53340870;55553469;57787016;60044962;62325298;64631948
-435,0s;0.009s;0.014s;0.017s;0.023s;0.059s,0.011s;0.025s;0.029s;0.033s;0.035s;0.038s,233868;396436;488487;581146;674565;768896
-436,0s;0.027s;0.043s;0.078s,0.012s;0.047s;0.059s;0.068s,250528;842487;1172157;1502435
-437,0s;0.005s;0.01s;0.016s;0.227s;0.477s,0.019s;0.109s;0.165s;0.213s;0.259s;0.31s,276930;3725001;5801558;7933302;10024920;12115196
-438,0s;0.001s;0.002s;0.003s;0.003s;0.003s;0.003s;0.004s;0.004s;0.005s;0.005s;0.005s;0.006s;0.007s;0.007s;0.008s;0.008s;0.008s;0.01s;0.009s;0.009s;0.011s;0.012s;0.012s;0.012s;0.012s;0.013s;0.014s;0.015s;0.015s;0.016s,0.013s;0.038s;0.044s;0.051s;0.061s;0.067s;0.073s;0.083s;0.096s;0.102s;0.113s;0.125s;0.141s;0.152s;0.165s;0.175s;0.195s;0.209s;0.233s;0.24s;0.266s;0.29s;0.293s;0.32s;0.326s;0.352s;0.371s;0.385s;0.419s;0.436s;0.458s,239886;585133;782998;980863;1179494;1379056;1578706;1779358;1981209;2182387;2387228;2590584;2794877;2997876;3201426;3403908;3607803;3810891;4013309;4215803;4418051;4620238;4822495;5025866;5228838;5431105;5633328;5835790;6038260;6240535;6442778
-439,0s;0.01s;0.019s;0.152s;0.553s;0.933s,0.02s;0.142s;0.222s;0.296s;0.373s;0.451s,278843;5630588;8972902;12364500;15877435;19282401
-440,0s;0.05s;0.1s;1.232s,0.024s;0.407s;0.72s;1.017s,346139;22180480;36006556;50199289
-441,0.002s;0.011s;0.02s;0.029s;2.882s;3.821s;5.026s;6.323s,0.015s;0.151s;0.242s;0.336s;0.423s;0.51s;0.623s;0.725s,309082;8636043;13411264;18233942;23203314;28041740;33099732;38325647
-442,0.001s;0.008s;0.017s;0.023s;0.032s;0.04s;0.048s;0.057s;0.066s;0.074s;0.087s;0.095s;0.111s;0.11s;0.121s;0.128s;0.139s;0.15s;0.159s;0.167s;0.181s;0.193s;0.22s;0.22s;0.232s;0.24s;0.255s;0.276s;0.284s;0.302s;0.319s,0.015s;0.123s;0.202s;0.271s;0.352s;0.414s;0.491s;0.574s;0.659s;0.756s;0.907s;0.972s;1.11s;1.232s;1.36s;1.448s;1.565s;1.764s;1.852s;1.989s;2.106s;2.274s;2.354s;2.534s;2.71s;2.903s;3.062s;3.259s;3.399s;3.621s;3.83s,332303;5213994;8274698;11331041;14396504;17660617;20768927;23895230;27028739;30256421;33612243;36990683;40395406;43830328;47299742;50808202;54327970;57821867;61428043;65102149;68814326;72665632;76595714;80611362;84719662;88929722;93253153;97690722;102312754;107103488;111943892
-443,0s;0.018s;0.037s;0.059s;0.08s;0.099s;0.12s;0.138s;0.158s;0.177s;0.199s;0.219s;0.238s;0.273s;0.306s;0.306s;0.328s;0.343s;0.394s;0.391s;0.408s;0.436s;0.45s;0.471s;0.498s;0.511s;0.536s;0.554s;0.595s;0.606s;0.633s,0.019s;0.251s;0.44s;0.647s;0.848s;1.025s;1.225s;1.388s;1.545s;1.797s;1.982s;2.262s;2.444s;2.656s;2.744s;2.967s;3.237s;3.541s;3.783s;4.016s;4.285s;4.56s;5.032s;5.323s;5.551s;5.814s;6.123s;6.585s;6.971s;7.233s;7.558s,340527;10066902;16607063;23348607;29940558;36719714;43690371;50660926;57631656;64602380;71575489;78548771;85521757;92494927;99468091;106441831;113565272;120558354;127552979;134480800;141536832;148618187;155733188;162849013;169956188;177055239;184188561;191288735;198804567;206110323;213233431
