index,t_ground_list,t_solve_list,consts_size_list,rules_list,atoms_list,rel_facts_list,rel_nonfacts_list,rel_total_list,ground_file_bytes_list
-145,0.072031;0.076452;0.073142;0.089328;0.097445;0.095085;0.099799;0.09968;0.107374;0.111852;0.119361;0.129932;0.133864;0.140779;0.146625;0.153701;0.163524;0.168399;0.181299;0.184091;0.19226;0.199989;0.219252;0.232494;0.225773;0.235649;0.238363;0.25098;0.258165;0.268982,0.001639;0.000895;0.001172;0.001863;0.002459;0.002423;0.002963;0.002898;0.003201;0.003171;0.003725;0.004177;0.003937;0.004575;0.005046;0.005103;0.005748;0.006327;0.007307;0.006771;0.007843;0.008142;0.010355;0.009336;0.010226;0.011071;0.013429;0.01362;0.013883;0.01527,451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451,0;5871;7238;8817;11318;13905;16522;19179;21890;24671;27540;30517;33624;36885;40326;43975;47862;52019;56480;61281;66460;72057;78114;84675;91786;99495;107852;116909;126720;137341,0;5594;6359;7226;8211;9202;10196;11191;12187;13184;14182;15181;16181;17182;18184;19187;20191;21196;22202;23209;24217;25226;26236;27247;28259;29272;30286;31301;32317;33334,1;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17,41;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25,42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42,265453;332879;408722;522444;636176;749912;867855;994089;1124438;1258992;1393534;1540680;1687830;1847588;2011552;2183922;2368900;2566488;2776683;3003690;3243304;3503930;3785570;4084020;4411886;4760762;5139056;5550965;5988090;6463033
-147,0.073479;0.061202;0.063166;0.065479;0.069081;0.072821;0.079439;0.086345;0.092904;0.103954;0.107889;0.116506;0.124614;0.133528;0.145643;0.154662;0.159158;0.172098;0.177319;0.191495;0.196648;0.20834;0.223306;0.234743;0.247206;0.275843;0.274651;0.292321;0.309185;0.355326,0.001418;0.000442;0.000565;0.000669;0.000908;0.001215;0.001863;0.002055;0.002577;0.003179;0.003017;0.005968;0.006485;0.00829;0.01286;0.012781;0.021959;0.03224;0.029104;0.034809;0.069669;0.121406;0.211499;0.320127;0.419397;0.365545;1.006477;1.91329;2.913374;6.036957,453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453,0;6024;7384;8883;10430;12026;13672;16352;19210;22232;25397;28879;32799;37298;42491;48530;55361;63512;72427;81616;92364;104897;119198;136175;154351;173084;194731;219475;248178;281266,0;5598;6196;6814;7461;8135;8876;9741;10615;11495;12381;13273;14171;15075;15985;16901;17823;18751;19685;20624;21569;22520;23477;24440;25409;26384;27365;28352;29345;30344,1;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44,43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44,269709;324901;384355;443805;507465;571124;660339;758017;864050;982612;1109616;1249337;1406012;1583871;1787153;2015830;2286853;2579053;2879692;3231127;3633427;4094963;4632809;5208708;5809855;6495748;7274827;8176724;9209960;10370236
-148,0.067796;0.048343;0.049737;0.050504;0.051684;0.053469;0.055568;0.056653;0.057008;0.057737;0.059784;0.06183;0.062656;0.063194;0.06494;0.067619;0.067455;0.068934;0.069557;0.071514;0.075613;0.073789;0.089168;0.076794;0.078335;0.078882;0.081508;0.081584;0.083687;0.083756,0.001043;0.000297;0.000371;0.000408;0.000456;0.00051;0.000662;0.000526;0.000567;0.000727;0.000592;0.000806;0.000713;0.000656;0.000881;0.000806;0.000839;0.000902;0.001007;0.000843;0.001045;0.000892;0.001091;0.00096;0.001001;0.001046;0.001151;0.001087;0.001131;0.001158,412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412,0;5179;5340;5554;5772;5990;6208;6426;6644;6862;7080;7298;7516;7734;7952;8170;8388;8606;8824;9042;9260;9478;9696;9914;10132;10350;10568;10786;11004;11222,0;5175;5346;5539;5736;5933;6130;6327;6524;6721;6918;7115;7312;7509;7706;7903;8100;8297;8494;8691;8888;9085;9282;9479;9676;9873;10070;10267;10464;10661,1;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11,23;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13,24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24,231512;239974;248442;261122;269590;282270;290737;303418;311883;324566;337242;345710;358383;366852;379525;387992;400667;409133;421809;434484;442951;455625;464093;476767;485234;497908;506374;519051;531726;540193
-149,0.073124;0.070045;0.068535;0.078408;0.083031;0.09047,0.001692;0.001034;0.00183;0.003059;0.00383;0.019496,443;443;443;443;443;443,0;6442;8470;10817;13994;17638,0;5665;6461;7374;8373;9394,1;14;14;14;14;14,44;31;31;31;31;31,45;45;45;45;45;45,286597;383363;496962;640009;799937;959863
-150,0.076635;0.073983;0.079432;0.085957;0.098577;0.109022;0.120037;0.132848;0.144061;0.158084,0.002146;0.001054;0.001312;0.002376;0.004532;0.005015;0.006847;0.008854;0.012593;0.028758,447;447;447;447;447;447;447;447;447;447,0;6985;10633;14633;18755;25025;31450;37949;44551;51290,0;5938;7101;8335;9684;11196;12709;14224;15741;17260,1;35;35;35;35;35;35;35;35;35,57;23;23;23;23;23;23;23;23;23,58;58;58;58;58;58;58;58;58;58,316153;455922;608390;760843;981061;1221925;1471084;1724441;1981995;2247948
-151,0.157453;0.591603;0.671375;0.739892;0.817013;0.86424;0.818374;0.868851;0.922679;0.973382;1.403308;1.210512;1.139418;1.206871;1.496722;1.496095;1.381949;1.417794;1.451256;1.526328;1.555759;1.649429;2.301512;2.659206;3.283491;3.360604;3.669991;3.707601;4.210226;3.993072,0.012558;0.02507;0.124674;0.196151;0.179757;0.191313;0.208764;0.209078;0.2477;0.241313;0.252673;0.269636;0.297838;0.307301;0.330448;0.324352;0.333831;0.371371;0.368774;0.385317;0.395849;0.433676;0.508744;0.558909;0.615253;0.605274;0.606773;0.63414;0.681427;0.661365,438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438,0;20102;164209;310268;489118;670692;852323;1033972;1215646;1397353;1579102;1760903;1942767;2124706;2306733;2488862;2671108;2853487;3036016;3218713;3401597;3584688;3768007;3951576;4135418;4319557;4504018;4688827;4874011;5059598,0;8331;13843;19759;26334;32978;39623;46269;52916;59564;66213;72863;79514;86166;92819;99473;106128;112784;119441;126099;132758;139418;146079;152741;159404;166068;172733;179399;186066;192734,1;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26,123;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98,124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124,889559;8225922;15654381;24500418;33451623;42407045;51362467;60317889;69273312;78232949;87196682;96164627;105132576;114104739;123081118;132061712;141046524;150035554;159033012;168337801;177859946;187423174;196999027;206583298;216180194;225789714;235411859;245046627;254698226;264366656
-152,0.116388;0.101963;0.107909;0.112019;0.113949;0.122528;0.129106;0.126467;0.13138,0.001476;0.000496;0.000633;0.00087;0.000949;0.001196;0.001385;0.00169;0.027074,423;423;423;423;423;423;423;423;423,0;5398;5854;6424;7037;7673;8325;9207;10096,0;5326;5713;6118;6555;7012;7489;8004;8519,10;33;33;33;33;33;33;33;33,23;0;0;0;0;0;0;0;0,33;33;33;33;33;33;33;33;33,244224;265446;295136;320613;350304;379990;413953;447916;486091
-153,0.125061;0.133113;0.14592;0.148151;0.163749;0.180959;0.205382;0.221362;0.250149;0.273296;0.298677;0.322895;0.343306;0.364554;0.391341;0.417359;0.454482;0.526978;0.496451;0.5078;0.526406;0.571098;0.617694;0.627998;0.701663;0.696265;0.73066;0.704387;0.730763;0.828208,0.001613;0.000864;0.001027;0.00148;0.003174;0.00397;0.004792;0.005815;0.006141;0.006114;0.006147;0.007769;0.007345;0.008013;0.008755;0.0094;0.009709;0.010344;0.011681;0.011372;0.012924;0.013082;0.013924;0.01507;0.017382;0.016255;0.016763;0.018791;0.019038;0.020208,439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439,0;5901;9488;13324;17303;22649;28118;34914;41751;48615;55515;62461;69464;76536;83690;90940;98301;105789;113421;121215;129190;137366;145764;154406;163315;172515;182031;191889;202116;212740,0;5745;6752;7791;8913;10199;11546;13036;14532;16030;17530;19032;20536;22042;23550;25060;26572;28086;29602;31120;32640;34162;35686;37212;38740;40270;41802;43336;44872;46410,22;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53,31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53,265554;393055;529087;665102;843588;1030201;1267441;1504686;1741936;1983394;2224829;2470475;2716129;2965996;3220078;3474174;3736689;4003427;4274388;4553776;4841594;5133642;5434125;5747249;6068814;6403021;6745682;7105191;7473160;7862189
-154,0.146815;0.14348;0.158412;0.170527;0.192626;0.210776;0.237915;0.274394;0.293162;0.321911;0.338306;0.368712;0.390558;0.411286;0.433484;0.470537;0.512879;0.561795;0.609439;0.607949;0.686985;0.677338;0.734925;0.75312;0.786288;0.789501;0.910561;0.962355;1.001987;0.954038,0.002122;0.001314;0.00232;0.003783;0.0061;0.006886;0.007677;0.009392;0.009888;0.010791;0.011948;0.013675;0.014586;0.016609;0.01936;0.020461;0.022795;0.030495;0.032714;0.046033;0.045055;0.050416;0.055747;0.066056;0.076233;0.088587;0.092532;0.121061;0.128278;0.14771,449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449,0;6332;9552;13296;17921;24147;30479;37651;44976;52505;60308;68426;76988;86105;95829;106366;117877;130451;144365;159839;177115;196458;218117;242444;269779;300489;334969;373321;416295;464375,0;5925;7133;8444;9874;11398;12940;14535;16134;17737;19344;20955;22570;24189;25812;27439;29070;30705;32344;33987;35634;37285;38940;40599;42262;43929;45600;47275;48954;50637,16;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41,51;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26,67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67,290876;430236;590715;776472;1021358;1278543;1569349;1868595;2172084;2484036;2808635;3145937;3500172;3875543;4272117;4702523;5166779;5669170;6222341;6826367;7498101;8237627;9061820;9974978;10993986;12123166;13375106;14762642;16306885;18024770
-155,0.689325;0.47737;0.573858;0.634477;0.84392;0.842232;1.009856;1.109778;1.195364;1.266221;1.328805;1.405574;1.497169;1.57386;1.829673;2.002764;2.105073;2.319963;2.463473;2.316086;2.587215;2.597909;2.754291;2.800567;2.81687;3.029879;3.405175;3.250308;3.632241;3.665485,0.175122;0.023358;0.02757;0.038039;0.047309;0.060227;0.068073;0.078284;0.077821;0.082454;0.09073;0.094085;0.100754;0.105524;0.122678;0.128759;0.138528;0.144205;0.156437;0.182413;0.182917;0.198964;0.208125;0.222926;0.243654;0.267487;0.270988;0.292271;0.322277;0.360868,428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428,0;125778;157159;194077;231178;274367;317640;367383;417633;468611;520569;573787;628573;685263;744221;805839;870537;938763;1010993;1087731;1169509;1256887;1350453;1450823;1558641;1674579;1799337;1933643;2078253;2233951,0;15133;19883;25070;30372;35744;41131;46580;52030;57481;62933;68386;73840;79295;84751;90208;95666;101125;106585;112046;117508;122971;128435;133900;139366;144833;150301;155770;161240;166711,1;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19,221;203;203;203;203;203;203;203;203;203;203;203;203;203;203;203;203;203;203;203;203;203;203;203;203;203;203;203;203;203,222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222;222,5015471;6639975;8524164;10416772;12569438;14722099;17147433;19597990;22077954;24595721;27167996;29799080;32509989;35313324;38221681;41251863;44424885;47757544;51270848;55002168;59111922;63506292;68190129;73188594;78531040;84246806;90373652;96936715;103973733;111518254
-156,0.133588;0.12246;0.128099;0.131426;0.135611;0.150307;0.153441;0.151052,0.001355;0.00059;0.000947;0.001475;0.002092;0.00289;0.004405;0.03156,451;451;451;451;451;451;451;451,0;5477;5974;6595;7603;8659;9761;10943,0;5457;5822;6251;6729;7206;7683;8160,1;11;11;11;11;11;11;11,29;19;19;19;19;19;19;19,30;30;30;30;30;30;30;30,244340;269671;299219;345620;392021;438418;493226;548020
-157,0.149269;0.143286;0.159943;0.158926;0.183065;0.210242;0.206731;0.249562;0.256036;0.280027;0.301849;0.318059;0.345107;0.376695;0.38457;0.38883;0.427554;0.424011;0.45901;0.487186;0.517859;0.518913;0.539467;0.522613;0.548883;0.546121;0.591077;0.621141;0.588271;0.604416,0.002593;0.001028;0.001243;0.002438;0.003633;0.004082;0.004491;0.004744;0.004922;0.005161;0.005798;0.006376;0.00608;0.007429;0.007863;0.00801;0.008214;0.008129;0.010024;0.010379;0.010447;0.010732;0.011792;0.012193;0.014315;0.014477;0.014763;0.015839;0.01646;0.017294,454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454,0;6747;10414;14251;18168;23555;29034;34533;40059;45620;51225;56884;62608;68409;74300;80295;86409;92658;99059;105630;112390;119359;126558;134009;141735;149760;158109;166808;175884;185365,0;5828;6567;7337;8240;9322;10406;11491;12577;13664;14752;15841;16931;18022;19114;20207;21301;22396;23492;24589;25687;26786;27886;28987;30089;31192;32296;33401;34507;35614,1;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42,41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42,303459;426721;550049;673364;843406;1013480;1183499;1370014;1560671;1751335;1946192;2141055;2340133;2539224;2746732;2954256;3170205;3390375;3614773;3843397;4084653;4330144;4588275;4850643;5125659;5413322;5713638;6026608;6352238;6690531
-158,0.134199;0.116727;0.127344;0.14474;0.147491;0.160162;0.170919;0.180065;0.200274;0.212908;0.234022;0.24075,0.001702;0.000702;0.000924;0.001544;0.002502;0.002959;0.003534;0.004547;0.008217;0.011332;0.018285;0.058947,432;432;432;432;432;432;432;432;432;432;432;432,0;5790;7360;9062;11026;13542;16510;19536;22626;25808;29054;32422,0;5465;6021;6618;7286;8033;8838;9647;10458;11271;12086;12903,10;37;37;37;37;37;37;37;37;37;37;37,27;0;0;0;0;0;0;0;0;0;0;0,37;37;37;37;37;37;37;37;37;37;37;37,256986;316440;380151;448136;533116;630850;732804;834773;936765;1051210;1173986;1300989
-159,0.165246;0.267708;0.303181;0.378648;0.459957;0.525017;0.595115;0.635634;0.740611;0.798261;0.793098;0.840761;0.888148;0.945392;1.039209;1.154506;1.278737;1.346918;1.417947;1.49577;1.45891;1.5705;1.655193;1.642401;1.86927;1.853284;1.911755;1.946334;2.017157;2.129719,0.002335;0.003016;0.007099;0.017645;0.025486;0.027406;0.030361;0.033334;0.038937;0.040707;0.045967;0.047953;0.05388;0.057175;0.06617;0.068253;0.074884;0.07815;0.089092;0.093451;0.103489;0.110562;0.130189;0.137048;0.151371;0.154506;0.172772;0.181798;0.194894;0.224512,449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449,0;6784;22421;39297;66297;100184;134340;168820;203750;239274;275554;312770;351120;390820;432104;475224;520450;568070;618390;671734;728444;788880;853420;922460;996414;1075714;1160810;1252170;1350280;1455644,0;6461;9161;12078;15425;19086;22748;26411;30075;33740;37406;41073;44741;48410;52080;55751;59423;63096;66770;70445;74121;77798;81476;85155;88835;92516;96198;99881;103565;107250,34;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40,71;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65,105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105,316380;960915;1696988;2840393;4232463;5641302;7062657;8504902;9976411;11489746;13048994;14666778;16351441;18111317;19967369;21923708;24005486;26216811;28578611;31111812;33828915;36746627;39894270;43284327;46941900;50887878;55147351;59741195;64698694;70044919
-160,0.120562;0.108471;0.100098;0.109444;0.12008,0.001356;0.000667;0.001036;0.001824;0.023802,431;431;431;431;431,0;5551;6329;7198;8454,0;5364;5797;6278;6838,10;17;17;17;17,18;11;11;11;11,28;28;28;28;28,244345;282381;320435;375363;438791
-161,0.133171;0.100349;0.097673;0.100577;0.108265,0.001298;0.00044;0.000565;0.000515;0.028364,438;438;438;438;438,0;5303;5474;5701;5936,0;5301;5476;5673;5874,1;7;7;7;7,22;16;16;16;16,23;23;23;23;23,235828;244293;256964;269639;278103
-162,0.180387;0.45915;0.490989;0.679869;0.744025;0.811657;0.878219;0.97041;1.057273;1.114999;1.310003;1.518277;1.580876;1.546545,0.007193;0.011236;0.046908;0.076777;0.108627;0.095384;0.108412;0.113463;0.126028;0.137328;0.256987;1.363737;3.416512;2.204796,449;449;449;449;449;449;449;449;449;449;449;449;449;449,0;10308;63566;118465;202427;286777;371289;456005;541011;626392;712285;798784;885968;973679,0;7281;11283;15677;20863;26072;31285;36502;41723;46948;52177;57410;62647;67888,1;26;26;26;26;26;26;26;26;26;26;26;26;26,101;76;76;76;76;76;76;76;76;76;76;76;76;76,102;102;102;102;102;102;102;102;102;102;102;102;102;102,489040;3109328;5956681;10054044;14164044;18282450;22409265;26544481;30696514;34869578;39067777;43295393;47543992;51826197
-163,0.139227;0.139025;0.145201;0.161758;0.174887;0.201573;0.212842;0.227893;0.251169;0.268899;0.28826;0.304295;0.329327;0.361797;0.368382;0.384194;0.39205;0.421466;0.453212;0.472464;0.521294;0.580761;0.60347;0.579458;0.636949;0.607067;0.63157;0.650232;0.669208;0.709122,0.002047;0.001348;0.002528;0.003503;0.0038;0.00478;0.005515;0.006012;0.007075;0.007026;0.008052;0.008631;0.008734;0.011023;0.011358;0.011994;0.012827;0.016341;0.015185;0.018424;0.020562;0.02137;0.02351;0.025565;0.028966;0.032634;0.031288;0.034422;0.038247;0.047963,434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434,0;6172;8430;11186;15298;19511;23800;28813;33937;39197;44629;50273;56173;62377;68937;75909;83353;91333;99917;109177;119189;130033;141793;154557;168417;183469;199813;217553;236797;257657,0;5746;6770;7924;9183;10454;11740;13072;14405;15739;17074;18410;19747;21085;22424;23764;25105;26447;27790;29134;30479;31825;33172;34520;35869;37219;38570;39922;41275;42629,10;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20,51;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41,61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61,278185;387699;518276;699346;880422;1073969;1296837;1528047;1767644;2011426;2267769;2536689;2813973;3112226;3427239;3763202;4120108;4506353;4921930;5371027;5857837;6386550;6961360;7582250;8257610;8987432;9784307;10644017;11579155;12589700
-164,0.164718;0.421637;0.448905;0.522577;0.691578;0.697199;0.760247;0.827485;0.907059,0.003234;0.006219;0.012531;0.044088;0.075441;0.125678;0.261293;0.494545;0.181451,461;461;461;461;461;461;461;461;461,0;7988;71698;136474;212090;299847;387775;477294;566986,0;7133;10130;13341;17097;21342;25601;29916;34231,55;61;61;61;61;61;61;61;61,36;30;30;30;30;30;30;30;30,91;91;91;91;91;91;91;91;91,367486;2494153;4855640;7612789;10783781;13963171;17193194;20435781;23690919
