index,models,steps,total_wall,total_cpu,mem_start_bytes,mem_end_bytes,mem_delta_bytes,wall_ground_list,cpu_ground_list,wall_solve_list,cpu_solve_list,consts_size_list,rules_list,atoms_list,rel_facts_list,rel_nonfacts_list,rel_total_list,aspif_bytes_list,mem_grounding_mb_list,mem_solve_mb_list
183,1,7,69.313,68.25,1145253888,1348141056,193.49,9.421973;4.079918;5.453033;6.068132;7.056019;8.044845;8.932488,9.171875;4.03125;5.3125;5.90625;6.96875;7.890625;8.859375,0.345843;0.077576;0.141587;0.155683;0.16478;0.245159;2.313114,0.34375;0.078125;0.140625;0.15625;0.15625;0.234375;2.28125,413;413;413;413;413;413;413,0;309562;543520;856393;1170432;1484980;1799602,0;309560;394524;480215;567265;654773;742283,0;5;5;5;5;5;5,17;12;12;12;12;12;12,17;17;17;17;17;17;17,13980238;24369507;37329572;50297899;63283072;76272445;89266014,1108.4;1117.75;1125.66;1145.23;1168.02;1194.66;1216.77,1112.0;1118.24;1141.87;1164.66;1186.57;1213.23;1285.71
184,0,18,344.231,340.25,1155465216,1607389184,430.99,10.260618;4.358009;5.492671;6.500663;7.512441;8.600208;9.626692;10.647148;11.678814;12.617273;13.775761;14.749225;15.840453;16.868518;18.057765;18.821201;20.185112;20.495141;-1,10.0625;4.34375;5.484375;6.453125;7.4375;8.453125;9.484375;10.5;11.546875;12.46875;13.4375;14.59375;15.625;16.671875;17.921875;18.59375;19.953125;20.3125;-1,0.393359;0.089609;0.151345;0.167277;0.179815;0.194253;0.203644;0.215896;0.228845;0.24296;0.246024;0.26087;0.268862;0.292139;0.310809;0.302178;0.305559;0.319427;-1,0.390625;0.078125;0.140625;0.171875;0.171875;0.1875;0.203125;0.21875;0.234375;0.234375;0.25;0.25;0.265625;0.296875;0.296875;0.296875;0.28125;0.296875;-1,424;424;424;424;424;424;424;424;424;424;424;424;424;424;424;424;424;424;-1,0;332306;583231;918823;1255803;1593342;1930881;2268420;2605959;2943498;3281037;3618576;3956115;4293654;4631193;4968732;5306271;5643810;-1,0;332266;423085;514748;608075;701958;795841;889724;983607;1077490;1171373;1265256;1359139;1453022;1546905;1640788;1734671;1828554;-1,0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-1,92;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;-1,92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;-1,15045577;26190842;40084514;53990627;67913595;81836563;95759531;109682499;123744705;138679400;153790197;168900993;184015991;199126787;214237583;229348378;244459174;259574171;-1,1118.78;1128.58;1137.26;1157.87;1181.68;1204.71;1225.57;1246.65;1268.6;1299.14;1320.39;1341.22;1364.62;1386.97;1408.48;1429.79;1451.84;1474.04;-1,1122.66;1129.71;1154.26;1174.05;1200.35;1221.91;1242.73;1265.01;1287.02;1316.43;1337.58;1359.76;1383.23;1404.52;1426.0;1447.99;1469.71;1492.91;-1
185,0,10,235.883,234.188,1164079104,4037414912,2740.23,10.979232;11.411423;12.633087;13.573955;15.605687;16.520598;17.627164;18.796148;19.777336;21.001786;-1,10.9375;11.359375;12.59375;13.4375;15.578125;16.484375;17.453125;18.625;19.71875;20.734375;-1,0.437201;0.369867;0.420919;1.451089;1.747748;1.763801;1.839111;1.961545;1.978942;2.539119;-1,0.4375;0.375;0.421875;1.4375;1.71875;1.71875;1.828125;1.953125;1.953125;2.515625;-1,450;450;450;450;450;450;450;450;450;450;-1,0;353373;4060573;7857716;11656125;15829306;20003030;24176775;28350551;32524370;-1,0;353352;451488;550409;650826;753022;855220;957421;1059625;1161832;-1,0;15;15;15;15;15;15;15;15;15;-1,25;10;10;10;10;10;10;10;10;10;-1,25;25;25;25;25;25;25;25;25;25;-1,16025711;138015271;262930795;387854562;524819529;661809840;798800150;936064983;1085191807;1234801991;-1,1127.82;1188.46;1195.61;1220.45;1463.64;1764.5;2045.53;2376.69;2759.33;3139.27;-1,1131.97;1175.48;1200.51;1398.93;1737.32;2022.68;2337.68;2700.06;3088.5;3469.29;-1
186,0,6,159.217,158.125,1312317440,4065427456,2625.57,10.469907;16.522406;17.012755;18.00005;20.352445;21.259842;-1,10.40625;16.453125;16.9375;17.90625;20.140625;21.03125;-1,0.410446;0.546626;0.574109;2.58703;3.037947;3.582923;-1,0.40625;0.546875;0.578125;2.578125;3.0;3.5625;-1,442;442;442;442;442;442;-1,0;341708;6414767;12574825;18736297;25442775;-1,0;341669;437472;534090;632359;733116;-1,0;29;29;29;29;29;-1,44;15;15;15;15;15;-1,44;44;44;44;44;44;-1,15482148;213092265;413531114;613978179;831954001;1049950952;-1,1269.16;1363.85;1369.43;1391.02;1760.91;2326.16;-1,1273.23;1341.73;1364.26;1727.75;2225.23;3031.48;-1
187,0,16,325.615,322.734,693874688,2127261696,1366.98,9.720013;7.010051;8.079467;9.019593;10.181412;11.202349;12.232713;13.214283;14.224437;15.213371;16.16937;17.225333;18.222288;19.159206;20.169889;21.220079;-1,9.625;6.953125;7.96875;8.890625;10.09375;11.125;12.09375;13.078125;14.078125;15.03125;16.03125;17.140625;18.015625;18.96875;20.078125;21.03125;-1,0.3751;0.202938;0.258796;0.392049;0.441612;0.460818;0.491937;0.498582;0.529892;0.5438;0.579659;0.588844;0.613231;0.622903;0.660991;0.650697;-1,0.375;0.203125;0.25;0.390625;0.4375;0.453125;0.5;0.5;0.53125;0.546875;0.5625;0.546875;0.578125;0.625;0.65625;0.609375;-1,420;420;420;420;420;420;420;420;420;420;420;420;420;420;420;420;-1,0;323619;1982431;3724137;5467028;7296499;9125991;10955511;12785067;14614668;16444324;18274046;20103846;21933737;23763733;25593849;-1,0;323606;412997;503144;594706;687034;779363;871693;964024;1056356;1148689;1241023;1333358;1425694;1518031;1610369;-1,0;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;-1,18;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-1,18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;-1,14635033;70768143;129603103;188442112;250067232;311692345;373321658;434950959;497383226;564415221;631717717;699020188;766331034;833646048;900965226;968296966;-1,685.19;732.19;756.85;801.69;874.56;959.48;1046.36;1131.44;1216.61;1305.15;1391.82;1485.97;1580.55;1675.73;1771.02;1867.46;-1,691.2;729.87;776.83;845.8;934.32;1020.34;1106.98;1192.24;1273.0;1366.1;1454.32;1548.15;1641.35;1737.11;1834.07;1929.54;-1
188,0,20,375.212,372.344,1228840960,1736015872,483.68,9.190021;3.98103;5.083453;5.9465;6.874688;7.854382;8.806278;9.749433;10.682561;11.670149;12.491937;13.540978;14.441904;15.457451;16.365015;17.300098;18.255436;19.19153;20.092582;21.066909;-1,9.109375;3.96875;5.046875;5.765625;6.8125;7.859375;8.734375;9.65625;10.578125;11.453125;12.328125;13.4375;14.359375;15.265625;16.3125;17.203125;18.125;19.0625;19.984375;20.953125;-1,0.34756;0.073486;0.12776;0.147401;0.173182;0.175605;0.17984;0.196838;0.202497;0.222673;0.228301;0.239088;0.246305;0.268401;0.276422;0.278868;0.287972;0.296426;0.321899;0.323307;-1,0.34375;0.0625;0.125;0.140625;0.171875;0.171875;0.1875;0.1875;0.203125;0.234375;0.234375;0.234375;0.25;0.25;0.28125;0.28125;0.28125;0.296875;0.328125;0.3125;-1,420;420;420;420;420;420;420;420;420;420;420;420;420;420;420;420;420;420;420;420;-1,0;310118;544053;857467;1172041;1487121;1802263;2117496;2432855;2748335;3064026;3379898;3696033;4012480;4329292;4646614;4964419;5282797;5601676;5921245;-1,0;310111;395064;480755;567825;655360;742897;830436;917977;1005518;1093061;1180604;1268148;1355693;1443239;1530787;1618336;1705886;1793436;1880987;-1,0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-1,11;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;-1,11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;-1,14001736;24395223;37367990;50353229;63351102;76357378;89363634;102378279;115397089;128612785;142676405;156842862;171017632;185217506;199438276;213688314;227963401;242267696;256605396;270984876;-1,1188.68;1198.38;1206.8;1226.7;1246.34;1272.71;1293.76;1314.54;1334.87;1355.64;1384.17;1404.04;1425.8;1448.03;1469.51;1491.47;1514.61;1540.64;1566.85;1593.12;-1,1192.54;1199.2;1223.11;1242.9;1264.37;1290.18;1310.9;1331.1;1352.04;1372.63;1400.66;1421.27;1444.63;1465.33;1487.67;1509.77;1533.59;1559.35;1585.42;1612.61;-1
189,0,19,377.141,374.328,714096640,1514610688,763.43,9.23597;5.539046;6.613489;7.498624;8.439718;9.369289;10.776852;11.347001;12.143441;13.157823;14.145846;15.106775;16.137271;17.421275;17.958212;18.705942;19.774786;20.713287;21.804289;-1,9.203125;5.484375;6.5625;7.40625;8.390625;9.265625;10.75;11.296875;12.078125;13.046875;14.09375;14.9375;16.03125;17.296875;17.8125;18.59375;19.71875;20.578125;21.625;-1,0.359034;0.14803;0.208933;0.213766;0.225056;0.236923;0.24556;0.255507;0.26574;0.277752;0.292486;0.297827;0.316323;0.327931;0.341966;0.350761;0.348383;0.360806;0.368734;-1,0.359375;0.15625;0.1875;0.21875;0.21875;0.234375;0.25;0.265625;0.265625;0.28125;0.296875;0.296875;0.3125;0.328125;0.34375;0.34375;0.34375;0.359375;0.375;-1,420;420;420;420;420;420;420;420;420;420;420;420;420;420;420;420;420;420;420;-1,0;313097;1302857;2374929;3448140;4521817;5595498;6669183;7742872;8816565;9890262;10963963;12037668;13111377;14185090;15258807;16332528;17406253;18479982;-1,0;313094;399429;486502;574933;663820;752707;841594;930481;1019368;1108255;1197142;1286029;1374916;1463803;1552690;1641577;1730464;1819351;-1,0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-1,9;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;-1,9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;-1,14138844;48759527;86056721;123357971;160680279;197998377;235320682;272638778;309961081;348340085;388963719;429673392;470383064;511092734;551802403;592516273;633225939;673935604;714645267;-1,702.44;728.25;753.89;793.04;829.16;870.72;905.4;940.32;975.82;1013.34;1056.21;1091.08;1126.32;1169.09;1211.21;1248.79;1290.2;1335.38;1379.68;-1,708.22;727.72;776.99;814.36;851.17;890.49;924.99;959.92;997.26;1032.91;1076.07;1111.03;1149.09;1190.21;1230.75;1268.41;1311.58;1356.47;1398.88;-1
190,1,4,53.381,53.062,1064591360,1342382080,264.92,10.57869;9.130941;10.206197;11.69689,10.46875;9.046875;10.15625;11.671875,0.416887;0.293371;0.330616;2.59953,0.40625;0.296875;0.328125;2.609375,437;437;437;437,0;343817;2947037;5637841,0;343816;439011;534997,0;3;3;3,15;12;12;12,15;15;15;15,15576478;102138787;191546728;280967111,1033.59;1088.2;1096.75;1120.81,1037.82;1080.42;1106.45;1280.22
191,1,5,45.044,44.656,1087930368,1234911232,140.17,9.599345;4.116732;5.211082;6.105088;7.156509,9.5625;4.078125;5.125;6.109375;7.078125,0.360596;0.095961;0.135753;0.149331;1.880226,0.359375;0.09375;0.125;0.140625;1.828125,416;416;416;416;416,0;318426;559009;880811;1203975,0;318425;405611;493621;583253,0;1;1;1;1,10;9;9;9;9,10;10;10;10;10,14391129;25071834;38399417;51726821;65079494,1053.84;1063.36;1070.95;1091.46;1116.5,1057.54;1063.56;1087.82;1109.08;1177.73
192,0,14,304.06,302.172,1093091328,3866513408,2644.94,9.833637;8.66222;9.616343;10.535368;12.115631;13.102437;14.142682;15.080337;16.222546;17.272303;18.27103;19.233682;20.323351;21.48884;-1,9.765625;8.59375;9.5625;10.46875;12.03125;13.078125;14.0625;14.984375;16.1875;17.09375;18.203125;19.078125;20.25;21.390625;-1,0.375783;0.263734;0.314717;0.901327;1.069347;1.152756;1.153501;1.2402;1.248114;1.34939;1.36001;1.410822;1.523018;1.514416;-1,0.375;0.25;0.296875;0.90625;1.0625;1.15625;1.140625;1.203125;1.25;1.296875;1.328125;1.390625;1.53125;1.5;-1,434;434;434;434;434;434;434;434;434;434;434;434;434;434;-1,0;325338;2786790;5331141;7876732;10682678;13489128;16295578;19102028;21908478;24714928;27521378;30327828;33134278;-1,0;325333;415634;506708;599274;693216;787157;881098;975039;1068980;1162921;1256862;1350803;1444744;-1,0;8;8;8;8;8;8;8;8;8;8;8;8;8;-1,14;6;6;6;6;6;6;6;6;6;6;6;6;6;-1,14;14;14;14;14;14;14;14;14;14;14;14;14;14;-1,14716293;96564903;181111154;265661448;358578904;451517490;544456076;637394662;731009140;832094608;933626553;1035162700;1136694644;1238230791;-1,1059.0;1107.27;1112.74;1131.95;1253.76;1423.41;1603.52;1821.97;2050.23;2278.38;2512.17;2752.97;2985.21;3234.72;-1,1062.82;1098.74;1119.94;1234.54;1407.18;1587.54;1787.54;2011.4;2233.7;2467.35;2710.83;2942.72;3186.95;3436.73;-1
193,1,5,49.979,49.859,1340481536,1497001984,149.27,10.761551;4.507606;5.65925;7.114382;7.749604,10.703125;4.5;5.65625;7.109375;7.75,0.4254;0.084542;0.147604;0.216263;2.082992,0.4375;0.078125;0.140625;0.21875;2.0625,442;442;442;442;442,0;348448;611657;963619;1316816,0;348446;443525;539393;636743,0;5;5;5;5,5;0;0;0;0,5;5;5;5;5,15794733;27480759;42054689;56632664;71261498,1296.13;1308.48;1314.27;1335.27;1360.73,1300.23;1308.52;1331.53;1352.22;1427.68
194,0,18,343.796,341.922,1340751872,1758003200,397.92,9.812177;4.846126;5.9415;6.863749;7.863058;8.920737;9.856503;10.832908;11.829051;12.881294;13.87433;15.3075;16.063308;16.808801;17.693115;18.781284;19.80036;20.75092;-1,9.796875;4.84375;5.9375;6.8125;7.75;8.921875;9.765625;10.8125;11.75;12.859375;13.828125;15.25;15.953125;16.65625;17.625;18.625;19.71875;20.625;-1,0.377075;0.114234;0.170533;0.187394;0.195752;0.221099;0.216239;0.23413;0.242691;0.260665;0.260923;0.280824;0.288068;0.306947;0.306845;0.316442;0.328905;0.348349;-1,0.375;0.109375;0.15625;0.1875;0.1875;0.21875;0.21875;0.234375;0.234375;0.234375;0.25;0.28125;0.296875;0.3125;0.3125;0.3125;0.328125;0.34375;-1,428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;-1,0;325284;888046;1533690;2180467;2827696;3474925;4122154;4769383;5416612;6063841;6711070;7358299;8005528;8652757;9299986;9947215;10594444;-1,0;325279;414618;504696;596132;688020;779908;871796;963684;1055572;1147460;1239348;1331236;1423124;1515012;1606900;1698788;1790676;-1,0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-1,14712074;35776918;59539399;83305939;107093537;130876928;154660319;178443709;202497434;228226541;254123433;280024525;305921417;331822510;357719401;383620494;409517385;435418478;-1,1295.25;1312.19;1317.71;1336.77;1360.81;1383.29;1403.57;1423.96;1444.26;1473.38;1493.62;1514.05;1535.27;1557.52;1578.14;1598.64;1619.38;1639.75;-1,1299.0;1311.02;1332.03;1352.12;1377.72;1398.79;1419.06;1439.53;1460.42;1488.73;1509.22;1529.48;1552.75;1573.32;1593.8;1614.29;1634.96;1655.51;-1
195,0,19,353.771,351.781,1327583232,1778397184,429.93,9.439413;4.128615;5.167123;6.142654;7.186153;8.102033;9.080248;10.001843;10.972573;11.841792;12.911752;13.899414;14.834696;15.846267;16.763478;17.694344;18.688004;19.614756;20.697185;-1,9.390625;4.0625;5.171875;6.109375;7.171875;8.078125;8.953125;9.953125;10.875;11.8125;12.796875;13.828125;14.78125;15.75;16.703125;17.53125;18.5;19.515625;20.578125;-1,0.36732;0.076434;0.149259;0.15438;0.167364;0.199862;0.187001;0.208018;0.208276;0.229113;0.237547;0.25016;0.255218;0.272903;0.278672;0.287488;0.291961;0.306983;0.314601;-1,0.359375;0.078125;0.140625;0.140625;0.15625;0.203125;0.1875;0.203125;0.203125;0.234375;0.25;0.234375;0.265625;0.28125;0.28125;0.28125;0.296875;0.3125;0.296875;-1,423;423;423;423;423;423;423;423;423;423;423;423;423;423;423;423;423;423;423;-1,0;318633;557800;879861;1203113;1526868;1850635;2174418;2498221;2822048;3145903;3469790;3793713;4117676;4441683;4765738;5089845;5414008;5738231;-1,0;318625;405504;493130;582170;671689;761209;850730;940252;1029775;1119299;1208824;1298350;1387877;1477405;1566934;1656464;1745995;1835527;-1,0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-1,15;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;-1,15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;-1,14399783;25025577;38349015;51676506;65020846;78369392;91713728;105062270;118419082;132738429;147229824;161721214;176216801;190712381;205212158;219716129;234220093;248728249;263236400;-1,1282.5;1292.04;1299.52;1318.39;1342.46;1364.95;1384.99;1405.2;1425.42;1454.54;1474.81;1495.23;1516.56;1538.73;1559.3;1579.76;1600.46;1620.87;1642.16;-1,1286.28;1292.14;1314.93;1334.99;1360.72;1381.46;1401.66;1421.92;1443.05;1471.36;1491.7;1512.05;1535.2;1555.88;1576.27;1596.97;1617.4;1637.95;1659.45;-1
197,1,5,43.897,43.766,1320665088,1457393664,130.39,9.269128;4.025376;5.080396;6.009422;6.907072,9.265625;4.03125;5.03125;6.015625;6.859375,0.348739;0.075171;0.130823;0.151519;1.846394,0.34375;0.078125;0.125;0.15625;1.859375,417;417;417;417;417,0;311708;547245;862268;1178507,0;311704;397159;483379;571063,0;6;6;6;6,6;0;0;0;0,6;6;6;6;6,14078718;24535572;37584338;50632942;63762171,1275.54;1285.02;1292.45;1310.77;1329.93,1279.16;1285.05;1307.38;1326.56;1389.91
198,0,16,341.578,339.312,1321373696,3211563008,1802.62,10.074577;7.190292;8.295155;9.240825;10.702737;11.675749;12.626641;13.669604;14.775174;15.833231;16.905176;17.954445;18.919903;19.93344;20.885791;21.748362;-1,9.984375;7.140625;8.203125;9.203125;10.609375;11.65625;12.484375;13.609375;14.71875;15.75;16.84375;17.8125;18.734375;19.859375;20.796875;21.609375;-1,0.392102;0.206608;0.269665;0.584476;0.706847;0.718676;0.776068;0.793566;0.818332;0.882655;0.902664;0.915958;0.993093;1.006521;1.037956;1.048836;-1,0.375;0.203125;0.28125;0.578125;0.6875;0.71875;0.765625;0.78125;0.796875;0.875;0.890625;0.921875;0.984375;1.0;1.03125;1.03125;-1,434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;-1,0;332229;2038582;3829548;5621645;7589913;9558640;11527367;13496094;15464821;17433548;19402275;21371002;23339729;25308456;27277183;-1,0;332222;424032;516578;610488;705440;800391;895342;990293;1085244;1180195;1275146;1370097;1465048;1559999;1654950;-1,0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-1,15;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;-1,15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;-1,15037264;72780988;133277333;193777736;259947670;326134526;392321381;458508237;525362763;597275882;669549417;741822950;814096483;886370017;958643550;1030917083;-1,1276.95;1306.63;1312.22;1332.34;1422.7;1524.16;1626.32;1727.59;1828.98;1938.73;2056.11;2202.23;2349.71;2495.6;2643.42;2790.85;-1,1280.85;1301.04;1323.12;1392.04;1512.77;1615.69;1717.0;1818.29;1919.8;2032.13;2179.27;2325.14;2472.84;2617.95;2766.73;2913.84;-1
199,0,18,357.701,355.109,1423187968,1846706176,403.9,9.669932;5.705722;6.806085;7.738566;8.703825;9.707353;10.72321;11.698519;12.683651;13.745241;14.640937;15.690076;16.615236;17.687531;18.595602;19.615833;20.525257;21.513875;-1,9.546875;5.671875;6.78125;7.6875;8.640625;9.609375;10.671875;11.546875;12.5625;13.703125;14.53125;15.546875;16.5;17.5625;18.484375;19.5;20.359375;21.390625;-1,0.371275;0.153048;0.210571;0.212949;0.230876;0.244837;0.253574;0.267811;0.279391;0.292045;0.304798;0.303661;0.327282;0.350138;0.343274;0.363301;0.364475;0.36914;-1,0.375;0.15625;0.203125;0.21875;0.234375;0.234375;0.25;0.265625;0.28125;0.296875;0.296875;0.296875;0.328125;0.328125;0.34375;0.375;0.359375;0.359375;-1,427;427;427;427;427;427;427;427;427;427;427;427;427;427;427;427;427;427;-1,0;323040;1353441;2466151;3580004;4694320;5808643;6922972;8037308;9151652;10266005;11380368;12494742;13609128;14723527;15837940;16952368;18066812;-1,0;323021;412076;501870;593031;684651;776274;867898;959523;1051149;1142776;1234404;1326033;1417663;1509294;1600926;1692559;1784193;-1,0;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;-1,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;-1,14609307;50624936;89321287;128025902;166743159;205460415;244181879;282899135;322210463;364270047;406510051;448745851;490981649;533221647;575457444;617697440;659937435;702177429;-1,1373.85;1392.66;1406.2;1425.05;1449.02;1471.24;1491.41;1511.47;1531.66;1560.55;1580.83;1600.95;1622.23;1644.49;1664.89;1685.11;1705.57;1725.97;-1,1377.72;1389.72;1418.52;1438.5;1463.95;1484.82;1504.96;1525.13;1545.98;1574.16;1594.33;1614.62;1637.85;1658.35;1678.62;1699.06;1719.42;1739.95;-1
200,1,6,54.941,54.562,1409568768,1576509440,159.21,9.177958;3.993755;5.050917;5.958749;6.86954;7.857026,9.09375;3.96875;5.0;5.890625;6.84375;7.796875,0.345081;0.075706;0.134068;0.146909;0.197383;2.058777,0.34375;0.078125;0.140625;0.15625;0.171875;2.0625,409;409;409;409;409;409,0;309513;543438;856284;1170306;1484802,0;309514;394450;480124;567190;654722,0;3;3;3;3;3,11;8;8;8;8;8,11;11;11;11;11;11,13975997;24365270;37325324;50285225;63266185;76247145,1360.25;1369.62;1377.16;1393.25;1414.5;1440.93,1363.82;1369.79;1389.95;1411.11;1432.88;1503.5
201,0,14,309.823,307.047,1410895872,2916925440,1436.26,10.320132;8.965808;10.016425;10.983047;12.189647;13.306995;14.520587;15.546383;16.629567;18.930713;18.95391;20.065002;21.259166;21.941193;-1,10.28125;8.90625;9.9375;10.9375;12.109375;13.234375;14.359375;15.46875;16.515625;18.703125;18.8125;19.90625;20.921875;21.75;-1,0.398755;0.27081;0.317574;0.470153;0.509346;0.731906;0.792952;0.804909;0.869831;0.895078;0.95087;0.988985;1.012547;1.077187;-1,0.390625;0.28125;0.328125;0.453125;0.5;0.734375;0.78125;0.8125;0.84375;0.875;0.953125;0.96875;1.0;1.078125;-1,437;437;437;437;437;437;437;437;437;437;437;437;437;437;-1,0;336836;2886440;5521840;8158455;10884643;13610900;16426760;19242676;22058662;24874736;27690918;30507230;33323696;-1,0;336826;430172;524287;619845;716207;812621;909354;1006089;1102826;1199565;1296306;1393049;1489794;-1,0;9;9;9;9;9;9;9;9;9;9;9;9;9;-1,15;6;6;6;6;6;6;6;6;6;6;6;6;6;-1,15;15;15;15;15;15;15;15;15;15;15;15;15;15;-1,15251240;100033740;187602699;275179912;365636264;456096819;549445000;642788980;737472531;839090728;941077616;1043068715;1145064015;1247071925;-1,1362.58;1411.66;1417.21;1437.93;1480.8;1535.04;1621.28;1724.75;1827.98;1938.75;2042.59;2181.62;2339.96;2499.74;-1,1366.52;1402.82;1425.47;1462.81;1521.82;1607.43;1710.83;1813.74;1916.79;2028.93;2146.33;2303.52;2462.43;2622.52;-1
202,1,8,124.159,123.062,1456263168,2499411968,994.82,10.820922;7.529665;8.931024;9.904181;11.401737;12.526572;13.883133;14.56118,10.734375;7.53125;8.796875;9.734375;11.359375;12.421875;13.734375;14.46875,0.417177;0.221111;0.297201;0.944383;1.137161;1.361986;2.334426;5.149452,0.421875;0.21875;0.296875;0.921875;1.140625;1.359375;2.25;5.125,442;442;442;442;442;442;442;442,0;346126;2125021;3992087;5860455;8003726;10147570;12291473,0;346122;441553;537793;635600;734833;834067;933303,0;6;6;6;6;6;6;6,10;4;4;4;4;4;4;4,10;10;10;10;10;10;10;10,15683494;75879066;138937195;202003565;273914605;345842565;417774729;489752056,1406.42;1436.68;1442.43;1463.39;1612.33;1789.96;1969.45;2148.66,1410.65;1430.89;1453.8;1579.88;1777.96;1957.63;2136.78;2383.65
203,0,16,326.713,322.891,1459339264,2329071616,829.44,10.848383;6.161769;7.313303;8.388715;9.596985;10.676267;11.955306;12.794848;13.760594;15.02817;16.296441;16.973767;18.278397;19.288989;19.88727;21.125297;-1,10.71875;6.109375;7.234375;8.3125;9.53125;10.46875;11.71875;12.703125;13.734375;14.9375;16.078125;16.8125;18.046875;18.984375;19.78125;20.765625;-1,0.414815;0.173166;0.233676;0.36769;0.427804;0.453174;0.472385;0.49563;0.51696;0.683165;0.607105;0.568997;0.613515;0.636824;0.669746;0.653269;-1,0.40625;0.171875;0.234375;0.359375;0.40625;0.421875;0.453125;0.5;0.515625;0.65625;0.5625;0.546875;0.609375;0.609375;0.671875;0.65625;-1,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;-1,0;341458;1431248;2608012;3785994;5054726;6323481;7592753;8862061;10131414;11400822;12670296;13939848;15209491;16479239;17749107;-1,0;341452;435356;530035;626169;723089;820012;916935;1013859;1110784;1207710;1304637;1401565;1498494;1595424;1692355;-1,0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-1,12;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;-1,12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;-1,15465249;53556277;94476018;135404011;179249194;223094370;266964875;310831161;355361135;402950917;450819235;498691730;546568398;594453436;642342637;690240198;-1,1408.93;1436.31;1441.98;1462.55;1505.92;1560.68;1615.13;1670.65;1725.37;1787.9;1842.48;1898.08;1953.92;2008.57;2063.48;2118.88;-1,1413.03;1433.13;1455.7;1493.64;1553.1;1607.29;1663.07;1717.73;1772.29;1834.84;1890.36;1945.27;2000.98;2055.93;2111.15;2166.25;-1
204,1,5,96.725,95.734,708833280,2613436416,1816.37,9.52749;15.246732;15.817623;16.587115;18.927207,9.46875;14.953125;15.65625;16.5;18.65625,0.356835;0.518988;0.528598;2.87945;6.101791,0.359375;0.515625;0.53125;2.875;6.109375,424;424;424;424;424,0;314097;5892164;11550477;17210210,0;314129;402365;491357;581829,0;1;1;1;1,73;72;72;72;72,73;73;73;73;73,14194120;195695951;379810808;563938102;766820207,699.39;895.66;963.42;1062.75;1710.02,705.34;879.33;969.23;1583.95;2492.39
