index,steps,rules,atoms,variables,sccs,t_solve_list,t_ground_list,t_parse_list,mem_start_bytes_list,mem_solve_bytes_list,ground_file_bytes_list
127,2,1,-1,-1,-1,0.011s;1.906s;-1,5.288s;24.278s;-1,0.007s;0.007s;-1,26890240;40878080;-1,27103232;40890368;-1,14534653;601650938;-1
128,3,1,-1,-1,-1,0.011s;0.437s;0.788s;-1,4.88s;20.724s;23.142s;-1,0.004s;0.007s;0.007s;-1,26726400;42725376;368443392;-1,26939392;42725376;368447488;-1,13788161;353526504;537728893;-1
129,3,1,-1,-1,-1,0.011s;0.397s;0.649s;-1,4.575s;16.813s;21.032s;-1,0.004s;0.007s;0.006s;-1,26857472;43089920;371511296;-1,27070464;43089920;371515392;-1,14163052;356789111;535450111;-1
130,3,1,-1,-1,-1,0.011s;0.422s;0.765s;-1,4.127s;17.513s;22.914s;-1,0.004s;0.007s;0.007s;-1,26861568;40067072;360742912;-1,27074560;40079360;360747008;-1,13558415;345514587;525561046;-1
131,3,1,-1,-1,-1,0.01s;0.428s;0.774s;-1,4.003s;15.053s;22.833s;-1,0.004s;0.006s;0.007s;-1,26796032;42262528;356335616;-1,26943488;42262528;355569664;-1,13290020;343225240;522028893;-1
132,3,1,-1,-1,-1,0.011s;0.408s;0.681s;-1,4.64s;17.427s;24.126s;-1,0.005s;0.007s;0.006s;-1,26861568;43511808;379326464;-1,27074560;43511808;379330560;-1,14600032;364939107;547662469;-1
133,3,1,-1,-1,-1,0.01s;0.573s;1.164s;-1,5.003s;20.655s;26.685s;-1,0.006s;0.007s;0.006s;-1,26861568;43511808;404049920;-1,27074560;43511808;404054016;-1,14600009;390555007;603691481;-1
134,3,1,-1,-1,-1,0.01s;0.46s;0.852s;-1,4.889s;18.098s;25.803s;-1,0.007s;0.008s;0.006s;-1,26861568;42881024;389173248;-1,27189248;42967040;389173248;-1,14778139;375171696;570652613;-1
135,3,1,-1,-1,-1,0.011s;0.465s;0.837s;-1,4.758s;18.792s;24.986s;-1,0.005s;0.006s;0.007s;-1,26996736;42446848;382373888;-1,27000832;42668032;382373888;-1,14468089;368090379;559876542;-1
136,3,1,-1,-1,-1,0.011s;0.558s;1.073s;-1,4.596s;18.204s;25.323s;-1,0.004s;0.011s;0.007s;-1,26832896;42160128;390488064;-1,27017216;42381312;390488064;-1,14165887;376444776;581974428;-1
137,3,1,-1,-1,-1,0.011s;0.379s;0.634s;-1,4.45s;16.079s;20.872s;-1,0.004s;0.008s;0.007s;-1,26988544;41701376;355684352;-1,26992640;41922560;355684352;-1,13685859;340315590;510725486;-1
138,2,1,-1,-1,-1,0.01s;1.079s;-1,4.428s;18.672s;-1,0.006s;0.007s;-1,26984448;41893888;-1,26988544;39837696;-1,13890357;450282262;-1
139,2,1,-1,-1,-1,0.01s;0.992s;-1,4.698s;24.416s;-1,0.006s;0.008s;-1,26832896;41766912;-1,27017216;41988096;-1,13751043;431790423;-1
140,2,1,-1,-1,-1,0.011s;0.557s;-1,4.913s;24.722s;-1,0.005s;0.006s;-1,26845184;42381312;-1,27013120;42602496;-1,14396017;390388215;-1
141,2,1,-1,-1,-1,0.011s;1.716s;-1,4.69s;21.551s;-1,0.005s;0.006s;-1,26836992;41803776;-1,27009024;41803776;-1,13791150;512026556;-1
142,3,1,-1,-1,-1,0.011s;0.444s;0.796s;-1,5.531s;17.874s;28.296s;-1,0.005s;0.006s;0.006s;-1,26988544;41701376;365592576;-1,27160576;41922560;365592576;-1,13686327;350576054;533254584;-1
143,4,1,-1,-1,-1,0.015s;0.434s;0.621s;0.873s;-1,5.206s;14.739s;21.321s;28.457s;-1,0.004s;0.008s;0.006s;0.008s;-1,26841088;41537536;352583680;512094208;-1,27029504;41537536;352583680;512114688;-1,13511921;337069891;505865359;674667547;-1
144,3,1,-1,-1,-1,0.011s;0.552s;1.197s;-1,4.437s;18.143s;25.489s;-1,0.004s;0.008s;0.008s;-1,26824704;42156032;395079680;-1,27017216;42156032;395079680;-1,14164053;381235565;589196306;-1
145,2,1,-1,-1,-1,0.011s;0.586s;-1,5.3s;19.581s;-1,0.006s;0.007s;-1,26845184;41852928;-1,27029504;42074112;-1,13841145;380651749;-1
147,3,1,-1,-1,-1,0.01s;0.823s;1.5s;-1,4.205s;17.783s;24.562s;-1,0.004s;0.008s;0.007s;-1,26853376;41242624;434200576;-1,26595328;41463808;434200576;-1,13202529;421783394;673874900;-1
148,4,1,-1,-1,-1,0.01s;0.386s;0.609s;0.846s;-1,4.083s;14.813s;22.117s;26.22s;-1,0.004s;0.007s;0.007s;0.007s;-1,27066368;41046016;336072704;493248512;-1,27258880;41046016;336195584;493252608;-1,12995109;322362368;483794953;645227538;-1
149,3,1,-1,-1,-1,0.011s;0.445s;0.819s;-1,4.468s;18.83s;20.208s;-1,0.004s;0.006s;0.007s;-1,26861568;42745856;370704384;-1,27181056;42745856;370704384;-1,13887533;355969941;541445505;-1
150,3,1,-1,-1,-1,0.011s;0.452s;0.83s;-1,4.902s;16.586s;22.251s;-1,0.005s;0.006s;0.006s;-1,27025408;43327488;386854912;-1,27209728;43327488;386854912;-1,14498286;372762692;566938983;-1
151,2,1,-1,-1,-1,0.01s;2.723s;-1,3.917s;21.97s;-1,0.006s;0.007s;-1,27017216;41992192;-1,27197440;41992192;-1,13104215;683062376;-1
152,4,1,-1,-1,-1,0.011s;0.353s;0.594s;0.849s;-1,4.537s;11.041s;17.03s;25.573s;-1,0.007s;0.006s;0.007s;0.007s;-1,21880832;36044800;331124736;488239104;-1,22069248;36048896;331268096;488239104;-1,12994124;322360340;483792451;645224762;-1
153,3,1,-1,-1,-1,0.01s;0.69s;1.345s;-1,4.142s;17.558s;22.918s;-1,0.006s;0.007s;0.007s;-1,21934080;35020800;392826880;-1,22253568;35254272;392830976;-1,13247328;383915244;603635050;-1
154,3,1,-1,-1,-1,0.01s;0.498s;1.007s;-1,4.288s;16.458s;21.707s;-1,0.005s;0.006s;0.008s;-1,22130688;37879808;386686976;-1,22302720;37883904;386686976;-1,13914934;377595801;583466271;-1
155,3,1,-1,-1,-1,0.011s;0.435s;0.781s;-1,3.828s;14.183s;20.648s;-1,0.007s;0.006s;0.007s;-1,22007808;37277696;352673792;-1,22310912;37277696;352673792;-1,13253765;342173858;520482594;-1
156,2,1,-1,-1,-1,0.011s;0.543s;-1,4.666s;25.996s;-1,0.004s;0.007s;-1,22171648;36782080;-1,22487040;36864000;-1,15014828;401492150;-1
157,2,1,-1,-1,-1,0.01s;0.475s;-1,5.966s;25.898s;-1,0.005s;0.008s;-1,22188032;38588416;-1,21803008;38588416;-1,14599288;373262299;-1
158,3,1,-1,-1,-1,0.011s;0.613s;1.354s;-1,4.354s;17.974s;24.803s;-1,0.005s;0.007s;0.007s;-1,22188032;37322752;382889984;-1,22482944;37326848;380022784;-1,13266350;373489162;587845593;-1
159,2,1,-1,-1,-1,0.012s;1.11s;-1,5.063s;22.846s;-1,0.005s;0.007s;-1,22056960;37875712;-1,22372352;37875712;-1,13818885;450206973;-1
160,3,1,-1,-1,-1,0.01s;0.554s;1.115s;-1,4.487s;16.145s;26.946s;-1,0.006s;0.007s;0.007s;-1,22212608;38002688;380981248;-1,22532096;38002688;380981248;-1,13886149;371524529;574337277;-1
161,3,1,-1,-1,-1,0.011s;0.402s;0.668s;-1,4.459s;14.348s;22.718s;-1,0.005s;0.006s;0.006s;-1,22249472;38363136;363831296;-1,22560768;38363136;363831296;-1,14291326;353782611;530926130;-1
162,3,1,-1,-1,-1,0.009s;0.541s;1.092s;-1,4.838s;17.48s;23.842s;-1,0.004s;0.007s;0.007s;-1,22102016;37830656;381829120;-1,22425600;34992128;381992960;-1,13714862;372709637;575947048;-1
163,3,1,-1,-1,-1,0.01s;0.548s;1.094s;-1,4.138s;16.134s;23.675s;-1,0.005s;0.007s;0.008s;-1,22130688;38023168;381280256;-1,22450176;38023168;381280256;-1,13887464;371765913;574682018;-1
164,2,1,-1,-1,-1,0.013s;0.58s;-1,5.017s;20.287s;-1,0.005s;0.007s;-1,22302720;39174144;-1,22614016;39174144;-1,15091829;404855666;-1
165,3,1,-1,-1,-1,0.012s;0.403s;0.682s;-1,5.789s;16.898s;21.037s;-1,0.005s;0.007s;0.007s;-1,22151168;38928384;376139776;-1,22466560;38928384;376143872;-1,14830383;368904387;553613273;-1
166,3,1,-1,-1,-1,0.01s;0.738s;1.424s;-1,4.423s;17.124s;23.307s;-1,0.005s;0.006s;0.006s;-1,22331392;38543360;416141312;-1,22499328;38543360;416141312;-1,14395647;407959177;641864368;-1
167,2,1,-1,-1,-1,0.011s;1.172s;-1,4.759s;19.753s;-1,0.004s;0.008s;-1,22347776;38944768;-1,21975040;36102144;-1,14809432;480477130;-1
168,3,1,-1,-1,-1,0.011s;0.71s;1.373s;-1,4.64s;17.147s;23.598s;-1,0.006s;0.008s;0.009s;-1,22540288;38404096;408104960;-1,22802432;38404096;408104960;-1,14052982;399437890;628531605;-1
169,2,1,-1,-1,-1,0.01s;1.478s;-1,3.641s;18.111s;-1,0.006s;0.007s;-1,22548480;37351424;-1,22822912;37351424;-1,12923528;502482566;-1
170,3,1,-1,-1,-1,0.01s;0.365s;0.597s;-1,4.141s;13.78s;20.052s;-1,0.007s;0.008s;0.009s;-1,22769664;37281792;336953344;-1,23044096;37281792;336953344;-1,12842977;325459600;488457676;-1
171,3,1,-1,-1,-1,0.011s;0.441s;0.804s;-1,4.371s;17.657s;23.708s;-1,0.006s;0.008s;0.008s;-1,22814720;38424576;372072448;-1,23076864;38428672;372072448;-1,14003662;361985991;550545517;-1
172,3,1,-1,-1,-1,0.011s;0.38s;0.65s;-1,4.305s;15.505s;19.683s;-1,0.007s;0.009s;0.008s;-1,22863872;38428672;358084608;-1,23134208;38428672;357224448;-1,14002687;349517779;524538905;-1
173,3,1,-1,-1,-1,0.01s;0.429s;0.761s;-1,3.916s;14.512s;21.356s;-1,0.006s;0.012s;0.008s;-1,22859776;37576704;347836416;-1,23134208;37576704;347836416;-1,13108647;336707657;512180681;-1
174,3,1,-1,-1,-1,0.011s;0.712s;1.356s;-1,4.409s;16.563s;24.584s;-1,0.005s;0.011s;0.007s;-1,22654976;38436864;413712384;-1,23023616;38436864;413712384;-1,14045409;405212782;637146832;-1
175,1,1,-1,-1,-1,0.01s;-1,3.878s;-1,0.004s;-1,23416832;-1,23416832;-1,13331227;-1
176,3,1,-1,-1,-1,0.011s;0.408s;0.669s;-1,4.61s;14.787s;19.984s;-1,0.005s;0.007s;0.007s;-1,22650880;38830080;368013312;-1,22827008;38830080;368013312;-1,14442992;357826103;537010050;-1
177,3,1,-1,-1,-1,0.01s;0.389s;0.69s;-1,4.423s;15.012s;24.875s;-1,0.005s;0.006s;0.006s;-1,22630400;37990400;349609984;-1,22818816;37990400;349614080;-1,13560427;338617581;508202290;-1
178,2,1,-1,-1,-1,0.011s;0.599s;-1,4.95s;20.276s;-1,0.007s;0.008s;-1,22667264;38719488;-1,22884352;38719488;-1,14287184;420059929;-1
179,2,1,-1,-1,-1,0.011s;0.529s;-1,4.187s;18.533s;-1,0.006s;0.006s;-1,22646784;35196928;-1,23019520;35446784;-1,13144367;355573257;-1
180,3,1,-1,-1,-1,0.011s;0.412s;0.629s;-1,5.061s;20.145s;21.358s;-1,0.007s;0.008s;0.007s;-1,22470656;35393536;346226688;-1,22843392;35647488;346226688;-1,13361655;335092897;502914519;-1
181,3,1,-1,-1,-1,0.01s;0.394s;0.658s;-1,4.825s;18.242s;23.018s;-1,0.006s;0.008s;0.008s;-1,22487040;38285312;354357248;-1,22855680;35508224;354357248;-1,13836548;343553738;515601407;-1
182,3,1,-1,-1,-1,0.011s;0.481s;0.831s;-1,4.91s;19.224s;25.85s;-1,0.006s;0.007s;0.008s;-1,22491136;38678528;373907456;-1,22859776;38678528;373907456;-1,14242164;363870408;553517050;-1
183,3,1,-1,-1,-1,0.012s;0.366s;0.636s;-1,4.128s;14.148s;23.887s;-1,0.005s;0.008s;0.007s;-1,22478848;37441536;338157568;-1,22851584;37441536;338157568;-1,12951772;326665467;490269747;-1
184,2,1,-1,-1,-1,0.01s;0.397s;-1,5.521s;19.012s;-1,0.005s;0.006s;-1,22687744;38404096;-1,22880256;38404096;-1,13954304;345763108;-1
185,2,1,-1,-1,-1,0.011s;1.306s;-1,6.107s;25.287s;-1,0.006s;0.009s;-1,22511616;39284736;-1,22310912;39284736;-1,14867458;488454529;-1
186,2,1,-1,-1,-1,0.011s;1.629s;-1,5.371s;24.269s;-1,0.006s;0.01s;-1,22511616;38813696;-1,22876160;38813696;-1,14361526;561829942;-1
187,2,1,-1,-1,-1,0.01s;0.793s;-1,4.837s;20.84s;-1,0.006s;0.007s;-1,22757376;38047744;-1,23126016;38047744;-1,13564140;383325598;-1
188,4,1,-1,-1,-1,0.01s;0.353s;0.623s;0.846s;-1,4.572s;14.009s;18.724s;27.023s;-1,0.004s;0.008s;0.008s;0.007s;-1,22568960;37482496;337752064;492175360;-1,22941696;37482496;337752064;491630592;-1,12974065;326189869;489561137;652935095;-1
189,3,1,-1,-1,-1,0.011s;0.514s;1.081s;-1,4.354s;16.096s;26.832s;-1,0.005s;0.008s;0.008s;-1,22573056;37609472;371564544;-1,22945792;37609472;371564544;-1,13099782;361307291;558256373;-1
190,2,1,-1,-1,-1,0.011s;0.949s;-1,4.789s;20.004s;-1,0.006s;0.006s;-1,22781952;38916096;-1,23146496;38916096;-1,14447818;435467473;-1
191,3,1,-1,-1,-1,0.01s;0.387s;0.619s;-1,4.018s;14.854s;20.948s;-1,0.004s;0.006s;0.008s;-1,22765568;37847040;340852736;-1,22405120;37847040;340869120;-1,13337370;331417280;497397172;-1
192,3,1,-1,-1,-1,0.011s;0.914s;1.653s;-1,4.389s;19.563s;26.202s;-1,0.005s;0.006s;0.007s;-1,22945792;38166528;422834176;-1,23150592;38166528;422834176;-1,13640603;414465480;664226581;-1
193,3,1,-1,-1,-1,0.011s;0.404s;0.711s;-1,4.755s;17.887s;27.42s;-1,0.004s;0.007s;0.008s;-1,22781952;36929536;373571584;-1,23146496;37167104;373571584;-1,14648851;363547454;512589241;-1
194,3,1,-1,-1,-1,0.01s;0.453s;0.795s;-1,4.39s;20.136s;24.046s;-1,0.005s;0.01s;0.008s;-1,22609920;38150144;357855232;-1,22978560;38195200;358088704;-1,13637026;349488333;531641347;-1
195,3,1,-1,-1,-1,0.01s;0.403s;0.67s;-1,4.152s;14.448s;25.206s;-1,0.006s;0.008s;0.006s;-1,22614016;37871616;355241984;-1,22982656;37871616;355241984;-1,13343878;344412499;516908021;-1
196,3,1,-1,-1,-1,0.011s;0.762s;1.397s;-1,4.457s;18.315s;24.638s;-1,0.005s;0.008s;0.008s;-1,22822912;38383616;404746240;-1,23154688;38383616;404975616;-1,13841082;398156591;626150119;-1
197,3,1,-1,-1,-1,0.01s;0.368s;0.609s;-1,4.104s;13.899s;20.854s;-1,0.005s;0.007s;0.007s;-1,22654976;35667968;337289216;-1,23003136;35897344;337293312;-1,13043988;325651478;488775534;-1
198,2,1,-1,-1,-1,0.01s;0.717s;-1,4.57s;18.97s;-1,0.006s;0.007s;-1,22642688;38477824;-1,23011328;38477824;-1,13941720;393581281;-1
199,3,1,-1,-1,-1,0.011s;0.534s;1.087s;-1,4.647s;18.184s;26.111s;-1,0.006s;0.007s;0.007s;-1,22818816;38088704;374894592;-1,23142400;35356672;374906880;-1,13540209;364736202;563806247;-1
200,4,1,-1,-1,-1,0.01s;0.368s;0.605s;0.879s;-1,4.342s;15.489s;22.382s;26.957s;-1,0.005s;0.007s;0.006s;0.007s;-1,22650880;35102720;337350656;493887488;-1,23003136;35184640;337358848;493887488;-1,12948878;325921059;489152577;652384895;-1
201,2,1,-1,-1,-1,0.011s;0.748s;-1,5.148s;21.412s;-1,0.006s;0.008s;-1,22609920;38510592;-1,22851584;38510592;-1,14143087;427169480;-1
202,2,1,-1,-1,-1,0.01s;0.738s;-1,4.85s;19.041s;-1,0.004s;0.007s;-1,22630400;38899712;-1,22872064;36179968;-1,14548128;409339370;-1
203,2,1,-1,-1,-1,0.01s;0.568s;-1,5.279s;21.108s;-1,0.005s;0.007s;-1,22659072;38731776;-1,22900736;38731776;-1,14343989;383939062;-1
204,2,1,-1,-1,-1,0.01s;1.488s;-1,4.483s;20.697s;-1,0.005s;0.007s;-1,22605824;35491840;-1,22933504;35725312;-1,13153263;490805657;-1
205,3,1,-1,-1,-1,0.01s;0.452s;0.866s;-1,5.088s;18.193s;26.603s;-1,0.005s;0.008s;0.008s;-1,22827008;35979264;364834816;-1,22847488;36225024;364834816;-1,13738515;354441392;539119582;-1
206,3,1,-1,-1,-1,0.011s;0.527s;1.057s;-1,4.302s;18.131s;26.846s;-1,0.005s;0.006s;0.007s;-1,22609920;37478400;367939584;-1,22937600;37478400;367939584;-1,13022635;357590690;552599477;-1
207,3,1,-1,-1,-1,0.012s;0.376s;0.623s;-1,4.622s;15.133s;22.449s;-1,0.006s;0.007s;0.007s;-1,22786048;37785600;344817664;-1,23113728;37785600;344817664;-1,13340369;333620195;500701971;-1
208,2,1,-1,-1,-1,0.011s;0.465s;-1,5.215s;21.103s;-1,0.006s;0.008s;-1,22859776;38834176;-1,23101440;38834176;-1,14423689;382692190;-1
209,3,1,-1,-1,-1,0.01s;0.389s;0.636s;-1,4.521s;15.471s;23.268s;-1,0.005s;0.008s;0.006s;-1,23183360;38109184;351907840;-1,23339008;38109184;351907840;-1,13659053;341000764;511776577;-1
210,3,1,-1,-1,-1,0.013s;0.441s;0.793s;-1,4.354s;16.283s;23.44s;-1,0.008s;0.007s;0.006s;-1,22482944;37982208;360435712;-1,22814720;37982208;360435712;-1,13561036;349853356;532193134;-1
211,3,1,-1,-1,-1,0.011s;0.479s;0.898s;-1,4.99s;19.797s;27.142s;-1,0.005s;0.008s;0.009s;-1,22794240;39219200;387973120;-1,22966272;39219200;388046848;-1,14856411;380576549;578975505;-1
212,3,1,-1,-1,-1,0.011s;0.424s;0.755s;-1,4.277s;15.689s;25.214s;-1,0.006s;0.006s;0.007s;-1,22618112;37670912;358506496;-1,22945792;37670912;358506496;-1,13218719;347835592;529050658;-1
213,3,1,-1,-1,-1,0.011s;0.684s;1.409s;-1,4.487s;16.674s;27.167s;-1,0.006s;0.007s;0.007s;-1,22478848;37892096;392019968;-1,22769664;37896192;392019968;-1,13440840;382589706;602027943;-1
214,3,1,-1,-1,-1,0.01s;0.415s;0.683s;-1,5.268s;16.835s;26.565s;-1,0.005s;0.006s;0.007s;-1,22609920;39170048;379539456;-1,22790144;39174144;379543552;-1,14779596;369865564;555073357;-1
215,3,1,-1,-1,-1,0.01s;0.398s;0.636s;-1,4.266s;14.291s;22.578s;-1,0.006s;0.006s;0.007s;-1,23449600;38318080;354127872;-1,23449600;35569664;354131968;-1,13848377;343328365;515255301;-1
216,3,1,-1,-1,-1,0.011s;0.849s;1.732s;-1,4.856s;21.536s;27.32s;-1,0.005s;0.007s;0.008s;-1,22831104;38756352;439492608;-1,22999040;38760448;439492608;-1,14318121;431890080;692339668;-1
217,3,1,-1,-1,-1,0.01s;0.403s;0.675s;-1,4.615s;18.178s;21.801s;-1,0.006s;0.008s;0.007s;-1,22831104;36491264;367599616;-1,22999040;36610048;367603712;-1,14214293;357398130;504421763;-1
218,3,1,-1,-1,-1,0.012s;0.677s;1.313s;-1,4.266s;15.703s;21.853s;-1,0.005s;0.008s;0.006s;-1,22630400;38207488;399544320;-1,22810624;38211584;399544320;-1,13738791;390402136;614320143;-1
219,3,1,-1,-1,-1,0.01s;0.857s;1.538s;-1,3.822s;15.684s;22.456s;-1,0.006s;0.007s;0.007s;-1,22822912;35368960;406335488;-1,22994944;35504128;406339584;-1,13047770;397359671;636891086;-1
220,4,1,-1,-1,-1,0.01s;0.387s;0.637s;0.904s;-1,4.151s;13.361s;20.327s;26.5s;-1,0.004s;0.006s;0.006s;0.007s;-1,22614016;38547456;362397696;531390464;-1,22806528;38547456;362397696;531390464;-1,14097469;351961724;528191970;704424887;-1
221,3,1,-1,-1,-1,0.01s;0.544s;1.107s;-1,3.987s;15.495s;23.306s;-1,0.006s;0.009s;0.008s;-1,22810624;38379520;386736128;-1,23048192;38379520;387153920;-1,13902195;379267113;586179226;-1
222,4,1,-1,-1,-1,0.01s;0.394s;0.715s;1.119s;-1,3.514s;12.95s;18.363s;24.454s;-1,0.005s;0.009s;0.008s;0.008s;-1,22945792;37363712;345350144;512475136;-1,23187456;37363712;345350144;512479232;-1,12788819;334039962;508183858;682328314;-1
223,3,1,-1,-1,-1,0.01s;0.472s;0.865s;-1,4.332s;16.223s;23.486s;-1,0.005s;0.008s;0.011s;-1,22806528;39084032;390619136;-1,23044096;39084032;390619136;-1,14586008;381172665;579791257;-1
224,4,1,-1,-1,-1,0.01s;0.411s;0.668s;0.924s;-1,4.292s;13.445s;19.316s;25.338s;-1,0.005s;0.008s;0.009s;0.008s;-1,22802432;38764544;369590272;539795456;-1,23044096;36040704;369590272;539815936;-1,14252753;359319250;539278766;719238282;-1
225,3,1,-1,-1,-1,0.01s;0.454s;0.825s;-1,4.172s;15.157s;20.641s;-1,0.007s;0.008s;0.008s;-1,23031808;38498304;372846592;-1,23044096;38498304;372846592;-1,13973700;362631867;551640991;-1
226,4,1,-1,-1,-1,0.01s;0.409s;0.72s;1.123s;-1,3.753s;13.673s;18.875s;25.841s;-1,0.006s;0.007s;0.007s;0.008s;-1,22966272;37437440;345710592;512929792;-1,23207936;37437440;345714688;512929792;-1,12863609;334378807;508660967;682947089;-1
227,2,1,-1,-1,-1,0.01s;1.451s;-1,3.645s;17.546s;-1,0.006s;0.008s;-1,23191552;37629952;-1,23433216;37629952;-1,12991473;502338081;-1
228,4,1,-1,-1,-1,0.011s;0.42s;0.765s;1.179s;-1,3.966s;14.335s;20.438s;27.468s;-1,0.005s;0.007s;0.008s;0.007s;-1,23175168;38133760;364142592;538587136;-1,23416832;38133760;364142592;538796032;-1,13531336;353567506;537866435;722233596;-1
229,3,1,-1,-1,-1,0.011s;0.708s;1.352s;-1,4.022s;15.511s;22.399s;-1,0.005s;0.009s;0.007s;-1,23191552;38297600;401985536;-1,23437312;38297600;401985536;-1,13673990;392796725;618000590;-1
230,3,1,-1,-1,-1,0.011s;0.856s;1.555s;-1,3.693s;14.814s;21.826s;-1,0.005s;0.013s;0.007s;-1,23207936;37666816;411488256;-1,23445504;37666816;411492352;-1,13061903;402545623;644885692;-1
231,3,1,-1,-1,-1,0.011s;0.719s;1.383s;-1,3.97s;15.809s;23.362s;-1,0.006s;0.007s;0.008s;-1,23646208;38535168;419606528;-1,23838720;38535168;419610624;-1,13879922;411150742;646064460;-1
232,3,1,-1,-1,-1,0.011s;0.408s;0.679s;-1,4.332s;13.751s;19.582s;-1,0.005s;0.007s;0.008s;-1,23076864;39149568;378744832;-1,23318528;39149568;378744832;-1,14607204;368803884;553516835;-1
233,3,1,-1,-1,-1,0.01s;0.366s;0.592s;-1,3.769s;11.369s;16.916s;-1,0.005s;0.006s;0.007s;-1,23236608;37670912;337305600;-1,23474176;37670912;337510400;-1,13053916;328037635;492355244;-1
234,4,1,-1,-1,-1,0.01s;0.445s;0.804s;1.236s;-1,3.977s;14.379s;20.388s;27.188s;-1,0.005s;0.007s;0.006s;0.007s;-1,23068672;38449152;367988736;546734080;-1,23310336;38449152;367988736;546734080;-1,13846446;357502892;543842903;730182914;-1
235,2,1,-1,-1,-1,0.011s;1.876s;-1,4.207s;20.641s;-1,0.008s;0.007s;-1,23089152;36909056;-1,23105536;36925440;-1,14262703;603757688;-1
236,3,1,-1,-1,-1,0.011s;0.865s;1.578s;-1,3.772s;15.177s;21.946s;-1,0.007s;0.007s;0.007s;-1,23236608;36143104;416280576;-1,23470080;36356096;416280576;-1,13279932;407530526;653042033;-1
237,4,1,-1,-1,-1,0.01s;0.395s;0.659s;0.923s;-1,4.129s;12.696s;18.237s;24.33s;-1,0.006s;0.008s;0.008s;0.007s;-1,23072768;38637568;361615360;528269312;-1,23306240;38637568;361615360;528531456;-1,14049282;350908821;526663093;702417365;-1
238,3,1,-1,-1,-1,0.012s;0.405s;0.685s;-1,4.396s;13.617s;19.519s;-1,0.005s;0.006s;0.007s;-1,23076864;36950016;376668160;-1,23089152;37158912;376668160;-1,14659944;366627346;550243136;-1
239,4,1,-1,-1,-1,0.011s;0.438s;0.793s;1.224s;-1,3.911s;13.937s;19.635s;26.529s;-1,0.007s;0.007s;0.008s;0.008s;-1,23265280;38158336;361361408;536678400;-1,23506944;38158336;361361408;536678400;-1,13547129;350607669;533347993;716089018;-1
240,4,1,-1,-1,-1,0.012s;0.403s;0.675s;0.97s;-1,4.535s;13.903s;20.266s;26.738s;-1,0.005s;0.012s;0.008s;0.007s;-1,23142400;39489536;383741952;563355648;-1,23379968;39489536;383741952;563355648;-1,14869847;373992714;561321671;748652796;-1
241,3,1,-1,-1,-1,0.011s;0.708s;1.376s;-1,4.284s;16.045s;23.058s;-1,0.006s;0.007s;0.007s;-1,23089152;38748160;413016064;-1,22540288;38748160;413016064;-1,14154390;404209441;636069333;-1
242,4,1,-1,-1,-1,0.011s;0.379s;0.636s;0.902s;-1,4.057s;12.574s;18.009s;24.135s;-1,0.006s;0.007s;0.008s;0.009s;-1,23109632;36429824;359149568;526450688;-1,23351296;36454400;359149568;526450688;-1,13870042;348355949;522839173;697322957;-1
243,3,1,-1,-1,-1,0.011s;0.432s;0.784s;-1,4.064s;14.164s;21.168s;-1,0.006s;0.009s;0.009s;-1,23011328;38518784;374824960;-1,23220224;38518784;374824960;-1,13949196;364729058;554787540;-1
244,4,1,-1,-1,-1,0.01s;0.495s;1.004s;1.454s;-1,3.694s;14.034s;19.972s;26.931s;-1,0.005s;0.008s;0.008s;0.007s;-1,23003136;37773312;366088192;552427520;-1,23220224;37773312;366088192;552427520;-1,13154001;355512460;549655548;743799635;-1
245,2,1,-1,-1,-1,0.01s;1.333s;-1,4.229s;18.533s;-1,0.005s;0.007s;-1,22794240;37011456;-1,23015424;37232640;-1,14256838;504697579;-1
246,4,1,-1,-1,-1,0.01s;0.375s;0.628s;0.883s;-1,3.924s;12.432s;19.192s;24.892s;-1,0.006s;0.007s;0.007s;0.008s;-1,23007232;38232064;353226752;515563520;-1,23199744;35504128;353226752;515964928;-1,13647870;342297905;513748201;685201189;-1
247,2,1,-1,-1,-1,0.011s;1.605s;-1,4.64s;20.231s;-1,0.005s;0.008s;-1,23003136;39198720;-1,23285760;39198720;-1,14566357;558055439;-1
248,3,1,-1,-1,-1,0.011s;0.552s;1.13s;-1,4.474s;17.198s;23.453s;-1,0.006s;0.007s;0.007s;-1,23011328;36925440;399486976;-1,23207936;37154816;399486976;-1,14456996;390377037;603475509;-1
249,3,1,-1,-1,-1,0.011s;0.421s;0.747s;-1,4.086s;13.593s;18.668s;-1,0.005s;0.007s;0.008s;-1,23007232;37715968;350658560;-1,23232512;37720064;350658560;-1,13077333;339490331;516477834;-1
250,2,1,-1,-1,-1,0.011s;1.351s;-1,4.363s;18.567s;-1,0.005s;0.006s;-1,22220800;39088128;-1,22577152;39088128;-1,14608392;516890745;-1
251,4,1,-1,-1,-1,0.01s;0.425s;0.758s;1.182s;-1,4.105s;13.791s;19.731s;26.055s;-1,0.005s;0.007s;0.006s;0.008s;-1,22618112;38080512;360206336;534876160;-1,22810624;38080512;360210432;534876160;-1,13535319;349449816;531541892;713634528;-1
252,4,1,-1,-1,-1,0.011s;0.501s;1.011s;1.463s;-1,3.9s;15.459s;21.035s;27.257s;-1,0.008s;0.007s;0.007s;0.007s;-1,22618112;37568512;361844736;545673216;-1,22814720;37568512;361844736;545673216;-1,12997311;351063205;542591697;734120189;-1
