index,t_ground_list,t_solve_list,consts_size_list,rules_list,atoms_list,rel_facts_list,rel_nonfacts_list,rel_total_list,ground_file_bytes_list
468,15.815829;14.548669;16.211457;18.405318;20.975597;-1,0.496512;0.29906;0.352353;0.527628;0.674252;-1,454;454;454;454;454;-1,0;346617;2114954;3973359;5833505;-1,0;346641;442477;539130;637356;-1,0;9;9;9;9;-1,85;76;76;76;76;-1,85;85;85;85;85;-1,15762375;75648934;138461441;201294730;267163422;-1
469,14.428441;14.955148;17.285513;18.817172;-1,0.429169;0.316837;0.413241;1.517282;-1,426;426;426;426;-1,0;321997;2748876;5258692;-1,0;321991;411256;501319;-1,0;3;3;3;-1,23;20;20;20;-1,23;23;23;23;-1,14603023;95322428;178739463;262160527;-1
470,13.670173;8.277866,0.406541;2.128019,417;417,0;309482,0;309481,0;3,3;0,3;3,14021010;24418347
471,15.638951;11.671558;15.128452;15.455818;19.901583;20.455071;-1,0.480417;0.195461;0.293566;0.687647;0.900117;1.032753;-1,440;440;440;440;440;440;-1,0;341491;1431305;2608106;3786197;5145323;-1,0;341474;435413;530152;626442;723852;-1,0;7;7;7;7;7;-1,11;4;4;4;4;4;-1,11;11;11;11;11;11;-1,15518650;53621942;94553957;135498421;182260428;229047772;-1
472,14.67612;8.31409,0.424354;2.129271,427;427,0;325287,0;325288,0;1,7;6,7;7,14761275;25686607
473,15.028272;9.795464;12.371829;14.809939;16.791479;18.651621;21.158321;-1,0.438615;0.153764;0.267634;0.372325;0.508007;0.52667;0.546768;-1,436;436;436;436;436;436;436;-1,0;327643;894429;1544702;2196227;2934990;3673882;-1,0;327623;417611;508377;600627;693678;786753;-1,0;11;11;11;11;11;11;-1,11;0;0;0;0;0;0;-1,11;11;11;11;11;11;11;-1,14868278;36097537;60045561;83997632;110756951;137520486;164292453;-1
474,14.872704;8.888239,0.439169;2.386286,435;435,0;329932,0;329933,0;1,7;6,7;7,14971174;25980976
475,14.530569;11.020665;14.225028;15.078171;17.949059;19.816047;-1,0.429027;0.174726;0.292764;0.644204;0.824262;0.869675;-1,435;435;435;435;435;435;-1,0;320774;1343853;2448690;3554778;4831212;-1,0;320770;409227;498465;589219;681062;-1,0;4;4;4;4;4;-1,16;12;12;12;12;12;-1,16;16;16;16;16;16;-1,14547339;50321630;88755509;127197636;171114834;215057369;-1
476,13.716525;9.550484;11.423288;13.409894;16.00694;17.47757;19.763208;-1,0.402122;0.15325;0.229131;0.347728;0.407565;0.464934;0.491557;-1,416;416;416;416;416;416;416;-1,0;307871;839345;1449748;2061400;2755585;3449770;-1,0;307866;392507;477926;564851;652564;740277;-1,0;5;5;5;5;5;5;-1,5;0;0;0;0;0;0;-1,5;5;5;5;5;5;5;-1,13944035;33854779;56327891;78813463;103954084;129090498;154231120;-1
477,14.73397;8.882531,0.423759;2.294054,430;430,0;321283,0;321054,0;1,7;6,7;7,14568486;25379357
479,15.285243;12.483014;13.795079;16.349899;18.465294;21.960488;-1,0.446962;0.212096;0.287134;0.444061;0.553564;0.567316;-1,433;433;433;433;433;433;-1,0;334488;1401785;2554305;3708087;4950834;-1,0;334484;426541;519391;613759;708931;-1,0;1;1;1;1;1;-1,9;8;8;8;8;8;-1,9;9;9;9;9;9;-1,15189207;52506316;92592956;132687845;175644954;218602062;-1
480,15.046641;-1,0.449781;-1,440;-1,0;-1,0;-1,0;-1,142;-1,142;-1,14931446;-1
481,14.339479;13.005774;15.581606;17.388811;19.723986;21.416687;-1,0.407393;0.274226;0.364427;0.714345;0.885316;0.930446;-1,423;423;423;423;423;423;-1,0;316259;1939810;3643981;5349389;7222796;-1,0;316254;403842;492201;582048;672961;-1,0;3;3;3;3;3;-1,11;8;8;8;8;8;-1,11;11;11;11;11;11;-1,14337642;69290957;126870021;184453130;247443644;310446870;-1
482,14.266983;8.235214;10.891481;12.985708,0.401414;0.1119;0.16946;3.056046,423;423;423;423,0;310226;542629;856259,0;310223;394722;480025,0;1;1;1,13;12;12;12,13;13;13;13,14051156;24389315;37365926;50354950
483,15.542475;10.514796;12.653852;14.763349;17.636345;18.517847;21.403593;-1,0.455563;0.162527;0.271909;0.400528;0.493611;0.521262;0.544091;-1,438;438;438;438;438;438;438;-1,0;333404;908190;1568786;2230656;2982084;3733512;-1,0;333374;424577;516580;610119;704466;798813;-1,0;16;16;16;16;16;16;-1,16;0;0;0;0;0;0;-1,16;16;16;16;16;16;16;-1,15137912;36667188;60982928;85311121;112518456;139725791;166933126;-1
484,15.460062;13.871597;16.291375;18.396093;20.504504;-1,0.46444;0.296057;0.36182;1.142983;1.431495;-1,436;436;436;436;436;-1,0;337186;2067573;3883786;5701342;-1,0;337029;430075;523944;619438;-1,0;7;7;7;7;-1,21;14;14;14;14;-1,21;21;21;21;21;-1,15313150;73880782;135239093;196601432;266580129;-1
485,14.45793;-1,0.428349;-1,440;-1,0;-1,0;-1,0;-1,50;-1,50;-1,14718453;-1
486,16.763149;9.506248;11.68863,0.504195;0.112141;3.087357,448;448;448,0;353246;620060,0;353246;449613,0;3;3,9;6;6,9;9;9,16066413;27925229;42714207
487,15.256388;9.206941;11.239361;13.840145;15.347689,0.44987;0.109783;0.18835;0.22663;3.842101,432;432;432;432;432,0;330546;578180;912221;1247560,0;330545;420359;510978;603145,0;1;1;1;1,10;9;9;9;9,10;10;10;10;10,15001134;26015136;39836729;53666565;67513253
488,15.845901;11.561628;14.498923;16.431765;19.116665;21.252416;-1,0.495439;0.218555;0.312128;0.707942;0.908816;0.946305;-1,446;446;446;446;446;446;-1,0;346786;1451709;2645397;3840384;5220004;-1,0;346778;441967;537968;635532;734218;-1,0;1;1;1;1;1;-1,9;8;8;8;8;8;-1,9;9;9;9;9;9;-1,15762643;54394299;95913857;137437452;184901166;232386011;-1
489,15.009932;9.496202,0.458397;2.211341,434;434,0;332171,0;332172,0;1,7;6,7;7,15082224;26235654
490,14.64602;23.366985;23.57162;-1,0.440984;0.576334;0.571439;-1,439;439;439;-1,0;325915;4845013;-1,0;325939;418427;-1,0;9;9;-1,91;82;82;-1,91;91;91;-1,14803448;162589418;313077227;-1
491,15.789314;9.549373,0.476399;2.341587,448;448,0;343276,0;343277,0;1,7;6,7;7,15595876;27070302
492,15.397503;13.813798;15.635025;17.536648;20.787185;-1,0.459146;0.283781;0.388001;1.18651;1.547929;-1,441;441;441;441;441;-1,0;335103;2053482;3857679;5663148;-1,0;335095;427535;520765;615517;-1,0;5;5;5;5;-1,9;4;4;4;4;-1,9;9;9;9;9;-1,15219167;73381009;134333519;195290069;264858769;-1
493,14.714043;11.20028;13.664196;7.91263;9.015843,0.440583;0.178968;0.263825;0.362029;2.204268,433;433;433;433;433,0;323661;1354224;2467709;3582516,0;323660;412856;502849;594388,0;5;5;5;5,15;10;10;10;10,15;15;15;15;15,14684261;50724847;89458868;128205336;169737916
494,9.922733;5.054259;5.995364;6.861776;7.844643;9.163066;9.896983;11.111784;11.856667;12.884531,0.394181;0.134087;0.194157;0.204981;0.251596;0.238904;0.266758;0.290512;0.32733;3.25468,438;438;438;438;438;438;438;438;438;438,0;329945;900713;1555580;2211802;2868680;3525737;4183102;4840680;5498630,0;329911;420492;511878;604806;698258;791718;885186;978662;1072146,0;5;5;5;5;5;5;5;5;5,11;6;6;6;6;6;6;6;6;6,11;11;11;11;11;11;11;11;11;11,14975260;36356614;60469453;84590537;108741093;132895858;157059071;181234869;205755085;231930499
495,10.24752;5.078678;6.207303;7.220291;8.492159;9.169594;10.180671;11.32541;12.238279;13.856449;14.618617;15.276255;16.436744;17.432993;18.920247;19.780762;20.538524;21.311;-1,0.423489;0.129895;0.201801;0.216996;0.226565;0.246471;0.252682;0.256575;0.271899;0.289577;0.290532;0.309711;0.324619;0.337163;0.340515;0.37527;0.371161;0.372482;-1,440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;-1,0;339736;926587;1600423;2275537;2951166;3626795;4302424;4978053;5653682;6329311;7004940;7680569;8356198;9031827;9707456;10383085;11058714;-1,0;339716;432706;526500;621828;717668;813508;909348;1005188;1101028;1196868;1292708;1388548;1484388;1580228;1676068;1771908;1867748;-1,0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;-1,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;-1,15433164;37410408;62220577;87030578;111861639;136692701;161523762;186354824;211472652;238331290;265365915;292404742;319443569;346482395;373521222;400560049;427594674;454633501;-1
496,10.530405;6.109203;7.3836,0.416066;0.169948;1.627536,440;440;440,0;344383;1441725,0;344381;438922,0;5;5,5;0;0,5;5;5,15651385;54016759;95253110
497,10.364088;7.306871,0.417366;1.384649,440;440,0;342061,0;342057,0;1,7;6,7;7,15544384;74927905
498,11.03128;6.389058;7.611492;8.524733;9.732278;10.799939;11.927477;13.034813;14.558918;15.16441;16.327964;17.52884;18.413926;20.251028;21.153002;-1,0.444605;0.184521;0.24778;0.380224;0.458976;0.463347;0.495894;0.496292;0.539658;0.553363;0.609138;0.607822;0.648282;0.668538;0.854864;-1,445;445;445;445;445;445;445;445;445;445;445;445;445;445;445;-1,0;355639;1491049;2717019;3944280;5268943;6593611;7918285;9242966;10567655;11892353;13217061;14541780;15866511;17191255;-1,0;355630;453248;551679;651663;752475;853288;954102;1054917;1155733;1256550;1357368;1458187;1559007;1659828;-1,0;11;11;11;11;11;11;11;11;11;11;11;11;11;11;-1,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;-1,16177662;55874490;98514199;141157945;186938707;232715262;278496024;324420094;374071577;423919653;473866091;523812525;573754758;623701191;673651824;-1
499,10.929122;4.508779;5.695601;6.836819;7.766506;9.087937;10.053149;10.945461;12.155964;13.221488;14.631297;15.561823;16.986663;17.372114;18.664239;20.25146;20.896687;-1,0.449007;0.096711;0.171655;0.180755;0.22028;0.213093;0.219207;0.243076;0.249598;0.269606;0.274427;0.290046;0.295334;0.320814;0.3278;0.32862;0.385448;-1,456;456;456;456;456;456;456;456;456;456;456;456;456;456;456;456;456;-1,0;355645;624251;983419;1343901;1704932;2066003;2427090;2788177;3149264;3510351;3871438;4232525;4593612;4954699;5315786;5676873;-1,0;355636;452620;550424;649804;749730;849704;949694;1049684;1149674;1249664;1349654;1449644;1549634;1649624;1749614;1849604;-1,0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-1,18;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;-1,18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;-1,16181853;28120904;43002840;57897225;72804255;87715486;102626719;117607554;133600110;149686877;165867830;182052982;198233933;214414884;230595835;246780988;262961939;-1
500,8.861885;4.634525;6.143279;6.606344;7.617462;8.698832;9.520062;10.784352;11.842985;12.441314;13.052766;14.158145;15.170099;16.628648;18.11191;18.420184;18.742408;19.744474;20.909657;-1,0.345638;0.1325;0.174075;0.266277;0.348005;0.377251;0.403127;0.432489;0.425762;0.448213;0.480883;0.478379;0.581551;0.551302;0.592081;0.575049;0.583507;0.598933;0.642783;-1,424;424;424;424;424;424;424;424;424;424;424;424;424;424;424;424;424;424;424;-1,0;306978;831176;1436569;2043244;2734781;3426318;4117855;4809392;5500929;6192466;6884003;7575540;8267077;8958614;9650151;10341688;11033225;11724762;-1,0;306973;390703;475227;561293;648161;735029;821897;908765;995633;1082501;1169369;1256237;1343105;1429973;1516841;1603709;1690577;1777445;-1,0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-1,13897204;33541691;55824637;78111621;103133962;128156302;153174434;178196775;203219116;228433878;255520587;282779325;310038062;337296800;364555537;391814275;419073012;446331749;473590487;-1
501,10.181521;5.163532;6.156123,0.412035;0.131059;1.578164,439;439;439,0;335656;914471,0;335653;427458,0;4;4,4;0;0,4;4;4,15240673;36922092;61406879
502,10.413639;4.347691;5.387376;6.897994;7.552304;8.500843;9.674899;10.505047;11.406606;12.638662;13.620728;14.938325;15.866139;16.696436;17.517978;18.370932;19.406386;20.298196;-1,0.403804;0.09426;0.178141;0.18624;0.195059;0.215219;0.230152;0.24246;0.240641;0.263994;0.273653;0.27619;0.299599;0.306473;0.302913;0.313586;0.323547;0.337487;-1,439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;-1,0;336313;589086;928842;1269875;1611423;1952971;2294519;2636067;2977615;3319163;3660711;4002259;4343807;4685355;5026903;5368451;5709999;-1,0;336304;427855;520206;614087;708480;802873;897266;991659;1086052;1180445;1274838;1369231;1463624;1558017;1652410;1746803;1841196;-1,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1,22;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;-1,22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;-1,15270633;26512724;40579327;54654176;68745879;82837581;96929283;111025193;125284788;140400544;155696527;170988307;186284288;201580270;216872050;232168031;247464013;262755793;-1
503,9.946971;7.2024;8.263732,0.395014;0.225024;1.622549,438;438;438,0;332806;2039229,0;332803;424651,0;1;1,13;12;12,13;13;13,15112178;72868165;133402068
504,9.770349;26.074196;26.311103;-1,0.386707;0.993463;0.939914;-1,443;443;443;-1,0;329247;10937686;-1,0;329261;425233;-1,0;9;9;-1,146;137;137;-1,146;146;146;-1,14969836;357731892;703229634;-1
505,8.484249;24.009672;23.85633;-1,0.332474;0.835834;0.788982;-1,425;425;425;-1,0;299810;9831571;-1,0;299769;386087;-1,0;13;13;-1,73;60;60;-1,73;73;73;-1,13567433;321524247;632089874;-1
506,9.50552;18.323411;19.084048;20.291846;21.38775;22.420013;23.901138;-1,0.37328;0.645045;0.770181;1.446883;1.484663;2.310942;2.446008;-1,429;429;429;429;429;429;429;-1,0;322282;7427444;14614965;21804369;29251142;36698768;-1,0;322295;414848;508187;603064;699773;796522;-1,0;7;7;7;7;7;7;-1,145;138;138;138;138;138;138;-1,145;145;145;145;145;145;145;-1,14640503;245179703;478399620;711631855;953137892;1194677656;1441734604;-1
507,9.39858;4.09065;5.6723,0.364025;0.102756;1.420503,425;425;425,0;318463;559072,0;318461;405690,0;5;5,5;0;0,5;5;5,14440373;25137612;38473310
508,8.619343;4.422266,0.332026;1.095925,420;420,0;301375,0;301374,0;3,3;0,3;3,13636101;32989010
509,10.755446;4.402542;5.554602;6.58909;7.62292;8.703978;9.652897;10.815475;11.614335;12.659287;13.679699;14.702171;15.709556;16.788888;17.738799;18.770413;19.833571;21.125524;-1,0.411952;0.115974;0.164647;0.180559;0.210504;0.212716;0.215145;0.235873;0.246451;0.26588;0.263786;0.275925;0.292557;0.306316;0.316012;0.31933;0.336623;0.328738;-1,442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;-1,0;341450;599368;944267;1290428;1637119;1983865;2330633;2677401;3024169;3370937;3717705;4064473;4411241;4758009;5104777;5451545;5798313;-1,0;341447;434709;528767;624339;720439;816605;912793;1008981;1105169;1201357;1297545;1393733;1489921;1586109;1682297;1778485;1874673;-1,0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-1,9;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;-1,9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;-1,15514418;26980403;41275099;55573837;69893632;84209213;98529002;112848792;127393843;142749842;158290229;173830614;189370998;204911383;220451767;235992151;251532536;267072920;-1
510,9.009828;17.770145;18.475625;20.276926;21.501159;22.565065;-1,0.348078;0.605126;1.384608;1.471456;2.67741;3.234236;-1,513;513;513;513;513;513;-1,0;313646;7211702;14190877;21418476;28648096;-1,0;312887;403312;495633;589854;684193;-1,0;30;30;30;30;30;-1,170;140;140;140;140;140;-1,170;170;170;170;170;170;-1,14220674;238045543;464466218;698881603;933380928;1175895285;-1
511,9.134284;4.684106;5.647142;6.621115;7.805032;8.581399;9.642401;10.505244;11.406452;12.965094;13.433523;14.484511;15.722983;15.93395;16.953746;17.802637;18.974832;19.801838;21.091127;-1,0.358295;0.120941;0.177917;0.287166;0.354159;0.373019;0.406004;0.41413;0.511708;0.474122;0.517772;0.499505;0.505732;0.532022;0.555585;0.553685;0.589403;0.606083;0.616261;-1,422;422;422;422;422;422;422;422;422;422;422;422;422;422;422;422;422;422;422;-1,0;310087;845419;1460246;2076343;2775550;3474757;4173964;4873171;5572378;6271585;6970792;7669999;8369206;9068413;9767620;10466827;11166034;11865241;-1,0;310082;395300;481305;568840;657170;745500;833830;922160;1010490;1098820;1187150;1275480;1363810;1452140;1540470;1628800;1717130;1805460;-1,0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-1,14046746;34101176;56739098;79385268;104707615;130025756;155348103;180666243;205988591;231720465;259135827;286719109;314302390;341889874;369473156;397056437;424639719;452223001;479806283;-1
512,10.532873;5.295033,0.415996;1.302434,442;442,0;341425,0;341418,0;3,3;0,3;3,15514416;37639567
513,9.930928;10.732871;11.694626;12.946915;14.457635;15.298334;16.218845;17.460012;18.150213;19.482818;20.171885;21.882201;22.263329;22.93559;-1,0.390126;0.350201;0.397943;0.612645;0.626492;0.619405;0.664995;0.710121;0.72087;0.716816;0.795165;0.767254;0.793545;0.773778;-1,441;441;441;441;441;441;441;441;441;441;441;441;441;441;-1,0;328853;3765316;7285872;10808109;14420532;18033104;21645839;25258802;28872072;32485743;36099925;39714745;43330348;-1,0;328868;421498;514929;609916;705873;801833;897796;993762;1089731;1185703;1281678;1377656;1473637;-1,0;12;12;12;12;12;12;12;12;12;12;12;12;12;-1,137;125;125;125;125;125;125;125;125;125;125;125;125;125;-1,137;137;137;137;137;137;137;137;137;137;137;137;137;137;-1,14940350;128089335;243974013;359871055;478656023;597445184;716242727;835052852;956255303;1085834407;1215713165;1345617061;1475554483;1605538017;-1
514,9.957418;4.979401;6.083558;7.088286;8.114184;9.118545;9.988975;10.687618;11.798901;12.889838;14.081437;15.005991;16.069265;17.031301;17.873243;18.794293;19.661155;20.555207;21.273745;-1,0.393598;0.13016;0.200462;0.203866;0.223358;0.234561;0.230969;0.241182;0.252318;0.282509;0.283651;0.28777;0.326054;0.320664;0.323998;0.329209;0.342935;0.340753;0.373955;-1,428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;-1,0;323164;881969;1523104;2165475;2808355;3451237;4094121;4737007;5379895;6022785;6665677;7308571;7951467;8594365;9237265;9880167;10523071;11165977;-1,0;323087;411828;501349;592352;683855;775360;866867;958376;1049887;1141400;1232915;1324432;1415951;1507472;1598995;1690520;1782047;1873576;-1,0;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;-1,27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;-1,14658575;35587755;59197681;82811651;106446680;130077500;153712527;177347548;201220029;226784301;252516395;278252682;303984772;329721059;355457342;381193620;406925714;432661997;458398280;-1
515,10.84067;4.863411;5.956991;6.70966;7.608116;8.471813;9.682327;10.771375,0.420079;0.111078;0.171579;0.169806;0.195402;0.203737;0.231918;2.762723,438;438;438;438;438;438;438;438,0;341451;599398;944373;1290789;1637866;1985333;2333358,0;341446;434704;528797;624521;720793;817067;913343,0;1;1;1;1;1;1;1,16;15;15;15;15;15;15;15,16;16;16;16;16;16;16;16,15514414;26984561;41279211;55586268;69922753;84275904;98658269;113069872
516,9.396532;6.921578;7.997653;8.914157;10.548245;11.454889;12.289798;13.348429;14.304803;14.96334;15.877781;16.886731;17.759127;19.605848;20.261151;21.008084;-1,0.364732;0.207946;0.255292;0.429776;0.45807;0.478914;0.504215;0.507611;0.617043;0.550388;0.582389;0.594929;0.639722;0.639991;0.693631;0.686064;-1,442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;-1,0;319749;1957953;3678500;5400324;7208201;9016124;10824086;12632087;14440136;16248243;18056419;19864676;21673027;23481486;25290068;-1,0;319727;408577;498221;589397;681395;773425;865471;957525;1049587;1141657;1233735;1325821;1417915;1510017;1602127;-1,0;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;-1,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;-1,14500305;69969257;128114726;186272644;247195556;308122664;369049776;429976890;491649620;557918092;624452911;690991924;757530949;824078356;890629963;957189955;-1
517,9.53873;6.962931;8.225627;8.997473;10.573461;11.449303;12.459552;13.811316;14.558677;15.498491;16.50009;17.555441;18.910483;19.607206;20.538877;-1,0.382424;0.302872;0.270471;0.821451;1.045089;1.082126;1.109133;1.173055;1.202841;1.312007;1.303268;1.587436;1.473018;1.487366;1.564885;-1,429;429;429;429;429;429;429;429;429;429;429;429;429;429;429;-1,0;326016;1996667;3750809;5506252;7522243;9538769;11555295;13571821;15588347;17604873;19621399;21637925;23654451;25670977;-1,0;325963;415970;506779;599162;692945;786727;880509;974291;1068073;1161855;1255637;1349419;1443201;1536983;-1,0;24;24;24;24;24;24;24;24;24;24;24;24;24;24;-1,32;8;8;8;8;8;8;8;8;8;8;8;8;8;8;-1,32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;-1,14791262;71338259;130604036;189873848;257523289;325193860;392860223;460530794;528430753;601876581;675773075;749669566;823561857;897458349;971354840;-1
518,9.715468;4.206197;5.694197;6.245752;7.297166,0.389102;0.084846;0.148435;0.16408;1.959363,430;430;430;430;430,0;329865;579076;912366;1246974,0;329864;420096;511137;603748,0;1;1;1;1,10;9;9;9;9,10;10;10;10;10,14975228;26052610;39865684;53682792;67520960
519,8.182887;7.718921;8.583703;9.816351,0.324765;0.235616;0.275216;2.452758,422;422;422;422,0;294065;2479077;4743612,0;294066;376566;459855,0;3;3;3,15;12;12;12,15;15;15;15,13293899;86031422;161352437;236685884
520,9.58133;5.725331;6.836902;7.727284,0.383425;0.162418;0.227298;2.019948,433;433;433;433,0;325911;1363666;2484909,0;325905;415606;506095,0;7;7;7,7;0;0;0,7;7;7;7,14787028;51072783;90077305;129085869
521,9.593599;4.779318;5.852865;6.782353;7.874918;8.983446;9.908748;10.842371;11.83645;12.829873;14.310301;14.79413;15.840623;16.585041;17.777641;18.941385;19.568442;20.57037;21.469941;-1,0.378627;0.120317;0.178226;0.297101;0.353531;0.369597;0.402418;0.413424;0.446578;0.454726;0.480945;0.487169;0.513611;0.544688;0.572187;0.573528;0.604187;0.6196;0.633594;-1,432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;-1,0;323773;882622;1524381;2167377;2896964;3626575;4356222;5085919;5815682;6545529;7275480;8005557;8735784;9466187;10196794;10927635;11658742;12390149;-1,0;323696;412487;502065;593135;684992;776851;868712;960575;1052440;1144307;1236176;1328047;1419920;1511795;1603672;1695551;1787432;1879315;-1,0;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;-1,27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;-1,14688521;35617736;59248799;82883906;109305128;135730557;162155984;188585616;215109459;243640394;272441859;301243318;330057373;358875620;387702260;416541489;445389109;474249314;503126305;-1
522,9.921633;8.813575;9.830527;10.796862;12.592047;13.227885;14.252511;15.711966;16.312244;17.366392;18.767329;19.488927;-1,0.395955;0.294844;0.347054;0.688106;0.830359;0.861012;0.933157;1.045208;1.088493;1.474287;1.907208;3.082529;-1,447;447;447;447;447;447;447;447;447;447;447;447;-1,0;334949;2868272;5486939;8107441;10905898;13705558;16506058;19307692;22110668;24915492;27722567;-1,0;334973;428755;523354;619558;717175;814795;912419;1010047;1107679;1205315;1302955;-1,0;9;9;9;9;9;9;9;9;9;9;9;-1,87;78;78;78;78;78;78;78;78;78;78;78;-1,87;87;87;87;87;87;87;87;87;87;87;87;-1,15222940;99514638;186580068;273666262;366480992;459337812;552236579;645181470;739524385;840828370;942597398;1044487913;-1
523,9.92702;4.26262,0.399097;1.177982,437;437,0;334468,0;334469,0;1,7;6,7;7,15189202;26422873
524,10.108615;4.315535,0.407585;1.401804,434;434,0;339126,0;339122,0;1,7;6,7;7,15407425;26797373
525,9.540437;4.758585;5.805365;6.75414;7.841446;8.839979;9.987136;10.823867;11.780832;13.126383;13.744436;14.685941;15.626443;16.59063;17.5679;18.940854;19.578324;20.895848;21.446044;-1,0.371009;0.121876;0.181884;0.278238;0.355934;0.517509;0.39921;0.415312;0.448093;0.456263;0.483281;0.493002;0.512278;0.535682;0.581815;0.573647;0.610906;0.611911;0.63695;-1,434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;-1,0;323049;881837;1522965;2165383;2893831;3622291;4350769;5079272;5807808;6536386;7265016;7993709;8722477;9451333;10180291;10909366;11638574;12367932;-1,0;323028;411754;501281;592363;684256;776150;868045;959941;1051838;1143736;1235635;1327535;1419436;1511338;1603241;1695145;1787050;1878956;-1,0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-1,10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-1,14654321;35583514;59189230;82803190;109186343;135569495;161952646;188335795;214813279;243297797;272044484;300795362;329546236;358305508;387068963;415832434;444604289;473384536;502168974;-1
526,10.635643;4.485505;5.646348;6.660371;8.132784;8.740141;9.805891;10.834832;11.83828;12.981002;14.129736;15.173858;16.140337;17.284464;18.300673;19.316423;20.342233;21.357879;-1,0.453062;0.09238;0.162081;0.172504;0.19039;0.207981;0.213295;0.227382;0.237338;0.265605;0.26351;0.274215;0.286366;0.314567;0.304294;0.323541;0.325526;0.34294;-1,448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;-1,0;353828;620636;978007;1336697;1695913;2055129;2414345;2773561;3132777;3491993;3851209;4210425;4569641;4928857;5288073;5647289;6006505;-1,0;353828;450196;547390;646166;745468;844770;944072;1043374;1142676;1241978;1341280;1440582;1539884;1639186;1738488;1837790;1937092;-1,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1,16092155;27950974;42756881;57566822;72393615;87224618;102055619;116935688;132839764;148838053;164934746;181027236;197119725;213216416;229308905;245401395;261493884;277590575;-1
527,8.789173;9.79805;10.781206;11.645125;13.223343;14.103114;15.040069;16.121732;17.0016;18.003512;18.947884;19.924377;20.872182;21.865448;-1,0.342158;0.326032;0.377692;1.317411;1.518882;1.57926;1.628075;1.721078;1.749128;1.862891;2.141882;1.980469;2.161012;2.158389;-1,427;427;427;427;427;427;427;427;427;427;427;427;427;427;-1,0;307990;3527348;6825663;10125261;13753520;17382453;21011609;24641076;28270954;31901355;35532403;39164234;42796996;-1,0;307981;393955;480698;568952;658847;748745;838647;928553;1018463;1108377;1198295;1288217;1378143;-1,0;6;6;6;6;6;6;6;6;6;6;6;6;6;-1,24;18;18;18;18;18;18;18;18;18;18;18;18;18;-1,24;24;24;24;24;24;24;24;24;24;24;24;24;24;-1,13952494;119910088;228438468;336975088;456085562;575221331;694369655;813530507;932716479;1055056817;1184934510;1315271633;1445658891;1576104636;-1
