index,models,steps,total_wall,total_cpu,mem_start_mb,mem_end_mb,mem_delta_mb,wall_ground_list,cpu_ground_list,wall_solve_list,cpu_solve_list,herbrand_list,rules_list,atoms_list,rel_facts_list,rel_nonfacts_list,rel_total_list,aspif_bytes_list,mem_grounding_mb_list,mem_solve_mb_list
-1,1,88,73.44,77.969,24.26,401.8,377.54,0.02801;0.028461;0.026924;0.027714;0.028218;0.028584;0.028594;0.027628;0.029597;0.027365;0.032676;0.029374;0.02894;0.029662;0.030558;0.030355;0.029765;0.030268;0.029733;0.033393;0.032967;0.034247;0.033156;0.032798;0.031424;0.037567;0.036531;0.034304;0.03521;0.04015;0.038294;0.043597;0.037515;0.036328;0.035894;0.037824;0.036907;0.040673;0.037697;0.037939;0.037028;0.039602;0.040418;0.04008;0.041107;0.040502;0.045922;0.048994;0.041525;0.044642;0.050906;0.04721;0.044979;0.045882;0.055779;0.045027;0.047346;0.045975;0.047193;0.054733;0.046371;0.049141;0.060529;0.048529;0.063215;0.049605;0.051919;0.052143;0.052149;0.056019;0.057499;0.052445;0.060171;0.061057;0.066894;0.069748;0.063021;0.055369;0.059284;0.063633;0.062107;0.06245;0.061983;0.069132;0.062999;0.06869;0.06725;0.067661,0.03125;0.03125;0.03125;0.015625;0.03125;0.03125;0.03125;0.03125;0.03125;0.03125;0.03125;0.03125;0.015625;0.03125;0.03125;0.03125;0.03125;0.03125;0.03125;0.03125;0.03125;0.046875;0.03125;0.03125;0.03125;0.046875;0.03125;0.03125;0.03125;0.03125;0.03125;0.046875;0.03125;0.03125;0.03125;0.03125;0.03125;0.046875;0.046875;0.03125;0.03125;0.046875;0.046875;0.046875;0.046875;0.03125;0.046875;0.0625;0.046875;0.03125;0.046875;0.046875;0.046875;0.046875;0.046875;0.046875;0.046875;0.046875;0.046875;0.03125;0.046875;0.046875;0.0625;0.046875;0.0625;0.0625;0.046875;0.046875;0.046875;0.0625;0.0625;0.046875;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.078125;0.0625;0.0625;0.0625;0.0625,0.003182;0.001937;0.001886;0.002997;0.003138;0.002327;0.003124;0.002967;0.003405;0.003135;0.003717;0.003814;0.004033;0.004442;0.005397;0.005762;0.005429;0.005675;0.005324;0.007111;0.005994;0.006582;0.006911;0.007443;0.008724;0.007759;0.007241;0.00726;0.007595;0.010617;0.008187;0.011957;0.009121;0.008978;0.009594;0.010408;0.009932;0.011015;0.011143;0.012857;0.011846;0.016376;0.012264;0.012406;0.013916;0.012944;0.014892;0.015449;0.014544;0.015903;0.015377;0.016461;0.016001;0.027984;0.01751;0.019015;0.019349;0.022201;0.024414;0.020487;0.021903;0.026417;0.021789;0.023833;0.024486;0.033614;0.02514;0.033074;0.02882;0.027892;0.030375;0.028138;0.028345;0.029161;0.029689;0.031655;0.033523;0.03539;0.035903;0.057979;0.035721;0.034878;0.040987;0.037973;0.037966;0.04217;0.043579;0.125773,0.0;0.0;0.03125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015625;0.0;0.0;0.015625;0.0;0.0;0.0;0.015625;0.015625;0.0;0.0;0.015625;0.0;0.0;0.0;0.09375;0.015625;0.015625;0.015625;0.0;0.234375;0.015625;0.0;0.015625;0.015625;0.0;0.015625;0.015625;0.078125;0.0;0.015625;0.015625;0.0;0.234375;0.015625;0.0;0.015625;0.015625;0.015625;0.015625;0.015625;0.1875;0.203125;0.015625;0.015625;0.1875;0.015625;0.015625;0.015625;0.015625;0.140625;0.203125;0.015625;0.015625;0.25;0.25;0.234375;0.0625;0.03125;0.03125;0.03125;0.21875;0.03125;0.03125;0.203125;0.03125;0.171875;0.140625;0.421875;0.21875;0.21875;0.234375;0.25;0.25;0.265625;0.25;0.640625,51;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89,0;4928;9757;14594;19437;24286;29143;34009;38884;43766;48656;53556;58465;63382;68305;73233;78165;83101;88041;92984;97929;102876;107824;112773;117723;122674;127626;132579;137533;142488;147444;152401;157359;162318;167278;172239;177201;182164;187128;192093;197059;202028;207000;211977;216960;221950;226947;231952;236964;241981;247003;252030;257062;262099;267141;272188;277240;282297;287361;292431;297508;302594;307687;312788;317897;323013;328136;333266;338402;343544;348691;353842;358996;364153;369314;374479;379647;384818;389993;395172;400354;405539;410727;415918;421112;426309;431511;436718,0;4928;7245;9589;11965;14377;16831;19333;21881;24471;27109;29797;32529;35295;38087;40901;43735;46589;49461;52345;55237;58135;61037;63943;66853;69767;72685;75607;78533;81463;84397;87335;90277;93223;96173;99127;102085;105047;108013;110983;113961;116951;119957;122985;126045;129143;132279;135455;138665;141901;145161;148445;151753;155085;158441;161821;165225;168657;172121;175617;179149;182721;186331;189977;193659;197375;201123;204901;208707;212539;216393;220263;224145;228041;231953;235879;239817;243769;247737;251719;255713;259719;263737;267767;271809;275867;279945;284047,766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766,194065;393823;589351;797149;1013309;1225247;1437182;1653330;1865258;2081399;2301684;2517752;2738030;2954094;3174370;3394644;3610704;3830976;4051247;4271518;4491788;4712058;4928115;5148385;5368654;5588924;5809193;6029462;6249730;6469998;6690267;6910535;7130802;7351070;7571337;7791604;8011871;8232137;8452403;8672669;8892934;9117411;9349885;9590754;9827406;10064054;10304909;10541551;10782400;11023248;11259883;11500726;11741567;11982406;12223242;12464077;12704909;12945738;13190775;13431598;13672417;13917444;14162467;14403276;14648293;14893307;15138319;15383328;15632545;15877550;16122553;16367556;16616767;16861767;17110976;17355974;17605180;17850175;18099380;18348583;18593575;18842776;19091976;19336965;19586163;19835359;20084553;20333744,26.35;28.08;29.86;30.63;31.48;32.45;33.51;34.57;36.84;38.36;41.15;42.09;45.38;46.73;49.98;51.55;57.66;59.24;61.03;62.48;68.25;70.71;72.95;75.23;76.97;81.48;84.41;87.32;89.52;92.51;94.43;96.64;103.26;105.82;110.13;113.45;116.14;117.87;122.12;123.98;126.33;129.56;136.66;137.92;140.26;148.46;153.0;158.05;160.55;163.38;165.61;169.43;172.41;174.62;186.34;191.98;200.88;205.98;209.85;213.66;216.22;220.98;225.51;228.83;234.1;240.09;248.06;258.05;245.89;255.34;264.18;271.85;277.22;286.04;292.56;297.03;306.13;296.03;307.04;310.31;318.82;327.16;333.7;340.34;346.52;354.08;359.85;366.26,26.71;28.65;29.88;30.65;31.52;32.72;34.08;35.8;38.04;40.2;41.76;45.17;46.28;49.95;51.13;57.25;59.21;60.98;61.39;68.22;69.64;72.59;75.0;76.96;80.24;84.3;87.07;89.1;91.6;94.24;96.62;102.91;105.69;110.02;113.33;116.13;116.86;121.3;123.89;126.26;129.56;136.59;137.9;140.21;148.34;152.88;156.05;160.52;163.27;165.62;169.32;172.41;174.56;186.24;191.94;200.77;205.95;209.74;213.54;216.1;220.93;225.5;228.84;233.98;240.02;247.88;257.98;244.86;254.59;263.65;271.32;276.54;285.21;290.09;296.65;305.76;294.8;306.96;309.89;317.69;326.06;333.12;339.86;345.96;353.43;359.71;366.05;401.8
