index,steps,rules,atoms,variables,sccs,t_solve_list,t_ground_list,t_parse_list,mem_start_bytes_list,mem_solve_bytes_list,ground_file_bytes_list
1,17,387185,235120,47600,0,0s;0.003s;0.015s;0.034s;0.04s;0.063s;0.066s;0.078s;0.092s;0.105s;0.126s;0.14s;0.16s;0.166s;0.179s;0.19s;0.203s;1.568s,0.01s;0.058s;0.1s;0.152s;0.213s;0.244s;0.292s;0.332s;0.385s;0.431s;0.5s;0.519s;0.571s;0.628s;0.684s;0.762s;0.785s;0.881s,0s;0.001s;0.001s;0s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0s;0.001s;0.001s;0.001s;0.001s;0.001s;0s;0s,23707648;24260608;24358912;24920064;25468928;26013696;26554368;27099136;27635712;28262400;28839936;29425664;30003200;30621696;31203328;31797248;32374784;32964608,23932928;24260608;24383488;24940544;25485312;26021888;26570752;27107328;27652096;28274688;28856320;29437952;30019584;30633984;31223808;31805440;32395264;90009600,149895;658650;1243179;1810128;2377077;2944026;3510975;4077924;4725759;5327473;5932981;6538491;7179965;7788471;8396978;9005485;9614106;10252598
