index,models,steps,total_wall,total_cpu,mem_start_bytes,mem_end_bytes,mem_delta_bytes,wall_ground_list,cpu_ground_list,wall_solve_list,cpu_solve_list,consts_size_list,rules_list,atoms_list,rel_facts_list,rel_nonfacts_list,rel_total_list,aspif_bytes_list,mem_grounding_mb_list,mem_solve_mb_list
1,1,18,6.219,6.516,24670208,136773632,106.91,0.087622;0.182198;0.185886;0.184947;0.18611;0.188544;0.191677;0.199893;0.211341;0.222786;0.235879;0.25286;0.274137;0.300083;0.326465;0.359057;0.391588;0.433298,0.09375;0.1875;0.1875;0.1875;0.1875;0.1875;0.1875;0.203125;0.203125;0.21875;0.234375;0.234375;0.28125;0.296875;0.328125;0.359375;0.375;0.4375,0.00281;0.003213;0.002245;0.003529;0.003836;0.004189;0.004571;0.004257;0.005837;0.006439;0.007111;0.008475;0.008258;0.012921;0.012164;0.016123;0.013142;0.048534,0.0;0.0;0.0;0.015625;0.0;0.0;0.0;0.015625;0.015625;0.046875;0.015625;0.0;0.015625;0.015625;0.109375;0.015625;0.015625;0.28125,31;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,0;4070;13069;22076;31091;40118;49161;58224;67311;76425;85568;94743;103953;113199;122481;131799;141154;150547,0;4070;7870;11705;15604;19599;23722;28005;32478;37163;42078;47245;52682;58395;64384;70651;77202;84041,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,171870;524662;893882;1275355;1656818;2038270;2419708;2805347;3190968;3580787;3974691;4372785;4770858;5168908;5571150;5977584;6379781;6790384,25.17;27.99;29.98;31.25;32.45;34.11;36.46;38.9;41.88;45.59;51.67;59.3;66.98;72.18;81.81;89.76;105.34;112.73,25.55;28.15;30.0;31.28;32.69;34.9;38.05;41.27;45.32;50.64;58.75;67.0;70.56;80.81;89.07;104.48;112.65;130.44
