index,steps,rules,atoms,variables,sccs,t_solve_list,t_ground_list,t_parse_list,mem_start_bytes_list,mem_solve_bytes_list,ground_file_bytes_list
-14,45,1,-1,-1,-1,0s;0.021s;0.451s;0.723s;0.933s;1.281s;1.296s;1.892s;2.321s;2.497s;2.627s;4.306s;3.704s;3.975s;4.283s;4.52s;4.755s;4.943s;5.089s;5.384s;6.142s;6.237s;7.027s;7.484s;7.409s;7.773s;8.02s;8.195s;8.582s;8.854s;9.557s;9.663s;9.844s;10.123s;10.441s;10.565s;10.795s;11.176s;11.363s;11.356s;11.43s;11.554s;11.593s;12.311s;12.067s;-1,0.106s;0.501s;1.006s;1.262s;1.7s;2.104s;2.632s;2.908s;3.481s;3.674s;4.124s;4.276s;4.071s;4.252s;4.279s;4.598s;4.627s;5.076s;5.266s;5.459s;5.711s;6.116s;6.39s;6.58s;6.741s;6.981s;7.023s;7.499s;7.694s;7.939s;8.477s;9.102s;9.312s;9.416s;9.997s;10.131s;10.426s;10.966s;11.394s;10.628s;10.892s;11.134s;12.287s;12.07s;12.217s;-1,0s;0s;0s;0s;0s;0s;0.005s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0.001s;0s;0s;0s;0s;0s;0s;0.001s;0s;0s;0s;0s;0s;0s;0s;0.004s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0s;-1,28147712;29843456;34443264;36847616;44892160;50053120;52338688;57499648;65527808;70688768;73564160;82382848;87904256;90554368;98947072;104468480;107122688;112644096;121036800;126558208;129359872;138014720;143794176;146706432;155357184;161140736;164048896;169832448;178483200;184266752;187174912;195825664;201609216;204517376;213172224;218951680;221863936;227643392;236269568;241897472;244649984;253149184;258772992;261529600;270028800;-1,28147712;29843456;34443264;36851712;44892160;50053120;52350976;57503744;65527808;70688768;73576448;82382848;87904256;90558464;98947072;104468480;107134976;112648192;121036800;126558208;129372160;138014720;143794176;146710528;155357184;161140736;164061184;169836544;178483200;184266752;187187200;195825664;201609216;204521472;213172224;218951680;221876224;227647488;236269568;241897472;244662272;253149184;258772992;261533696;270028800;-1,1783090;6605676;12137340;17540781;22929378;28317975;33706572;39095169;44483766;50461317;56638005;62390089;68142172;73894255;79646338;85398422;91150506;96902590;102654674;108557552;114568701;120579850;126590999;132602148;138613297;144624446;150635595;156646744;162657893;168669042;174680191;180691340;186702489;192713638;198724787;204735936;210747085;216732608;222588315;228444022;234299729;240155436;246011143;251866850;257722557;-1
-15,40,1,-1,-1,-1,0s;0.018s;0.288s;0.565s;0.729s;0.911s;1.086s;1.287s;1.361s;2.074s;2.299s;2.606s;2.795s;3.011s;3.299s;3.341s;3.553s;3.969s;4.388s;4.902s;4.82s;4.669s;4.805s;4.906s;6.654s;5.315s;7.041s;8.688s;7.188s;11.673s;7.683s;7.887s;8.066s;8.01s;12.115s;13.299s;9.79s;11.456s;18.164s;17.055s;-1,0.094s;0.357s;0.652s;0.905s;1.285s;1.677s;1.839s;2.072s;2.385s;2.566s;2.755s;3.115s;3.347s;3.532s;3.719s;3.955s;4.133s;4.38s;4.531s;4.86s;4.766s;5.436s;5.313s;5.541s;5.774s;6.497s;6.844s;6.669s;6.786s;7.003s;7.542s;7.67s;7.976s;7.899s;8.62s;9.371s;9.841s;9.514s;10.227s;10.075s;-1,0s;0s;0s;0s;0s;0s;0s;0.002s;0s;0s;0.001s;0s;0.005s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0.001s;0s;0s;0s;0s;0s;0s;0.005s;0s;0s;0s;0s;0s;0s;0s;0s;0s;-1,28127232;26828800;31006720;38670336;43433984;45264896;52838400;57540608;59371520;64073728;71663616;77049856;79593472;87498752;92532736;94695424;102600704;107634688;109797376;114831360;122736640;127770624;130084864;138223616;143495168;145891328;154030080;159301632;161697792;166969344;175108096;180375552;182775808;190914560;196186112;198582272;206721024;211992576;214388736;219660288;-1,28127232;26836992;31019008;38670336;43433984;45268992;52838400;57540608;59383808;64077824;71663616;77049856;79605760;87498752;92532736;94699520;102600704;107634688;109809664;114835456;122736640;127770624;130097152;138223616;143495168;145895424;154030080;159301632;161710080;166973440;175108096;180375552;182788096;190914560;196186112;198586368;206721024;211992576;214401024;219664384;-1,1661162;6035757;11037365;16009973;20921477;25832981;30744485;35655989;40567493;45496201;51093007;56718136;61961552;67204967;72448382;77691797;82935213;88178629;93422045;98665461;103908877;109302267;114780728;120259189;125737650;131216111;136694572;142173033;147651494;153129955;158608416;164086877;169565338;175043799;180522260;186000721;191479182;196957643;202436104;207914565;-1
-16,41,1,-1,-1,-1,0s;0.027s;0.277s;0.598s;0.867s;1.151s;1.449s;1.725s;1.996s;2.229s;2.579s;2.806s;3.107s;3.44s;3.79s;3.912s;4.098s;4.488s;4.67s;4.88s;5.298s;5.573s;5.829s;6.083s;6.399s;6.669s;8.693s;10.734s;10.466s;10.638s;11.369s;12.121s;13.334s;14.505s;15.034s;12.974s;14.298s;10.334s;15.006s;17.433s;17.761s;-1,0.1s;0.505s;0.808s;1.105s;1.489s;1.671s;2.091s;2.279s;2.461s;2.874s;3.33s;3.115s;3.45s;3.568s;3.855s;3.931s;4.045s;4.576s;4.427s;4.593s;4.987s;5.055s;5.191s;5.474s;6.075s;6.089s;6.132s;6.496s;6.948s;6.881s;7.187s;7.626s;8.066s;8.055s;7.945s;8.301s;8.531s;10.006s;10.412s;10.672s;10.135s;-1,0s;0s;0s;0s;0s;0s;0.002s;0s;0s;0s;0s;0.005s;0.005s;0.004s;0s;0.001s;0.001s;0.001s;0.001s;0s;0s;0s;0s;0s;0s;0.001s;0s;0s;0.002s;0.002s;0s;0.001s;0s;0s;0s;0s;0.001s;0.001s;0s;0s;0s;-1,28131328;29679616;33767424;38453248;43130880;47734784;52338688;54075392;58679296;63287296;67891200;75829248;81321984;83382272;91185152;96116736;98177024;105979904;110911488;112967680;117899264;125702144;130674688;132964352;140996608;146157568;148447232;156479488;161640448;163930112;169091072;177123328;182284288;184573952;192606208;197767168;200056832;208089088;213250048;215539712;220700672;-1,28131328;29679616;33767424;38453248;43130880;47734784;52338688;54079488;58687488;63291392;67903488;75829248;81321984;83386368;91185152;96116736;98189312;105979904;110911488;112971776;117911552;125702144;130674688;132968448;140996608;146157568;148459520;156479488;161640448;163934208;169103360;177123328;182284288;184578048;192606208;197767168;200069120;208089088;213250048;215543808;220712960;-1,1632432;5912264;10801835;15683921;20494817;25305713;30116609;34927505;39738401;44549297;49821784;55519186;60655386;65791585;70927784;76063984;81200183;86336383;91472583;96608783;101744983;106921952;112288157;117654362;123020567;128386772;133752977;139119182;144485387;149851592;155217797;160584002;165950207;171316412;176682617;182048822;187415027;192781232;198147437;203513642;208879847;-1
-17,45,1,-1,-1,-1,0.003s;0.021s;0.343s;0.623s;0.795s;1.476s;1.829s;2.162s;2.527s;2.837s;3.174s;3.498s;3.696s;4.103s;4.455s;4.837s;5.653s;7.005s;7.352s;8.853s;8.573s;8.964s;8.852s;9.048s;10.089s;10.103s;10.105s;10.909s;10.392s;10.559s;12.328s;12.774s;11.834s;11.84s;13.093s;12.285s;13.528s;13.372s;13.14s;14.075s;13.843s;13.694s;13.58s;13.686s;14.236s;-1,0.096s;0.418s;0.765s;1.123s;1.473s;1.825s;2.377s;2.387s;2.686s;3.251s;3.237s;3.466s;3.661s;3.902s;4.676s;4.908s;5.679s;5.425s;5.32s;6.603s;5.691s;5.959s;6.227s;6.569s;6.795s;7.153s;7.175s;7.223s;7.509s;7.899s;8.376s;9.516s;9.604s;9.28s;10.476s;9.94s;10.378s;11.322s;11.253s;11.514s;11.956s;12.365s;12.73s;13.125s;13.612s;-1,0s;0s;0.001s;0s;0s;0s;0s;0s;0s;0s;0s;0.001s;0s;0s;0s;0s;0.002s;0s;0.005s;0s;0.003s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0.001s;0s;0s;0s;0s;0s;0.001s;0s;-1,28135424;26984448;34492416;39854080;42221568;47431680;55496704;60710912;63066112;71139328;77053952;80113664;88543232;94121984;96845824;102424576;110858240;116436992;119160832;127594496;133378048;136364032;145059840;150896640;153882624;159723520;168419328;174260224;177246208;185937920;191778816;194764800;203460608;209301504;212287488;218124288;226820096;232660992;235560960;244097024;249782272;252608512;261148672;266829824;269660160;-1,28135424;26992640;34492416;39854080;42233856;47435776;55496704;60710912;63078400;71139328;77053952;80117760;88543232;94121984;96858112;102428672;110858240;116436992;119173120;127594496;133378048;136368128;145059840;150896640;153894912;159727616;168419328;174260224;177258496;185937920;191778816;194768896;203460608;209301504;212299776;218128384;226820096;232660992;235573248;244097024;249782272;252612608;261148672;266829824;269672448;-1,1807642;6682027;12275827;17727434;23170953;28614472;34057991;39501510;44950190;51097757;57243408;63054072;68864735;74675398;80486061;86296725;92107389;97918053;103728717;109743326;115815695;121888064;127960433;134032802;140105171;146177540;152249909;158322278;164394647;170467016;176539385;182611754;188684123;194756492;200828861;206901230;212973599;218958146;224873489;230788832;236704175;242619518;248534861;254450204;260365547;-1
-18,44,1,-1,-1,-1,0.002s;0.02s;0.178s;0.529s;0.763s;1.012s;1.201s;1.36s;1.503s;1.595s;1.796s;2.65s;2.877s;3.028s;3.258s;3.512s;3.771s;3.91s;4.278s;4.622s;5.272s;6.385s;6.404s;5.754s;6.148s;6.335s;6.508s;6.777s;7s;7.382s;7.819s;7.983s;10.053s;9.653s;12.403s;10.144s;10.31s;10.652s;11.072s;11.219s;11.527s;11.844s;16.102s;16.593s;-1,0.085s;0.357s;0.635s;0.878s;1.271s;1.581s;2.031s;2.163s;2.162s;2.44s;2.813s;3.061s;3.142s;3.32s;3.558s;3.792s;4.094s;4.198s;4.118s;4.472s;4.829s;4.708s;5.05s;5.348s;5.966s;5.974s;6.075s;6.347s;6.662s;6.613s;7.533s;7.299s;8.56s;8.065s;8.339s;8.518s;8.54s;8.513s;9.014s;9.329s;9.761s;9.651s;10.444s;12.308s;-1,0s;0s;0s;0s;0s;0s;0.001s;0.005s;0s;0s;0.001s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0.003s;0s;0s;0s;0s;0s;0.002s;0.002s;0s;0.005s;0s;0s;0s;0s;0s;0s;0s;-1,25284608;29679616;33718272;38354944;40136704;47554560;52113408;53821440;61235200;65798144;67506176;72421376;80797696;85680128;87711744;95449088;100331520;102359040;110100480;114982912;117010432;121892864;129634304;134737920;136994816;144957440;150069248;152326144;160292864;165404672;167661568;172769280;180736000;185847808;188104704;196071424;201183232;203440128;211402752;216514560;218771456;223883264;231849984;236961792;-1,25284608;29679616;33718272;38354944;40148992;47554560;52113408;53825536;61235200;65798144;67518464;72425472;80797696;85680128;87724032;95449088;100331520;102363136;110100480;114982912;117022720;121896960;129634304;134737920;137007104;144957440;150069248;152330240;160292864;165404672;167673856;172773376;180736000;185847808;188116992;196071424;201183232;203444224;211402752;216514560;218783744;223887360;231849984;236961792;-1,1633280;5870949;10710566;15548742;20313184;25077626;29842068;34606510;39370952;44135394;49254693;54980682;60067269;65153855;70240441;75327028;80413614;85500201;90586788;95673375;100759962;105846548;111153490;116467782;121782074;127096366;132410658;137724950;143039242;148353534;153667826;158982118;164296410;169610702;174924994;180239286;185553578;190867870;196182162;201496454;206810746;212125038;217439330;222625690;-1
-19,48,1,-1,-1,-1,0s;0.022s;0.2s;0.362s;0.981s;1.226s;1.386s;1.614s;2.614s;2.948s;3.427s;3.76s;4.132s;3.889s;4.884s;4.949s;5.148s;5.889s;5.678s;5.673s;4.943s;5.25s;5.317s;5.444s;5.675s;6.099s;6.164s;6.213s;6.431s;6.76s;6.814s;6.885s;9.922s;9.794s;11.499s;11.323s;10.868s;12.116s;11.426s;14.279s;8.152s;8.357s;8.521s;8.618s;11.808s;12.825s;15.929s;15.08s;-1,0.094s;0.427s;0.807s;1.061s;1.431s;2.001s;2.066s;2.649s;2.752s;3.053s;3.284s;3.733s;3.932s;4.13s;4.297s;5.002s;4.718s;4.993s;5.111s;5.546s;5.033s;5.011s;5.268s;5.39s;6.005s;5.871s;5.877s;6.198s;6.656s;6.589s;7.063s;7.204s;9.946s;9.859s;10.505s;10.399s;10.484s;9.416s;11.993s;13.23s;11.678s;9.313s;9.782s;9.595s;10.172s;10.839s;12.801s;13.18s;-1,0s;0.002s;0s;0s;0s;0s;0s;0s;0.001s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0s;0.002s;0s;0s;0s;0s;0s;0s;0s;0.001s;0s;0s;0s;0.001s;0s;0s;0s;0.001s;0.005s;0s;0s;0s;0s;0s;0s;0s;0s;0.001s;-1,25300992;29683712;33730560;38379520;40173568;44740608;52150272;56725504;61292544;63012864;67579904;75362304;80887808;85778432;87818240;92708864;100442112;105340928;110231552;112271360;117161984;124903424;129789952;134905856;137175040;142295040;150253568;155381760;160497664;162766848;167886848;175853568;180973568;186089472;188358656;193478656;201437184;206565376;211685376;213950464;219070464;227037184;232157184;237277184;239411200;244391936;252215296;257204224;-1,25300992;29683712;33730560;38379520;40185856;44744704;52150272;56725504;61292544;63016960;67592192;75362304;80887808;85778432;87830528;92712960;100442112;105340928;110231552;112275456;117174272;124903424;129789952;134905856;137187328;142299136;150253568;155381760;160497664;162770944;167899136;175853568;180973568;186089472;188370944;193482752;201437184;206565376;211685376;213954560;219082752;227037184;232157184;237277184;239423488;244396032;252215296;257204224;-1,1633610;5876823;10723556;15568354;20339622;25110890;29882158;34653426;39424694;44195962;49332287;55059670;60153575;65247479;70341384;75435288;80529192;85623097;90717002;95810907;100904812;105998717;111317346;116639156;121960966;127282776;132604586;137926396;143248206;148570016;153891826;159213636;164535446;169857256;175179066;180500876;185822686;191144496;196466306;201788116;207109926;212431736;217753546;222942300;228127364;233312428;238497492;243682556;-1
-20,47,1,-1,-1,-1,0.002s;0.021s;0.286s;0.472s;0.602s;0.706s;0.773s;0.958s;1.462s;1.561s;1.852s;1.962s;2.363s;2.573s;4.058s;4.838s;5.653s;6.239s;6.12s;6.826s;7.771s;7.987s;8.622s;9.68s;10.298s;10.234s;11.916s;10.706s;8.552s;8.842s;9.187s;9.431s;9.849s;10.108s;10.48s;10.625s;10.872s;11.174s;11.507s;11.809s;12.358s;12.517s;13.138s;13.034s;13.481s;13.374s;15.422s;-1,0.073s;0.371s;0.649s;0.967s;1.442s;1.594s;1.86s;2.215s;2.349s;2.588s;2.889s;3.128s;3.374s;3.583s;3.879s;4.092s;4.421s;4.826s;4.818s;5.064s;5.201s;5.166s;5.412s;5.757s;6.192s;6.293s;6.306s;7.045s;6.972s;6.923s;7.266s;7.446s;7.75s;7.985s;8.304s;8.5s;8.631s;8.932s;9.172s;9.32s;9.655s;9.982s;10.087s;10.548s;11.061s;10.952s;12.524s;-1,0.001s;0s;0s;0s;0.001s;0s;0.001s;0s;0s;0s;0.002s;0.005s;0s;0.005s;0.001s;0s;0s;0.001s;0s;0.001s;0s;0.001s;0s;0s;0.001s;0s;0s;0.001s;0s;0s;0s;0.001s;0.001s;0s;0s;0.002s;0s;0s;0.001s;0s;0s;0s;0s;0s;0s;0.001s;0.005s;-1,28160000;26935296;31219712;36134912;43819008;48640000;53452800;55435264;60243968;67887104;72740864;78667776;80990208;86142976;94117888;99278848;104427520;106749952;111902720;119885824;125038592;130224128;132784128;138178560;146395136;151793664;157188096;159748096;165142528;173367296;178757632;184152064;186712064;192106496;200323072;205721600;211116032;213676032;219070464;227295232;232685568;238039040;240459776;245706752;253775872;259035136;264282112;-1,28160000;26943488;31227904;36134912;43823104;48640000;53452800;55435264;60252160;67887104;72740864;78667776;80998400;86142976;94121984;99278848;104427520;106749952;111910912;119885824;125038592;130224128;132792320;138178560;146399232;151793664;157188096;159748096;165150720;173367296;178757632;184152064;186720256;192106496;200327168;205721600;211116032;213676032;219078656;227295232;232685568;238039040;240467968;245706752;253779968;259035136;264282112;-1,1693469;6176127;11306014;16382581;21409444;26436307;31463170;36490033;41516896;46584299;52725673;58092086;63458499;68824911;74191323;79557735;84924148;90290561;95656974;101023387;106422529;112029687;117636845;123244003;128851161;134458319;140065477;145672635;151279793;156886951;162494109;168101267;173708425;179315583;184922741;190529899;196137057;201744215;207351373;212958531;218526293;223989001;229451709;234914417;240377125;245839833;251302541;-1
-21,4,1,-1,-1,-1,0.007s;0.139s;7.139s;18.501s;-1,0.664s;2.818s;4.464s;6.002s;-1,0s;0.001s;0s;0s;-1,23871488;32702464;56897536;84209664;-1,24137728;32714752;56913920;84275200;-1,8964447;34211812;62620652;91200618;-1
-22,4,1,-1,-1,-1,0.007s;0.139s;9.108s;18.333s;-1,0.706s;2.877s;4.656s;6.208s;-1,0s;0s;0.001s;0s;-1,24387584;33607680;57081856;85397504;-1,24391680;32923648;57098240;85360640;-1,8963927;34248920;62702249;91324556;-1
-23,5,1,-1,-1,-1,0.007s;0.153s;7.571s;14.372s;21.393s;-1,0.898s;3.141s;5s;6.294s;7.75s;-1,0s;0s;0.001s;0.001s;0.001s;-1,25346048;32960512;57155584;85491712;112979968;-1,25346048;32980992;57171968;85491712;112979968;-1,8997371;34294463;62760877;91394104;121302038;-1
-24,5,1,-1,-1,-1,0.007s;0.151s;7.603s;14.807s;22.085s;-1,0.772s;2.993s;4.767s;6.079s;7.431s;-1,0.001s;0s;0.001s;0s;0.001s;-1,25423872;33042432;58163200;85245952;112504832;-1,25423872;33062912;58171392;85245952;112508928;-1,8918058;33999299;62208863;90600909;120212777;-1
-25,5,1,-1,-1,-1,0.007s;0.147s;7.733s;14.376s;20.332s;-1,0.78s;3s;4.731s;6.367s;7.647s;-1,0s;0.001s;0.001s;0.001s;0.001s;-1,25669632;34365440;59023360;86900736;114982912;-1,25669632;34365440;59023360;86900736;114982912;-1,9111325;0;63945120;93190497;123698676;-1
-26,4,1,-1,-1,-1,0.007s;0.135s;6.778s;15.949s;-1,0.729s;2.935s;4.869s;6.182s;-1,0s;0.001s;0.001s;0.001s;-1,25690112;34426880;59289600;87416832;-1,25690112;34426880;59289600;87416832;-1,9168983;35172603;64476887;94005753;-1
-27,5,1,-1,-1,-1,0.006s;0.116s;6.323s;15.071s;22.047s;-1,0.651s;2.679s;4.422s;6.051s;7.063s;-1,0s;0.001s;0s;0s;0s;-1,25714688;33312768;57671680;85192704;112877568;-1,25726976;33329152;57679872;85209088;112865280;-1,9013501;34485254;63160663;91995250;122136824;-1
-28,6,1,-1,-1,-1,0.006s;0.118s;6.011s;7.586s;15.388s;17.535s;-1,0.653s;2.945s;4.496s;5.848s;7.567s;8.98s;-1,0.001s;0s;0s;0.001s;0.001s;0.001s;-1,24748032;33341440;57778176;85393408;113180672;142258176;-1,24756224;33357824;57790464;85405696;113192960;142270464;-1,9046199;34599942;63371159;92312698;122548554;152784410;-1
-29,5,1,-1,-1,-1,0.008s;0.147s;7.576s;14.473s;20.496s;-1,0.715s;2.871s;4.732s;5.786s;7.161s;-1,0s;0s;0.001s;0.001s;0s;-1,24756224;33398784;58060800;85958656;114049024;-1,24756224;33411072;58073088;85970944;114061312;-1,9096655;34893416;63955057;93214149;123737478;-1
-30,4,1,-1,-1,-1,0.007s;0.119s;7.543s;15.014s;-1,0.668s;2.734s;4.35s;5.774s;-1,0.001s;0s;0.001s;0s;-1,24768512;33337344;57651200;85118976;-1,24772608;33353728;57667584;85135360;-1,9020961;34446459;63065632;91843498;-1
-31,2,1,-1,-1,-1,0.027s;0.669s;-1,9.023s;17.359s;-1,0.001s;0.001s;-1,24969216;62459904;-1,25014272;62488576;-1,39232370;157155830;-1
-32,2,1,-1,-1,-1,0.026s;0.646s;-1,8.445s;17.845s;-1,0.001s;0.001s;-1,25047040;62332928;-1,25047040;62361600;-1,39101672;156259015;-1
-33,2,1,-1,-1,-1,0.026s;0.612s;-1,8.65s;17.119s;-1,0.001s;0.001s;-1,25051136;62468096;-1,25051136;62496768;-1,39236246;157169626;-1
-34,2,1,-1,-1,-1,0.026s;0.645s;-1,8.82s;17.926s;-1,0.001s;0s;-1,25055232;62414848;-1,25055232;62443520;-1,39176783;156756573;-1
-35,2,1,-1,-1,-1,0.025s;0.662s;-1,10.901s;17.782s;-1,0s;0.001s;-1,25055232;62472192;-1,25055232;62500864;-1,39238238;157138718;-1
-36,2,1,-1,-1,-1,0.027s;0.584s;-1,9.432s;18.354s;-1,0s;0.001s;-1,25055232;62459904;-1,25055232;62488576;-1,39223838;157051490;-1
-37,2,1,-1,-1,-1,0.026s;0.609s;-1,8.743s;17.409s;-1,0.001s;0.001s;-1,25055232;62513152;-1,25055232;62541824;-1,39281488;157483189;-1
-38,2,1,-1,-1,-1,0.024s;0.631s;-1,8.45s;19.274s;-1,0.001s;0.001s;-1,25059328;62558208;-1,25059328;62586880;-1,39323953;157808893;-1
-39,2,1,-1,-1,-1,0.025s;0.603s;-1,8.711s;17.834s;-1,0.001s;0.001s;-1,25059328;62402560;-1,25059328;62431232;-1,39159971;156655887;-1
-40,2,1,-1,-1,-1,0.025s;0.691s;-1,8.553s;19.894s;-1,0.001s;0.001s;-1,25067520;62418944;-1,25067520;62447616;-1,39171658;156772474;-1
